id , BZCAT5 Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2756 , 5BZBJ1701+3954b , 255.35262 , 39.91031 , 0.507 ,  ?  , 16.2 , 7300 , 190 , 323 ,  , 
2757 , 5BZBJ1702+2643 , 255.54017 , 26.72075 ,  ,  , 17.9 , 7390 , 44 ,  ,  , 
2758 , 5BZQJ1702+3157 , 255.63596 , 31.9645 , 1.95 ,  , 17.6 , 7211 , 35 ,  , 0.21 , 
2759 , 5BZBJ1702+3115 , 255.66062 , 31.26208 ,  ,  , 18.9 , 7300 , 6 ,  , 0.43 , 
2760 , 5BZQJ1703-6212 , 255.90225 , -62.21111 , 1.747 ,  , 17.6 , 7211 , 731 , 964 ,  , 3.3e-9
2761 , 5BZQJ1704+0134 , 256.03121 , 1.569 , 2.842 ,  , 19.4 , 7211 , 284 ,  ,  , 
2762 , 5BZBJ1704+7138 , 256.19575 , 71.63822 ,  ,  , 18 , 7300 , 35 ,  , 1.17 , 
2763 , 5BZBJ1705+6042 , 256.39508 , 60.70439 , 0.28 ,  , 18.8 , 7300 , 3 ,  , 0.98 , 
2764 , 5BZUJ1706+3214 , 256.70025 , 32.23964 , 1.07 ,  , 16.3 , 7900 , 133 ,  , 0.3 , 
2765 , 5BZQJ1707+4536 , 256.824 , 45.60292 , 0.645 ,  , 17.1 , 7211 , 795 ,  , 0.28 , 
2766 , 5BZQJ1707+1122 , 256.88529 , 11.36686 , 2.406 ,  , 19.8 , 7211 , 109 ,  ,  , 
2767 , 5BZQJ1707+0148 , 256.89342 , 1.81269 , 2.565 ,  , 18.3 , 7211 , 464 ,  ,  , 
2768 , 5BZQJ1707+1331 , 256.94017 , 13.51811 , 0.936 ,  , 17 , 7211 , 302 ,  , 1.34 , 
2769 , 5BZQJ1708+0035 , 257.18604 , 0.58597 , 0.449 ,  , 20.5 , 7211 , 697 ,  ,  , 
2770 , 5BZQJ1709+4318 , 257.42121 , 43.31236 , 1.027 ,  , 19 , 7211 , 143 ,  , 0.1 , 2.2e-9
2771 , 5BZQJ1710-0355 , 257.57171 , -3.93058 , 1.923 ,  , 18.7 , 7211 , 441 ,  ,  , 
2772 , 5BZBJ1712+2931 , 258.20296 , 29.52153 , 0.421 ,  ?  , 17.8 , 7300 , 16 ,  , 0.37 , 
2773 , 5BZQJ1713+4916 , 258.39646 , 49.27569 , 1.552 ,  , 21 , 7211 , 202 ,  ,  , 
2774 , 5BZBJ1714+5601 , 258.61421 , 56.03222 , 0.401 ,  , 19.3 , 7300 , 6 ,  , 0.34 , 
2775 , 5BZBJ1714+3036 , 258.68975 , 30.60778 ,  ,  , 18.6 , 7300 , 2 ,  , 0.25 , 
2776 , 5BZBJ1715+2929 , 258.75567 , 29.48675 ,  ,  , 19.5 , 7300 , 24 ,  ,  , 
2777 , 5BZQJ1715+3619 , 258.78487 , 36.33058 , 0.555 ,  , 20.1 , 7211 , 91 ,  , 0.22 , 
2778 , 5BZGJ1715+5724 , 258.84579 , 57.41119 , 0.027 ,  , 8 , 7309 , 57 ,  , 7.37 , 
2779 , 5BZQJ1715+6323 , 258.89983 , 63.39336 , 2.182 ,  , 18.2 , 7211 , 36 ,  , 0.06 , 
2780 , 5BZQJ1716+2152 , 259.04662 , 21.87047 , 0.358 ,  , 19.5 , 7211 , 685 ,  , 0.46 , 
2781 , 5BZQJ1716+6836 , 259.05808 , 68.61075 , 0.777 ,  , 17.8 , 7211 , 489 , 633 , 1.41 , 1.2e-9
2782 , 5BZQJ1716-0452 , 259.11037 , -4.86997 , 1.026 ,  , 18.7 , 7211 , 510 ,  ,  , 
2783 , 5BZGJ1717+2931 , 259.27871 , 29.52253 , 0.276 ,  , 16.7 , 7309 , 3 ,  , 3.29 , 
2784 , 5BZQJ1717+2621 , 259.31321 , 26.36358 , 1.934 ,  , 18.5 , 7211 , 84 ,  , 0.17 , 
2785 , 5BZGJ1717+4227 , 259.33008 , 42.45 , 0.183 ,  , 12.8 , 7309 , 134 ,  , 2.03 , 
2786 , 5BZQJ1717-5155 , 259.39438 , -51.92556 , 1.158 ,  , 18.3 , 7211 ,  ,  ,  , 
2787 , 5BZBJ1717-3342 , 259.40012 , -33.70244 ,  ,  , 17.3 , 7390 , 624 , 1907 ,  , 8.7e-9
2788 , 5BZGJ1718+4228 , 259.56333 , 42.472 , 0.18 ,  , 16 , 7309 , 108 ,  , 0.16 , 
2789 , 5BZBJ1719+5524 , 259.75975 , 55.40178 , 0.626 ,  , 20.8 , 7300 , 2 ,  , 0.26 , 
2790 , 5BZBJ1719+1745 , 259.80438 , 17.75178 ,  ,  , 17.3 , 7300 , 543 , 467 , 0.36 , 2.2e-9
2791 , 5BZGJ1719+4858 , 259.81025 , 48.98042 , 0.024 ,  , 9.4 , 7309 , 145 ,  , 0.59 , 
2792 , 5BZQJ1719+4804 , 259.90917 , 48.07 , 1.084 ,  , 14.3 , 7211 , 63 ,  , 1.25 , 
2793 , 5BZBJ1719+7443 , 259.92083 , 74.71667 ,  ,  , 19.6 , 7390 , 4 ,  , 0.17 , 
2794 , 5BZQJ1719+0817 , 259.96754 , 8.28433 , 1.185 ,  , 16.5 , 7211 , 313 ,  ,  , 
2795 , 5BZQJ1721+3542 , 260.28954 , 35.70447 , 0.283 ,  , 17.9 , 7211 , 819 ,  , 0.72 , 
2796 , 5BZBJ1721+6004 , 260.31913 , 60.06844 , 0.531 ,  , 19.6 , 7300 , 3 ,  , 0.18 , 
2797 , 5BZQJ1722+5856 , 260.65304 , 58.93953 , 1.979 ,  , 19.6 , 7211 , 228 ,  , 0.1 , 
2798 , 5BZQJ1722+6105 , 260.66692 , 61.09992 , 2.058 ,  , 19.1 , 7211 , 154 ,  , 0.12 , 
2799 , 5BZQJ1722+2815 , 260.67567 , 28.25003 , 0.945 ,  , 18 , 7211 , 238 ,  , 0.4 , 
2800 , 5BZQJ1722+1013 , 260.68575 , 10.22661 , 0.732 ,  , 19.4 , 7211 , 540 ,  , 0.52 , 2.3e-9
2801 , 5BZQJ1722+5611 , 260.74171 , 56.18953 , 2.269 ,  , 20.4 , 7211 , 200 ,  ,  , 
2802 , 5BZQJ1723+6547 , 260.80892 , 65.79614 , 1.442 ,  , 16.9 , 7211 , 239 ,  , 0.07 , 
2803 , 5BZQJ1724+4004 , 261.02262 , 40.07681 , 1.049 ,  , 21 , 7211 , 568 ,  ,  , 2.1e-9
2804 , 5BZQJ1724+3303 , 261.05917 , 33.05108 , 0.548 ,  , 19.6 , 7211 , 414 ,  , 0.24 , 
2805 , 5BZBJ1725+1152 , 261.26817 , 11.87089 ,  ,  , 14.9 , 7300 , 120 ,  , 11.5 , 3.7e-9
2806 , 5BZBJ1725+5851 , 261.39587 , 58.86106 ,  ,  , 17.6 , 7300 , 76 ,  ,  , 5e-10
2807 , 5BZQJ1726+3213 , 261.64633 , 32.22306 , 1.09 ,  , 17.6 , 7211 , 126 ,  , 1.14 , 
2808 , 5BZBJ1726+5955 , 261.66837 , 59.93036 ,  ,  , 20.3 , 7300 , 13 ,  , 0.33 , 
2809 , 5BZGJ1727+5510 , 261.84779 , 55.18153 , 0.247 ,  , 17.2 , 7309 , 144 ,  , 0.95 , 
2810 , 5BZQJ1727+4530 , 261.86521 , 45.51103 , 0.717 ,  , 18.5 , 7211 , 914 ,  , 0.27 , 1.5e-9
2811 , 5BZQJ1728+1215 , 262.02938 , 12.26097 , 0.583 ,  , 19.5 , 7211 , 346 ,  ,  , 7e-10
2812 , 5BZBJ1728+5013 , 262.07758 , 50.21958 , 0.055 ,  , 13.9 , 7300 , 201 ,  , 20.4 , 8e-10
2813 , 5BZQJ1728+0427 , 262.10396 , 4.45136 , 0.293 ,  , 17.7 , 7211 , 682 , 858 , 0.44 , 1.3e-9
2814 , 5BZQJ1728+3838 , 262.24642 , 38.64067 , 1.386 ,  , 16.6 , 7211 , 241 ,  , 0.45 , 
2815 , 5BZBJ1729+5255 , 262.32817 , 52.93314 , 0.349 ,  , 18 , 7300 , 16 ,  , 0.72 , 
2816 , 5BZQJ1730+0024 , 262.64583 , 0.41075 , 1.335 ,  , 18.7 , 7211 , 214 ,  ,  , 2.2e-9
2817 , 5BZGJ1730+3714 , 262.696 , 37.24867 , 0.204 ,  , 17.4 , 7309 , 102 ,  , 0.5 , 6e-10
2818 , 5BZUJ1731-3003 , 262.94529 , -30.05247 ,  ,  ,  , 7900 , 91 ,  ,  , 3.2e-9
2819 , 5BZQJ1732-7200 , 263.04763 , -72.01114 , 0.62 ,  , 17.2 , 7211 , 230 ,  ,  , 
2820 , 5BZQJ1732-5553 , 263.11771 , -55.89761 , 2.154 ,  , 18.5 , 7211 , 172 ,  ,  , 
2821 , 5BZQJ1733-1304 , 263.26129 , -13.08042 , 0.902 ,  , 17.8 , 7211 , 5990 , 2220 , 1.64 , 3.1e-9
2822 , 5BZGJ1733+4519 , 263.37012 , 45.33083 , 0.317 ,  , 18.4 , 7309 , 34 ,  , 0.38 , 
2823 , 5BZQJ1733-7935 , 263.41958 , -79.59881 , 0.876 ,  , 17.6 , 7211 , 354 ,  ,  , 
2824 , 5BZQJ1734+3857 , 263.58575 , 38.96428 , 0.976 ,  , 19.5 , 7211 , 796 , 910 , 0.13 , 3.6e-9
2825 , 5BZUJ1734+0926 , 263.74325 , 9.44953 , 0.735 ,  ?  , 20.8 , 7900 , 1088 ,  ,  , 
2826 , 5BZBJ1735+5650 , 263.79508 , 56.83964 , 0.388 ,  , 20.1 , 7300 , 47 ,  ,  , 
2827 , 5BZQJ1735+3616 , 263.95038 , 36.27933 , 0.803 ,  , 19.8 , 7211 , 336 , 377 , 0.44 , 
2828 , 5BZBJ1736+2033 , 264.02188 , 20.55031 ,  ,  , 17.9 , 7390 , 25 ,  , 0.17 , 9e-10
2829 , 5BZQJ1736+0631 , 264.11908 , 6.52986 , 2.387 ,  , 20.1 , 7211 , 49 ,  ,  , 7e-10
2830 , 5BZQJ1737+0621 , 264.30721 , 6.351 , 1.207 ,  , 19.8 , 7211 , 886 ,  , 0.42 , 7e-10
2831 , 5BZBJ1737+5702 , 264.32975 , 57.03789 ,  ,  , 20.2 , 7300 , 12 ,  ,  , 
2832 , 5BZQJ1738-5334 , 264.66167 , -53.56944 , 1.721 ,  , 15.9 , 7211 , 166 ,  , 0.21 , 
2833 , 5BZQJ1738+3224 , 264.66875 , 32.4025 , 0.126 ,  , 15.8 , 7211 , 161 ,  , 1.13 , 
2834 , 5BZQJ1739+4955 , 264.86412 , 49.91761 , 1.545 ,  , 18.2 , 7211 , 531 , 446 , 0.26 , 1.2e-9
2835 , 5BZQJ1739+3358 , 264.89733 , 33.96894 , 1.625 ,  , 19.3 , 7211 , 167 ,  ,  , 
2836 , 5BZBJ1739+4737 , 264.98804 , 47.63289 ,  ,  , 18.8 , 7300 , 759 , 321 , 0.14 , 6e-10
2837 , 5BZQJ1740+4506 , 265.02654 , 45.114 , 2.788 ,  , 17.9 , 7211 , 271 ,  , 0.08 , 
2838 , 5BZQJ1740+5211 , 265.15408 , 52.19539 , 1.381 ,  , 17.2 , 7211 , 807 , 748 , 0.58 , 2.5e-9
2839 , 5BZQJ1740+4348 , 265.20396 , 43.8045 , 2.246 ,  , 19.3 , 7211 , 111 ,  ,  , 
2840 , 5BZBJ1741+7224 , 265.34537 , 72.41442 , 0.22 ,  , 15.8 , 7390 , 88 ,  ,  , 
2841 , 5BZBJ1742+5945 , 265.63333 , 59.75189 ,  ,  , 17 , 7300 , 106 ,  , 0.16 , 5e-10
2842 , 5BZQJ1743+3747 , 265.94854 , 37.79828 , 1.958 ,  , 20.1 , 7211 , 212 ,  ,  , 
2843 , 5BZGJ1743+1935 , 265.99096 , 19.58583 , 0.084 ,  , 12.7 , 7309 , 301 ,  , 4.23 , 6e-10
2844 , 5BZQJ1743-0350 , 265.99525 , -3.83461 , 1.057 ,  , 18.7 , 7211 , 1411 , 1354 , 1.03 , 
2845 , 5BZBJ1744-0518 , 266.08708 , -5.31133 , 0.31 ,  , 21.6 , 7300 , 197 ,  , 0.05 , 
2846 , 5BZQJ1745+2252 , 266.26946 , 22.88003 , 1.884 ,  , 20.1 , 7211 , 193 ,  ,  , 3e-10
2847 , 5BZBJ1745-0753 , 266.36292 , -7.88442 ,  ,  , 17.3 , 7300 , 1182 ,  , 0.28 , 1e-9
2848 , 5BZQJ1745+1720 , 266.39671 , 17.33372 , 1.702 ,  , 19.3 , 7211 , 1062 ,  ,  , 
2849 , 5BZGJ1745+3951 , 266.40658 , 39.85861 , 0.267 ,  , 15.9 , 7309 , 636 ,  , 0.75 , 
2850 , 5BZBJ1746+5028 , 266.63487 , 50.46964 ,  ,  , 19.9 , 7390 , 3 ,  , 0.4 , 
2851 , 5BZBJ1747+4937 , 266.76083 , 49.63306 , 0.46 ,  , 19.6 , 7300 , 7 ,  , 1.3 , 
2852 , 5BZBJ1747+4658 , 266.86104 , 46.98081 ,  ,  , 21.2 , 7300 , 305 ,  , 0.17 , 
2853 , 5BZQJ1747+2324 , 266.95862 , 23.41075 , 2.203 ,  , 17.8 , 7211 , 121 ,  ,  , 3e-10
2854 , 5BZQJ1748+3404 , 267.02425 , 34.067 , 2.763 ,  , 19.1 , 7211 , 190 ,  ,  , 
2855 , 5BZBJ1748+7005 , 267.13683 , 70.09744 , 0.77 ,  ?  , 15.6 , 7300 , 735 , 350 , 0.72 , 2.1e-9
2856 , 5BZBJ1749+4321 , 267.2515 , 43.36425 ,  ,  , 18.1 , 7300 , 279 ,  , 0.18 , 1.3e-9
2857 , 5BZQJ1749-6258 , 267.35712 , -62.97192 , 1.215 ,  , 17.8 , 7211 , 263 ,  ,  , 
2858 , 5BZGJ1750+4700 , 267.52088 , 47.01206 , 0.16 ,  , 17.2 , 7309 , 99 ,  , 2.03 , 
2859 , 5BZBJ1751+0939 , 267.88675 , 9.65019 , 0.322 ,  , 17 , 7300 , 623 , 2908 , 1.18 , 4.6e-9
2860 , 5BZQJ1752+1734 , 268.19167 , 17.57233 , 0.505 ,  , 16.4 , 7211 , 341 ,  , 0.94 , 
2861 , 5BZQJ1753+4409 , 268.34437 , 44.16269 , 0.871 ,  , 19.6 , 7211 , 766 ,  , 0.36 , 
2862 , 5BZQJ1753+2848 , 268.42696 , 28.80136 , 1.118 ,  , 20.3 , 7211 , 414 ,  , 0.28 , 
2863 , 5BZBJ1754+3212 , 268.54921 , 32.20644 ,  ,  , 16.2 , 7300 , 64 ,  , 0.73 , 2.4e-9
2864 , 5BZBJ1754-6423 , 268.675 , -64.39606 ,  ,  , 17.7 , 7300 , 185 ,  ,  , 5e-10
2865 , 5BZGJ1755+6236 , 268.95183 , 62.61225 , 0.027 ,  , 9.3 , 7309 , 288 ,  , 0.78 , 
2866 , 5BZQJ1756+5748 , 269.01513 , 57.81333 , 2.11 ,  , 18.5 , 7211 , 742 ,  , 0.16 , 
2867 , 5BZBJ1756+5522 , 269.06621 , 55.37169 ,  ,  , 16.9 , 7300 , 16 ,  , 6.84 , 5e-10
2868 , 5BZQJ1756+1553 , 269.14054 , 15.8955 , 0.547 ,  , 18.1 , 7211 , 567 ,  ,  , 
2869 , 5BZBJ1757+7033 , 269.30517 , 70.56039 , 0.407 ,  , 18 , 7300 , 10 ,  , 4.02 , 
2870 , 5BZGJ1757+5523 , 269.36779 , 55.38669 , 0.065 ,  , 14.8 , 7309 , 79 ,  , 0.09 , 
2871 , 5BZQJ1759+2343 , 269.7515 , 23.72972 , 1.721 ,  , 15.7 , 7211 , 738 ,  , 0.19 , 
2872 , 5BZBJ1759+7037 , 269.95421 , 70.62258 ,  ,  , 18.7 , 7390 , 10 ,  , 1.25 , 
2873 , 5BZQJ1800+3848 , 270.10321 , 38.80853 , 2.092 ,  , 17.5 , 7211 , 326 ,  , 0.68 , 
2874 , 5BZBJ1800+6126 , 270.10483 , 61.43708 ,  ,  , 19.4 , 7390 , 23 ,  ,  , 
2875 , 5BZBJ1800+7828 , 270.19033 , 78.46778 , 0.68 ,  , 17.1 , 7300 , 2223 , 1319 , 0.79 , 4.4e-9
2876 , 5BZQJ1801+4404 , 270.38463 , 44.07275 , 0.663 ,  , 15.7 , 7211 , 727 , 620 , 0.68 , 4e-10
2877 , 5BZQJ1802-4925 , 270.541 , -49.41978 , 2.286 ,  , 17.7 , 7211 , 664 ,  ,  , 
2878 , 5BZGJ1802+4819 , 270.63138 , 48.32806 , 0.129 ,  , 17.2 , 7309 , 20 ,  , 0.26 , 
2879 , 5BZQJ1802-3940 , 270.67783 , -39.66886 , 1.319 ,  , 17.3 , 7211 , 2273 , 1470 , 0.54 , 1.69e-8
2880 , 5BZQJ1803-6507 , 270.84792 , -65.12689 , 1.198 ,  , 16.6 , 7211 , 636 , 476 ,  , 
2881 , 5BZQJ1803+0934 , 270.89021 , 9.57386 , 0.683 ,  , 20.5 , 7211 , 161 ,  ,  , 
2882 , 5BZBJ1803+6548 , 270.97633 , 65.80697 , 0.085 ,  ?  , 20 , 7390 , 40 ,  , 0.19 , 
2883 , 5BZQJ1803+0341 , 270.9845 , 3.68544 , 1.42 ,  , 17.7 , 7211 , 274 , 403 ,  , 1.1e-9
2884 , 5BZGJ1804+0042 , 271.037 , 0.70614 , 0.07 ,  ?  , 16.6 , 7309 , 171 ,  , 5.07 , 
2885 , 5BZQJ1804+0101 , 271.06658 , 1.02567 , 1.522 ,  , 17.7 , 7211 , 878 ,  ,  , 
2886 , 5BZUJ1804+1755 , 271.17725 , 17.93303 , 0.435 ,  , 17.6 , 7900 , 218 ,  , 0.12 , 
2887 , 5BZBJ1806+6949 , 271.71117 , 69.82447 , 0.046 ,  , 11.1 , 7300 , 1886 ,  , 1.89 , 3.8e-9
2888 , 5BZQJ1807+2204 , 271.91171 , 22.08233 , 0.798 ,  , 16.4 , 7211 , 66 ,  , 0.28 , 
2889 , 5BZQJ1807-6413 , 271.97512 , -64.23058 , 1.016 ,  , 17.5 , 7211 , 95 ,  ,  , 
2890 , 5BZBJ1808+4649 , 272.005 , 46.82806 ,  ,  , 18.3 , 7300 , 64 ,  , 0.35 , 
2891 , 5BZQJ1808-5011 , 272.05762 , -50.19814 , 1.606 ,  , 20.4 , 7211 , 316 , 376 , 0.17 , 
2892 , 5BZQJ1808+4542 , 272.09121 , 45.70581 , 0.83 ,  , 19.2 , 7211 , 292 ,  , 0.3 , 
2893 , 5BZBJ1809+2041 , 272.35592 , 20.69197 ,  ,  , 16.9 , 7300 , 52 ,  , 0.66 , 6e-10
2894 , 5BZQJ1809+1849 , 272.43888 , 18.8175 , 0.928 ,  , 18.8 , 7211 , 148 ,  , 0.13 , 
2895 , 5BZBJ1809+2910 , 272.43912 , 29.17219 ,  ,  , 16.8 , 7300 , 82 ,  ,  , 1.2e-9
2896 , 5BZUJ1809-4552 , 272.49112 , -45.87806 , 0.07 ,  , 13.3 , 7900 , 1271 , 1376 , 1.61 , 
2897 , 5BZBJ1810+1608 , 272.70908 , 16.13911 ,  ,  , 18.8 , 7300 , 33 ,  ,  , 1.1e-9
2898 , 5BZBJ1811+0341 , 272.82513 , 3.68717 ,  ,  , 17.4 , 7390 , 21 ,  , 0.59 , 9e-10
2899 , 5BZBJ1811+1704 , 272.92992 , 17.08258 ,  ,  , 18.9 , 7390 , 132 ,  , 0.32 , 
2900 , 5BZBJ1811+4416 , 272.97288 , 44.27436 ,  ,  , 20.1 , 7300 , 73 ,  , 0.45 , 
2901 , 5BZQJ1813+4304 , 273.31121 , 43.07103 , 1.088 ,  , 20.4 , 7211 , 1031 ,  ,  , 
2902 , 5BZBJ1813+0615 , 273.38921 , 6.26167 ,  ,  , 18 , 7300 , 190 , 255 ,  , 9e-10
2903 , 5BZBJ1813+3144 , 273.39667 , 31.73825 , 0.117 ,  , 15.2 , 7390 , 191 ,  , 0.59 , 1.8e-9
2904 , 5BZQJ1813+2952 , 273.40529 , 29.87719 , 1.351 ,  , 19.8 , 7211 , 291 ,  ,  , 
2905 , 5BZQJ1814+4113 , 273.59462 , 41.21822 , 1.564 ,  , 18.6 , 7211 , 724 ,  ,  , 
2906 , 5BZQJ1815+1623 , 273.81188 , 16.39608 , 0.742 ,  , 16.8 , 7211 , 118 ,  ,  , 
2907 , 5BZQJ1815-7001 , 273.96579 , -70.0275 , 0.745 ,  , 18.9 , 7211 , 118 ,  ,  , 
2908 , 5BZQJ1818+5017 , 274.62717 , 50.28881 , 1.395 ,  , 18.3 , 7211 , 176 ,  ,  , 
2909 , 5BZQJ1818+0903 , 274.66692 , 9.06283 , 0.354 ,  , 18.5 , 7211 , 75 ,  ,  , 1.8e-9
2910 , 5BZUJ1819-6345 , 274.89583 , -63.76339 , 0.063 ,  , 13.4 , 7900 , 19532 ,  , 1.24 , 
2911 , 5BZUJ1819-5521 , 274.93917 , -55.35575 , 1.629 ,  , 19.6 , 7900 , 672 ,  , 0.14 , 
2912 , 5BZGJ1823+7938 , 275.80879 , 79.64694 , 0.224 ,  , 17.5 , 7309 , 296 ,  ,  , 
2913 , 5BZBJ1823+6857 , 275.88687 , 68.96461 ,  ,  , 19 , 7300 , 219 ,  , 0.06 , 8e-10
2914 , 5BZUJ1823-3454 , 275.91079 , -34.90333 ,  ,  ,  , 7900 , 132 ,  , 0.12 , 
2915 , 5BZQJ1824+1044 , 276.01192 , 10.73994 , 1.36 ,  , 16.5 , 7211 , 968 ,  , 0.42 , 
2916 , 5BZBJ1824+5651 , 276.02946 , 56.85042 , 0.663 ,  , 17.5 , 7300 , 1412 , 902 , 1.17 , 2.6e-9
2917 , 5BZQJ1826-3650 , 276.53388 , -36.84714 , 0.888 ,  , 18.8 , 7211 , 513 ,  , 0.22 , 
2918 , 5BZQJ1826+0149 , 276.60442 , 1.82781 , 1.771 ,  , 20.5 , 7211 , 514 ,  , 0.13 , 
2919 , 5BZQJ1826+3431 , 276.74992 , 34.52058 , 1.814 ,  , 16.2 , 7211 , 470 ,  ,  , 
2920 , 5BZQJ1827-4533 , 276.79267 , -45.55278 , 1.244 ,  , 17.4 , 7211 , 820 ,  , 0.3 , 
2921 , 5BZQJ1829-5813 , 277.30167 , -58.23194 , 1.531 ,  , 18.8 , 7211 , 791 , 400 , 0.71 , 
2922 , 5BZUJ1829+2729 , 277.30817 , 27.48411 ,  ,  , 16.4 , 7900 , 30 ,  ,  , 8e-10
2923 , 5BZBJ1829+5402 , 277.35121 , 54.04994 ,  ,  , 17.2 , 7300 , 25 ,  , 0.92 , 7e-10
2924 , 5BZUJ1829+4844 , 277.38242 , 48.74617 , 0.695 ,  , 16.7 , 7900 , 13753 , 1008 , 2.2 , 1.4e-9
2925 , 5BZBJ1830+1324 , 277.50317 , 13.40397 ,  ,  , 17.7 , 7300 , 95 ,  ,  , 8e-10
2926 , 5BZQJ1830+0619 , 277.52475 , 6.32111 , 0.745 ,  , 19.5 , 7211 , 397 ,  , 0.32 , 2.8e-9
2927 , 5BZQJ1831-4805 , 277.92267 , -48.08917 , 1.196 ,  , 17.5 , 7211 , 36 ,  ,  , 
2928 , 5BZBJ1832-5659 , 278.12908 , -56.98908 ,  ,  , 17 , 7300 , 211 ,  ,  , 8e-10
2929 , 5BZQJ1832+1357 , 278.18008 , 13.96317 , 2.83 ,  , 18.2 , 7211 , 641 ,  , 1.96 , 
2930 , 5BZQJ1833-2103 , 278.41638 , -21.06103 , 2.507 ,  , 21 , 7211 , 10896 , 1537 , 0.69 , 1.19e-8
2931 , 5BZBJ1834-5948 , 278.56421 , -59.81314 , 0.435 ,  ?  , 18.6 , 7390 , 221 ,  , 0.18 , 
2932 , 5BZBJ1834-5856 , 278.61446 , -58.94342 ,  ,  , 18.3 , 7300 , 373 ,  , 0.15 , 
2933 , 5BZQJ1835+6119 , 278.832 , 61.32778 , 2.274 ,  , 18.4 , 7211 , 588 ,  , 0.13 , 
2934 , 5BZQJ1835+2506 , 278.99325 , 25.11261 , 1.973 ,  , 16 , 7211 , 32 ,  ,  , 
2935 , 5BZBJ1836+3136 , 279.0885 , 31.60744 ,  ,  , 16.7 , 7300 , 36 ,  , 0.3 , 8e-10
2936 , 5BZQJ1837-7108 , 279.36962 , -71.14544 , 1.356 ,  , 16.7 , 7211 , 1290 , 538 , 0.65 , 
2937 , 5BZQJ1837-5848 , 279.47417 , -58.8025 , 3.04 ,  , 18.6 , 7211 , 180 ,  ,  , 
2938 , 5BZQJ1838-3427 , 279.61875 , -34.46161 , 2.78 ,  , 19.4 , 7211 , 280 ,  ,  , 
2939 , 5BZBJ1838+4802 , 279.70487 , 48.04289 ,  ,  , 16.2 , 7300 , 30 ,  , 1.29 , 1.2e-9
2940 , 5BZGJ1838+5735 , 279.744 , 57.59428 , 0.164 ,  , 15.4 , 7309 , 87 ,  ,  , 
2941 , 5BZQJ1840+2457 , 280.01429 , 24.96156 , 1.634 ,  , 19.3 , 7211 , 68 ,  ,  , 
2942 , 5BZGJ1840-7709 , 280.16083 , -77.15797 , 0.018 ,  , 8.3 , 7309 , 1108 ,  , 6.11 , 
2943 , 5BZQJ1840+3900 , 280.23813 , 39.01269 , 3.095 ,  , 18.7 , 7211 , 143 ,  ,  , 
2944 , 5BZBJ1840+5452 , 280.23908 , 54.87108 , 0.646 ,  , 19.5 , 7300 , 208 ,  , 0.25 , 
2945 , 5BZBJ1841+5906 , 280.33462 , 59.10228 , 0.53 ,  , 18.6 , 7300 , 19 ,  , 0.31 , 
2946 , 5BZBJ1841+3218 , 280.446 , 32.31089 ,  ,  , 16.8 , 7300 , 20 ,  , 2.88 , 1.4e-9
2947 , 5BZQJ1842+6809 , 280.64017 , 68.157 , 0.472 ,  , 17.8 , 7211 , 798 ,  , 0.66 , 
2948 , 5BZBJ1843-7430 , 280.91758 , -74.50672 ,  ,  , 21 , 7300 , 121 ,  , 0.04 , 
2949 , 5BZBJ1844+5709 , 281.21233 , 57.16072 ,  ,  , 17.8 , 7300 , 162 ,  ,  , 4e-10
2950 , 5BZQJ1846+3747 , 281.633 , 37.78814 , 2.441 ,  , 18.5 , 7211 , 116 ,  ,  , 
2951 , 5BZQJ1848+3219 , 282.09204 , 32.31739 , 0.798 ,  , 18.9 , 7211 , 516 , 427 , 1 , 1.5e-9
2952 , 5BZBJ1848+6537 , 282.09442 , 65.61731 , 0.364 ,  , 18.6 , 7300 , 8 ,  , 1.77 , 
2953 , 5BZBJ1848+4245 , 282.19642 , 42.76094 ,  ,  , 17.8 , 7300 , 21 ,  , 4.58 , 
2954 , 5BZQJ1849+6705 , 282.31696 , 67.09492 , 0.657 ,  , 17.5 , 7211 , 517 ,  , 0.41 , 7.4e-9
2955 , 5BZQJ1849+3024 , 282.33379 , 30.40394 , 0.672 ,  , 19.4 , 7211 , 222 ,  , 0.31 , 
2956 , 5BZBJ1849-4314 , 282.358 , -43.23697 ,  ,  , 17.9 , 7300 , 90 ,  ,  , 1.3e-9
2957 , 5BZBJ1849+2748 , 282.38225 , 27.80022 ,  ,  , 19.3 , 7300 , 47 ,  ,  , 7e-10
2958 , 5BZQJ1850+2825 , 282.61496 , 28.42033 , 2.544 ,  , 17 , 7211 , 230 ,  , 0.79 , 
2959 , 5BZQJ1852+4855 , 283.11896 , 48.92986 , 1.25 ,  , 18 , 7211 , 238 ,  , 0.09 , 2.9e-9
2960 , 5BZQJ1852+4019 , 283.12654 , 40.3185 , 2.12 ,  , 19 , 7211 , 655 ,  ,  , 
2961 , 5BZBJ1853+6713 , 283.46692 , 67.23197 , 0.212 ,  , 17.1 , 7300 , 11 ,  , 0.86 , 
2962 , 5BZQJ1854+7351 , 283.73875 , 73.85553 , 0.461 ,  , 16.7 , 7211 , 464 ,  , 0.89 , 
