id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , Redshift , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
155 , 3HSPJ013834.5+245837 ,  , 24.64392 , 24.97694 , 12 , 0.55 , 0.1 , -12.5 , 0.13 ,  ,  , 2WHSPJ013834.5+245836
156 , 3HSPJ014040.9-075849 , 5BZBJ0140-0758 , 25.17029 , -7.98028 , 27.4 , 0.36 , 0.41 , -12 , 0.4 ,  , 1.78 , 2WHSPJ014040.8-075849
157 , 3HSPJ014347.2-012609 ,  , 25.94646 , -1.43583 , 10.2 , 0.6 , 0.16 , -12.7? , 0.08 ,  ,  , 2WHSPJ014347.0-012608
158 , 3HSPJ014347.4-584551 , 5BZBJ0143-5845 , 25.94746 , -58.76417 , 28.3 ,  , 2.52 , -11.2 , 2.51 , 2FHL J0143.8-5847 , 1.84 , 2WHSPJ014347.2-584551
159 , 3HSPJ014357.1-651227 ,  , 25.99125 , -65.2075 , 18 , 0.36 , 0.08 , -12.5 , 0.13 ,  ,  , 2WHSPJ014357.9-651226
160 , 3HSPJ014522.9+045129 ,  , 26.34537 , 4.85806 , 7.7 , 0.35 , 0.05 , -12.9 , 0.05 ,  ,  , 2WHSPJ014522.7+045129
161 , 3HSPJ014557.7-282620 ,  , 26.49021 , -28.43889 , 3.9 , 0.64 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ014557.5-282620
162 , 3HSPJ014558.0+213504 ,  , 26.49167 , 21.58444 , 5.8 , 0.274 , 0.46 , -12.1? , 0.32 ,  ,  , 2WHSPJ014558.0+213503
163 , 3HSPJ014620.0-024254 ,  , 26.58417 , -2.715 , 4.2 , 0.529 , 0.15 , -12.7? , 0.08 ,  ,  , 2WHSPJ014620.2-024253
164 , 3HSPJ014648.6-520233 , 5BZGJ0146-5202 , 26.70237 , -52.0425 , 329.3 , 0.098 , 0.1 , -12 , 0.4 ,  , 2.2 , 
165 , 3HSPJ014715.9-000818 ,  , 26.81608 , -0.13833 , 5 , 0.473 ,  , -12.7 , 0.08 ,  ,  , 2WHSPJ014715.7-000817
166 , 3HSPJ014748.1+203715 ,  , 26.95292 , 20.62083 , 15.2 , 0.33 , 0.16 , -12.6? , 0.1 ,  ,  , 2WHSPJ014748.7+203714
167 , 3HSPJ014753.7-602811 ,  , 26.97358 , -60.46972 , 8.9 , 0.38 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ014753.5-602810
168 , 3HSPJ014820.3+520204 ,  , 27.08471 , 52.03444 , 44.5 , 0.24 ,  , >-11.6 , 1 , 2FHL J0148.1+5201 , 1.77 , 
169 , 3HSPJ014833.8+012901 , 5BZBJ0148+0129 , 27.14083 , 1.48361 , 88.4 , 0.94 ,  , -12.3 , 0.2 ,  , 2.02 , 
170 , 3HSPJ014918.2+203029 ,  , 27.32604 , 20.50806 , 42.7 ,  ,  , >-12.1 , 0.32 ,  ,  , 2WHSPJ014918.1+203029
171 , 3HSPJ015044.1-545005 ,  , 27.68542 , -54.83472 , 43.8 , 0.28 ,  , -12.1 , 0.32 ,  , 2.12 , 2WHSPJ015044.5-545004
172 , 3HSPJ015219.9+364017 ,  , 28.08275 , 36.67139 , 18.1 , 0.21 ,  , -12.5 , 0.13 ,  ,  , 2WHSPJ015219.7+364017
173 , 3HSPJ015239.6+014717 , 5BZGJ0152+0147 , 28.165 , 1.78806 , 62 , 0.08 , 3.78 , -11.2 , 2.51 , 2FHL J0152.8+0146 , 1.89 , 2WHSPJ015239.5+014717
174 , 3HSPJ015307.4+751742 , 5BZBJ0153+7517 , 28.28071 , 75.295 , 21.7 ,  , 0.45 , -11.5 , 1.26 ,  , 1.77 , 2WHSPJ015307.3+751742
175 , 3HSPJ015313.2-110627 ,  , 28.30488 , -11.1075 , 7.7 , 0.32 , 0.27 , -12.2? , 0.25 ,  ,  , 2WHSPJ015313.0-110626
176 , 3HSPJ015325.9+711506 , 5BZGJ0153+7115 , 28.35771 , 71.25167 , 578.3 , 0.02 , 0.23 , -11.2 , 2.51 , 2FHL J0153.5+7113 , 1.57 , 
177 , 3HSPJ015402.8+082351 , 5BZBJ0154+0823 , 28.5115 , 8.3975 , 207.2 , 0.681 , 1.05 , -11.4 , 1.58 ,  , 1.86 , 2WHSPJ015402.6+082351
178 , 3HSPJ015553.6+053309 ,  , 28.97354 , 5.5525 , 3.8 ,  ,  , -13.1 , 0.03 ,  ,  , 2WHSPJ015553.5+053309
179 , 3HSPJ015608.0+054510 ,  , 29.03417 , 5.75278 , 5.5 , 0.43 ,  , -13 , 0.04 ,  ,  , 2WHSPJ015608.2+054510
180 , 3HSPJ015624.5-242003 ,  , 29.10225 , -24.33417 ,  ,  ,  , -11.9 , 0.5 , 3FHL J0156.2-2419 , 1.89 , 
181 , 3HSPJ015646.0-474417 ,  , 29.19171 , -47.73806 , 28.7 , 0.22 , 0.12 , -11.8 , 0.63 ,  , 2.01 , 2WHSPJ015646.0-474417
182 , 3HSPJ015658.0-530159 , 5BZBJ0156-5302 , 29.24163 , -53.03306 , 43.4 , 0.25 , 2.57 , -11.1 , 3.16 , 2FHL J0157.0-5301 , 1.82 , 2WHSPJ015657.9-530159
183 , 3HSPJ015700.7-323529 ,  , 29.25283 , -32.59139 , 19.1 , 0.33 , 0.17 , -12.2 , 0.25 ,  ,  , 2WHSPJ015700.6-323529
184 , 3HSPJ015721.6-215852 ,  , 29.33983 , -21.98111 , 11.9 , 0.47 , 0.34 , -12.2 , 0.25 ,  ,  , 2WHSPJ015721.4-215851
185 , 3HSPJ015743.1+003605 ,  , 29.43292 , 0.60139 , 1.8 , 0.5 ,  , -13? , 0.04 ,  ,  , 2WHSPJ015743.9+003605
186 , 3HSPJ015809.9+251540 ,  , 29.54142 , 25.26111 , 11.5 , 0.158 , 0.26 , -12.2 , 0.25 ,  ,  , 2WHSPJ015809.9+251539
187 , 3HSPJ015934.4+104705 , 5BZBJ0159+1047 , 29.89325 , 10.78472 , 47.6 , 0.195 , 0.47 , -11.6 , 1 ,  , 2.11 , 2WHSPJ015934.3+104704
188 , 3HSPJ015945.1+090002 ,  , 29.94125 , 9.00056 ,  , 0.63 ,  , >-13 , 0.04 ,  ,  , 
189 , 3HSPJ015953.6+004815 ,  , 29.97329 , 0.80417 , 4.8 , 0.652 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ015953.5+004815
190 , 3HSPJ015958.1-364313 ,  , 29.99225 , -36.72028 , 4.6 , 0.53 , 0.04 , -12.8 , 0.06 ,  ,  , 2WHSPJ015958.0-364313
191 , 3HSPJ020020.9-410935 ,  , 30.08725 , -41.15972 ,  , 0.5 , 0.12 , -12.1 , 0.32 ,  , 1.88 , 
192 , 3HSPJ020106.2+003400 , 5BZBJ0201+0034 , 30.27567 , 0.56667 , 13.4 , 0.298 , 1.02 , -11.7 , 0.79 ,  , 1.82 , 2WHSPJ020106.1+003400
193 , 3HSPJ020110.9-434655 ,  , 30.2955 , -43.78194 , 45.3 , 0.45 ,  , -12.4 , 0.16 ,  , 1.65 , 2WHSPJ020110.9-434654
194 , 3HSPJ020121.8-225925 ,  , 30.34075 , -22.99028 , 13.2 , 0.18 , 0.27 , -12.2 , 0.25 ,  ,  , 2WHSPJ020121.7-225925
195 , 3HSPJ020226.4+084913 , 5BZBJ0202+0849 , 30.61013 , 8.82028 , 134.9 , 0.35 , 0.25 , -12.2 , 0.25 ,  , 2.05 , 
196 , 3HSPJ020239.1-313338 ,  , 30.66542 , -31.56056 ,  , 0.55 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ020239.7-313338
197 , 3HSPJ020252.2-022320 ,  , 30.71758 , -2.38889 , 68.1 , 0.25 , 0.56 , -12.1 , 0.32 ,  , 2.31 , 2WHSPJ020252.2-022320
198 , 3HSPJ020314.1-323512 ,  , 30.80867 , -32.58667 , 12.6 , 0.35 , 0.06 , -12.4 , 0.16 ,  ,  , 2WHSPJ020313.9-323512
199 , 3HSPJ020356.1-244454 ,  , 30.98358 , -24.74833 , 11.3 , 0.52 , 0.13 , -12.5 , 0.13 ,  ,  , 2WHSPJ020355.9-244453
200 , 3HSPJ020412.9-333340 , 5BZBJ0204-3333 , 31.05383 , -33.56111 , 6.4 , 0.617 , 0.27 , -11.7 , 0.79 ,  , 1.78 , 2WHSPJ020412.9-333339
201 , 3HSPJ020416.4-314457 ,  , 31.06842 , -31.74917 , 36.7 , 0.31 , 0.05 , -12.8 , 0.06 ,  , 2.05 , 
202 , 3HSPJ020421.5+241750 ,  , 31.08975 , 24.29722 , 196.4 , 0.18 ,  , -12.4 , 0.16 ,  , 1.79 , 
203 , 3HSPJ020430.1-213725 ,  , 31.12538 , -21.62361 , 8.5 ,  , 0.05 , -12.6 , 0.1 ,  ,  , 2WHSPJ020430.0-213724
204 , 3HSPJ020441.7+004957 ,  , 31.17358 , 0.8325 , 3.1 , 0.626 ,  , -12.8 , 0.06 ,  ,  , 
205 , 3HSPJ020615.9-095717 ,  , 31.56621 , -9.95472 , 23 , 0.166 ,  , -12.5? , 0.13 ,  , 1.79 , 
206 , 3HSPJ020838.2+352312 , 5BZBJ0208+3523 , 32.159 , 35.38667 , 4.9 , 0.318 , 0.25 , -12.1 , 0.32 ,  , 1.7 , 2WHSPJ020838.1+352312
207 , 3HSPJ020917.1+444946 , 5BZBJ0209+4449 , 32.32121 , 44.82944 , 30.7 , 0.27 , 8.33 , -11.5 , 1.26 ,  , 1.97 , 2WHSPJ020916.9+444945
208 , 3HSPJ020921.1-522922 , 5BZBJ0209-5229 , 32.34 , -52.48944 , 78.7 , 0.12 , 2.39 , -11.2 , 2.51 , 2FHL J0209.3-5228 , 1.8 , 2WHSPJ020921.6-522921
209 , 3HSPJ020946.7+262530 ,  , 32.44471 , 26.425 , 6.5 , 0.68 ,  , -12.1? , 0.32 ,  , 2.24 , 
210 , 3HSPJ021205.7-255758 ,  , 33.02392 , -25.96611 , 8.9 , 0.38 , 0.54 , -12.1 , 0.32 ,  , 1.93 , 2WHSPJ021205.6-255757
211 , 3HSPJ021216.9-022155 ,  , 33.07033 , -2.36528 , 25.3 , 0.25 , 2.29 , -11.7 , 0.79 ,  , 1.94 , 2WHSPJ021216.8-022155
212 , 3HSPJ021230.5-350330 , 5BZBJ0212-3503 , 33.12708 , -35.05833 , 16.5 , 0.393 , 0.27 , -12? , 0.4 ,  , 2.11 , 
213 , 3HSPJ021252.1+224452 , 5BZBJ0212+2244 , 33.22004 , 22.74778 , 67.4 , 0.459 , 0.45 , -11.5 , 1.26 ,  , 2.1 , 2WHSPJ021252.7+224452
214 , 3HSPJ021358.7-695137 ,  , 33.49454 , -69.86028 ,  , 0.34 , 0.3 , -11.9 , 0.5 , 2FHL J0213.9-6949 , 1.66 , 
215 , 3HSPJ021409.8-473235 ,  , 33.54092 , -47.54306 ,  , 0.28 , 0.1 , -12.3 , 0.2 ,  ,  , 2WHSPJ021409.7-473235
216 , 3HSPJ021411.1-353733 ,  , 33.54962 , -35.62583 , 19.3 , 0.4 , 0.24 , -12.1 , 0.32 ,  ,  , 2WHSPJ021411.7-353732
217 , 3HSPJ021417.9+514451 , 5BZGJ0214+5144 , 33.57475 , 51.7475 , 294.9 , 0.049 , 4.9 , -11.2 , 2.51 , 2FHL J0214.9+5149 , 2.04 , 2WHSPJ021417.8+514451
218 , 3HSPJ021503.0+032536 ,  , 33.76246 , 3.42667 , 4.5 , 0.31 , 0.48 , -12.1? , 0.32 ,  ,  , 2WHSPJ021502.8+032536
219 , 3HSPJ021515.2-161738 ,  , 33.8135 , -16.29389 , 47.9 , 0.283 , 0.26 , -12.1 , 0.32 ,  ,  , 2WHSPJ021515.1-161738
220 , 3HSPJ021517.9+755453 ,  , 33.82458 , 75.91472 , 152.4 , 0.15 , 0.03 , -12.2 , 0.25 , 2FHL J0214.9+7555 , 1.76 , 
221 , 3HSPJ021552.3-402343 ,  , 33.968 , -40.39528 , 40.1 , 0.24 , 0.15 , -12.3 , 0.2 ,  ,  , 2WHSPJ021552.3-402343
222 , 3HSPJ021616.6-481626 ,  , 34.06925 , -48.27389 , 39.6 , 0.169 , 0.21 , -12 , 0.4 ,  ,  , 2WHSPJ021616.6-481626
223 , 3HSPJ021632.1+231450 , 5BZBJ0216+2314 , 34.13367 , 23.24722 , 35.9 , 0.288 , 0.43 , -11.8 , 0.63 ,  , 1.89 , 2WHSPJ021631.9+231449
224 , 3HSPJ021650.8-663642 , 5BZBJ0216-6636 , 34.21187 , -66.61167 , 103.6 , 0.673 , 0.28 , -11.6 , 1 ,  , 1.98 , 2WHSPJ021650.8-663642
225 , 3HSPJ021729.3-642306 ,  , 34.37225 , -64.385 , 17.4 , 0.66 , 0.02 , -12.9 , 0.05 ,  ,  , 2WHSPJ021729.2-642306
226 , 3HSPJ021900.0+244520 ,  , 34.75167 , 24.75556 , 49.9 ,  ,  , -11.6? , 1 ,  , 1.86 , 
227 , 3HSPJ021905.5-172512 , 5BZBJ0219-1725 , 34.77287 , -17.42 , 62.6 , 0.128 , 0.21 , -11.8 , 0.63 ,  , 1.92 , 2WHSPJ021905.4-172512
228 , 3HSPJ021915.5-493453 ,  , 34.81446 , -49.58139 , 11.3 , 0.42 , 0.05 , -12.3 , 0.2 ,  ,  , 2WHSPJ021915.4-493453
229 , 3HSPJ021931.2-642151 ,  , 34.88012 , -64.36417 , 6.2 , 0.3 , 0.02 , -12.9 , 0.05 ,  ,  , 2WHSPJ021931.2-642151
230 , 3HSPJ022006.4-391835 ,  , 35.02654 , -39.30972 , 3.8 ,  , 0.02 , -12.8 , 0.06 ,  ,  , 2WHSPJ022006.2-391834
231 , 3HSPJ022048.5-084250 , 5BZBJ0220-0842 , 35.20188 , -8.71389 , 66.2 , 0.525 , 0.46 , -12 , 0.4 ,  , 1.74 , 2WHSPJ022048.4-084250
232 , 3HSPJ022105.0+063939 ,  , 35.27075 , 6.66083 , 62.9 , 0.27 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ022104.9+063938
233 , 3HSPJ022211.4-213735 ,  , 35.54763 , -21.62639 , 7.9 ,  , 0.05 , -12.6 , 0.1 ,  ,  , 2WHSPJ022211.3-213735
234 , 3HSPJ022304.5+682154 ,  , 35.76883 , 68.365 , 20.1 , 0.23 ,  , -11.7 , 0.79 ,  , 1.91 , 
235 , 3HSPJ022314.2-111738 , 5BZBJ0223-1117 , 35.80933 , -11.29389 , 14.2 , 0.2 , 0.14 , -11.9 , 0.5 ,  , 1.82 , 2WHSPJ022314.2-111738
236 , 3HSPJ022539.1-190035 ,  , 36.41542 , -19.00972 , 5 , 0.4 , 0.05 , -12.9 , 0.05 ,  ,  , 2WHSPJ022539.7-190034
237 , 3HSPJ022540.8-561812 ,  , 36.41992 , -56.30333 , 13.2 , 0.32 , 0.08 , -12.2 , 0.25 ,  ,  , 2WHSPJ022540.6-561811
238 , 3HSPJ022638.9-444122 , 5BZBJ0226-4441 , 36.66196 , -44.68944 , 11.6 , 0.68 , 0.41 , -11.5 , 1.26 ,  , 1.95 , 2WHSPJ022638.8-444121
239 , 3HSPJ022657.3+082730 ,  , 36.73858 , 8.45833 , 33.7 , 0.4 , 0.19 , -12.4 , 0.16 ,  ,  , 2WHSPJ022657.1+082729
240 , 3HSPJ022716.6+020200 , 5BZBJ0227+0202 , 36.819 , 2.03333 , 37 , 0.45 , 1.83 , -11.5 , 1.26 ,  , 2.04 , 2WHSPJ022716.4+020159
241 , 3HSPJ022855.8-292716 ,  , 37.23258 , -29.45444 , 5.8 , 0.54 ,  , -12.7 , 0.08 ,  ,  , 2WHSPJ022855.7-292715
242 , 3HSPJ022941.2-412051 ,  , 37.42158 , -41.3475 , 17.4 ,  , 0.05 , -12.1 , 0.32 ,  ,  , 2WHSPJ022941.1-412050
243 , 3HSPJ022948.0-512351 ,  , 37.45087 , -51.3975 , 11.1 , 0.38 , 0.05 , -12.5 , 0.13 ,  ,  , 2WHSPJ022948.1-512351
244 , 3HSPJ023006.0+194921 ,  , 37.52483 , 19.8225 , 29 , 0.53 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ023005.8+194921
245 , 3HSPJ023109.3-575506 ,  , 37.78863 , -57.91833 , 254.4 , 0.032 ,  , -12 , 0.4 , 2FHL J0231.0-5755 , 1.68 , 2WHSPJ023109.1-575505
246 , 3HSPJ023231.1-251606 ,  , 38.12975 , -25.26833 , 4 , 0.5 , 0.05 , -12.8 , 0.06 ,  ,  , 2WHSPJ023231.0-251605
247 , 3HSPJ023237.5+313128 ,  , 38.15642 , 31.52444 , 4.3 , 0.51 , 0.53 , -12.2 , 0.25 ,  ,  , 2WHSPJ023237.5+313127
248 , 3HSPJ023241.1-112020 ,  , 38.17462 , -11.33889 , 243.7 , 0.209 , 0.21 , -12.3 , 0.2 ,  , 1.79 , 
249 , 3HSPJ023248.6+201717 , 5BZGJ0232+2017 , 38.2025 , 20.28806 , 83.5 , 0.139 , 2.83 , -11 , 3.98 ,  , 2.03 , 2WHSPJ023248.5+201717
250 , 3HSPJ023341.0+065611 ,  , 38.42079 , 6.93639 , 34.5 , 0.31 , 0.22 , -11.9 , 0.5 ,  , 2.05 , 2WHSPJ023340.9+065611
251 , 3HSPJ023410.3-062825 ,  , 38.54283 , -6.47361 , 4.2 , 0.7 ,  , -12.8 , 0.06 ,  , 1.81 , 
252 , 3HSPJ023430.1+804337 ,  , 38.62754 , 80.72694 , 3.6 , 0.5 , 0.2 , -11.9 , 0.5 ,  , 1.65 , 2WHSPJ023430.5+804336
253 , 3HSPJ023536.7-293843 , 5BZBJ0235-2938 , 38.90283 , -29.64528 , 5.5 , 0.35 , 0.09 , -12.3 , 0.2 ,  , 1.85 , 2WHSPJ023536.6-293843
254 , 3HSPJ023605.6-215543 ,  , 39.02317 , -21.92861 , 9.2 , 0.38 , 0.04 , -12.7 , 0.08 ,  ,  , 2WHSPJ023605.5-215542
255 , 3HSPJ023734.0-360328 , 5BZBJ0237-3603 , 39.39183 , -36.05778 , 21.5 , 0.411 , 0.58 , -11.5 , 1.26 , 2FHL J0237.6-3605 , 1.86 , 2WHSPJ023734.0-360328
256 , 3HSPJ023800.6-390504 ,  , 39.50262 , -39.08444 , 65.3 , 0.21 , 0.11 , -12 , 0.4 ,  , 1.94 , 2WHSPJ023800.5-390503
257 , 3HSPJ023813.7-092431 , 5BZBJ0238-0924 , 39.55692 , -9.40861 , 4.3 , 0.419 , 0.12 , -12.6 , 0.1 ,  ,  , 2WHSPJ023813.6-092430
258 , 3HSPJ023832.5-311657 , 5BZBJ0238-3116 , 39.63529 , -31.2825 , 81.6 , 0.233 , 0.88 , -11 , 3.98 , 2FHL J0238.4-3116 , 1.84 , 2WHSPJ023832.3-311656
259 , 3HSPJ023853.9+255407 ,  , 39.7245 , 25.90194 , 9.9 , 0.38 ,  , -12.3 , 0.2 ,  , 2.06 , 
260 , 3HSPJ023905.5+132721 ,  , 39.77304 , 13.45583 ,  ,  , 0.06 , -12.3 , 0.2 ,  , 2 , 
261 , 3HSPJ023927.2+132738 ,  , 39.86342 , 13.46056 , 20.2 , 0.5 ,  , >-12.7 , 0.08 ,  , 2 , 
262 , 3HSPJ024115.5-304140 ,  , 40.31454 , -30.69444 , 14.3 , 0.3 , 0.25 , -11.9 , 0.5 ,  ,  , 2WHSPJ024115.4-304139
263 , 3HSPJ024121.8+654311 ,  , 40.34063 , 65.71972 , 190.9 , 0.18 , 0.16 , -11.7 , 0.79 , 2FHL J0241.5+6544 , 2.08 , 
264 , 3HSPJ024151.4-160333 ,  , 40.46404 , -16.05917 , 22.7 , 0.37 , 0.18 , -12.1 , 0.32 ,  , 1.88 , 2WHSPJ024151.2-160333
265 , 3HSPJ024302.9+004627 , 5BZBJ0243+0046 , 40.76217 , 0.77417 , 30.4 , 0.409 , 0.08 , -12.6 , 0.1 ,  ,  , 2WHSPJ024302.8+004627
266 , 3HSPJ024440.3-581954 , 5BZBJ0244-5819 , 41.16779 , -58.33167 , 92.6 , 0.26 , 1.04 , -11.1 , 3.16 , 2FHL J0244.9-5820 , 1.7 , 2WHSPJ024440.1-581954
267 , 3HSPJ024507.9+184308 ,  , 41.28271 , 18.71889 , 3.4 , 0.43 ,  , >-12.1 , 0.32 ,  ,  , 2WHSPJ024507.7+184308
268 , 3HSPJ024641.8-334342 ,  , 41.67425 , -33.72833 , 3.2 , 0.65 , 0.41 , -12.1 , 0.32 ,  , 1.83 , 
269 , 3HSPJ024743.3-481545 ,  , 41.93062 , -48.2625 , 24.5 ,  , 0.07 , -12.3 , 0.2 ,  ,  , 2WHSPJ024743.3-481545
270 , 3HSPJ024751.7-225002 ,  , 41.96525 , -22.83389 , 3.3 , 0.55 , 0.21 , -12.2 , 0.25 ,  ,  , 2WHSPJ024751.6-225002
271 , 3HSPJ024752.1+004106 ,  , 41.96717 , 0.685 , 5.4 , 0.393 ,  , -12.1? , 0.32 ,  ,  , 2WHSPJ024752.0+004106
272 , 3HSPJ024800.7+223119 ,  , 42.00312 , 22.52194 , 11.5 , 0.54 , 0.17 , -12.4 , 0.16 ,  , 2.01 , 
273 , 3HSPJ025019.0-212939 , 5BZBJ0250-2129 , 42.579 , -21.49417 , 3.8 , 0.498 , 0.7 , -12.1 , 0.32 ,  ,  , 2WHSPJ025018.8-212939
274 , 3HSPJ025024.6+454200 ,  , 42.60233 , 45.7 , 4.2 , 0.21 , 0.33 , -12.3 , 0.2 ,  ,  , 2WHSPJ025024.4+454200
275 , 3HSPJ025038.0+171208 , 5BZUJ0250+1712 , 42.65813 , 17.20222 , 63.7 , 1.1 , 2.31 , -11.5 , 1.26 ,  , 1.98 , 2WHSPJ025037.9+171207
276 , 3HSPJ025047.6+562935 ,  , 42.69821 , 56.49306 , 35.8 , 0.27 , 0.42 , -11.8 , 0.63 ,  , 1.99 , 
277 , 3HSPJ025056.8-324313 ,  , 42.73683 , -32.72028 , 11.2 ,  , 0.11 , -11.8 , 0.63 ,  ,  , 2WHSPJ025056.8-324313
278 , 3HSPJ025057.0-122613 ,  , 42.73837 , -12.43694 , 13.8 ,  ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ025057.1-122612
279 , 3HSPJ025111.5-183112 ,  , 42.798 , -18.52 , 13.7 , 0.5 ,  , -12.6 , 0.1 , 3FHL J0251.2-1830 , 1.62 , 
280 , 3HSPJ025211.1+320432 ,  , 43.04792 , 32.07556 , 6.6 , 0.2 , 0.68 , -11.8 , 0.63 ,  ,  , 2WHSPJ025211.5+320432
281 , 3HSPJ025347.2-103135 ,  , 43.4465 , -10.52639 , 12.8 , 0.38 , 0.13 , -12.4 , 0.16 ,  ,  , 2WHSPJ025347.0-103135
282 , 3HSPJ025426.4+160202 ,  , 43.60988 , 16.03389 , 5.4 , 0.31 , 0.1 , -12.4 , 0.16 ,  ,  , 2WHSPJ025426.2+160202
283 , 3HSPJ025434.3-454326 ,  , 43.64304 , -45.72389 , 16.8 ,  , 0.05 , -12.5 , 0.13 ,  ,  , 2WHSPJ025434.3-454326
284 , 3HSPJ025448.2-125801 ,  , 43.70071 , -12.96694 , 7.7 ,  ,  , -11.9 , 0.5 ,  ,  , 2WHSPJ025448.1-125800
285 , 3HSPJ025707.9+335730 ,  , 44.28279 , 33.95833 , 33 , 0.29 , 0.81 , -12 , 0.4 ,  , 2.1 , 2WHSPJ025707.7+335729
286 , 3HSPJ025756.0-271212 ,  , 44.48375 , -27.20333 , 7.9 , 0.68 , 0.06 , -12.9 , 0.05 ,  ,  , 2WHSPJ025756.1-271211
287 , 3HSPJ025857.5+055243 ,  , 44.73979 , 5.87861 , 6.7 ,  ,  , -12 , 0.4 , 3FHL J0258.9+0554 , 2.12 , 
288 , 3HSPJ025933.4-170538 ,  , 44.88921 , -17.09389 , 17.6 , 0.44 ,  , >-12.6 , 0.1 ,  , 1.89 , 
289 , 3HSPJ030036.9-361743 ,  , 45.15388 , -36.29528 , 12.2 , 0.36 , 0.15 , -12.4 , 0.16 ,  ,  , 2WHSPJ030036.9-361743
290 , 3HSPJ030103.7+344101 , 5BZBJ0301+3441 , 45.26558 , 34.68361 , 11.5 , 0.246 , 0.4 , -12.2 , 0.25 ,  , 2.3 , 2WHSPJ030103.7+344100
291 , 3HSPJ030208.9+004626 ,  , 45.53721 , 0.77389 , 2.6 , 0.63 , 0.2 , -12.3 , 0.2 ,  ,  , 2WHSPJ030208.8+004626
292 , 3HSPJ030246.3-192425 ,  , 45.69304 , -19.40694 , 3 ,  , 0.18 , -11.6 , 1 ,  ,  , 2WHSPJ030246.3-192424
293 , 3HSPJ030313.8-705027 ,  , 45.80746 , -70.84083 , 37 , 0.33 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ030313.6-705026
294 , 3HSPJ030326.4-240711 , 5BZBJ0303-2407 , 45.86 , -24.11972 , 701.1 , 0.266 , 1.42 , -10.7 , 7.94 , 2FHL J0303.3-2407 , 1.92 , 2WHSPJ030326.3-240710
295 , 3HSPJ030330.2+055430 , 5BZGJ0303+0554 , 45.87575 , 5.90833 , 29.7 , 0.196 , 0.55 , -11.7 , 0.79 ,  , 1.46 , 2WHSPJ030330.1+055429
296 , 3HSPJ030416.3-283218 , 5BZBJ0304-2832 , 46.06804 , -28.53833 , 8.3 , 0.4 , 0.96 , -11.6 , 1 ,  , 1.61 , 2WHSPJ030416.3-283217
297 , 3HSPJ030433.9-005404 , 5BZBJ0304-0054 , 46.14142 , -0.90111 , 29.4 , 0.511 , 0.23 , -12.1 , 0.32 , 2FHL J0304.5-0054 , 1.7 , 2WHSPJ030433.9-005403
298 , 3HSPJ030515.1-160816 ,  , 46.31283 , -16.13778 , 917.7 , 0.31 , 0.35 , -12 , 0.4 ,  , 1.69 , 
299 , 3HSPJ030544.2+403510 ,  , 46.43396 , 40.58611 , 10.6 , 0.24 ,  , -12 , 0.4 ,  , 1.84 , 2WHSPJ030544.1+403509
300 , 3HSPJ030718.6-205158 ,  , 46.82767 , -20.86611 , 7.5 , 0.25 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ030718.6-205157
301 , 3HSPJ030816.8-285105 ,  , 47.07017 , -28.85139 , 120 , 0.29 , 0.16 , -12.2 , 0.25 ,  , 2.54 , 
302 , 3HSPJ030926.0-395927 ,  , 47.35854 , -39.99083 , 17.5 , 0.24 , 0.18 , -12.3 , 0.2 ,  , 1.88 , 2WHSPJ030925.9-395926
303 , 3HSPJ031034.7-501631 ,  , 47.64458 , -50.27528 , 12.6 , 0.26 , 0.03 , -11.7 , 0.79 , 2FHL J0310.4-5019 , 1.75 , 2WHSPJ031034.6-501631
304 , 3HSPJ031103.3-440228 ,  , 47.76358 , -44.04111 , 19.6 , 0.35 , 0.79 , -11.7 , 0.79 ,  , 2.02 , 2WHSPJ031103.1-440227
305 , 3HSPJ031205.4+312116 ,  , 48.02237 , 31.35444 , 4.7 , 0.32 , 0.35 , -12.3 , 0.2 ,  ,  , 2WHSPJ031205.2+312115
306 , 3HSPJ031234.1-322317 ,  , 48.14229 , -32.38806 , 29.7 , 0.067 , 0.19 , -11.8 , 0.63 ,  , 2.08 , 
307 , 3HSPJ031235.7-222117 ,  , 48.14875 , -22.35472 , 31.7 , 0.28 ,  , -12.1 , 0.32 ,  , 1.62 , 2WHSPJ031235.6-222116
308 , 3HSPJ031250.3+361519 , 5BZGJ0312+3615 , 48.20954 , 36.25528 , 117.7 , 0.071 , 1.76 , -11.7 , 0.79 , 2FHL J0313.0+3614 , 2.28 , 2WHSPJ031250.2+361519
309 , 3HSPJ031311.5+244533 ,  , 48.298 , 24.75917 , 9.9 , 0.35 , 0.33 , -12.1 , 0.32 ,  ,  , 2WHSPJ031311.5+244533
