id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Power Law Index , Flux 50-100 MeV (ph/cm2/s) , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Signif. Peak , Flux Peak (ph/cm2/s) , Flux Peak Error (ph/cm2/s) , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Association , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
4497 , 4FGL J2037.0-2826 , 309.2524 , -28.4383 ,  , 5.927e-13 , PowerLaw , 2.5551834 , 1.099e-8 , 6.987e-9 , 2.130e-9 , 3.474e-10 , 2.625e-11 , 6.147e-12 , <4.583e-12 , 1.723e-12 , 1.591e-12 , 1.372e-12 , 7.912e-13 , 1.691e-13 , 1.400e-13 , 6.267e-20 ,  ,  ,  , 3FGL J2036.8-2830 ,  , N ,  ,  ,  , 0.77 , 309.1573791503906 , -28.507360458374023 , 0.0045
4498 , 4FGL J2037.9-0504 , 309.4771 , -5.0682 ,  , 4.269e-13 , PowerLaw , 1.90351 , 1.373e-8 , 1.538e-9 , <2.415e-10 , 9.462e-11 , 4.186e-11 , 2.341e-11 , <5.241e-12 , 2.208e-12 , 3.730e-13 , 5.341e-16 , 2.295e-13 , 2.907e-13 , 5.678e-13 , 3.247e-17 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J2037-0508 , 0.9322036 , 309.413032242 , -5.13944724722 , 0.00000064
4499 , 4FGL J2038.4+4212 , 309.6248 , 42.2085 ,  , 5.072e-12 , LogParabola , 2.646717 , <1.585e-7 , 6.043e-8 , 2.103e-8 , 2.956e-9 , 3.099e-10 , 5.928e-12 , 3.739e-12 , 4.436e-14 , 1.546e-11 , 1.402e-11 , 6.394e-12 , 1.734e-12 , 1.131e-13 , 1.039e-13 ,  ,  ,  , 3FGL J2038.4+4212 ,  , N ,  ,  ,  , 0 ,  ,  , 
4500 , 4FGL J2038.7+5117 , 309.6938 , 51.2851 ,  , 2.262e-12 , LogParabola , 2.6156018 , 6.413e-8 , 1.295e-8 , 4.989e-9 , 1.149e-9 , 1.449e-10 , 4.985e-12 , <4.314e-12 , 1.084e-11 , 3.361e-12 , 3.446e-12 , 2.589e-12 , 8.549e-13 , 9.974e-14 , 9.052e-17 , 9.143736 , 0.000000029679658 , 0.000000003798195 , 3FGL J2038.8+5113 ,  , N ,  , fsrq , 3C 418 , 0.99840766 , 309.654311358 , 51.3201840389 , 0.000000068
4501 , 4FGL J2039.0-1046 , 309.7581 , -10.7731 ,  , 1.066e-12 , LogParabola , 2.0877066 , 1.875e-8 , 1.047e-8 , 5.382e-9 , 1.555e-9 , 4.697e-10 , 1.213e-10 , 1.258e-11 , 3.068e-12 , 2.608e-12 , 3.761e-12 , 3.713e-12 , 3.124e-12 , 2.781e-12 , 5.060e-13 , 17.368683 , 0.000000024572874 , 0.000000002304427 , 3FGL J2039.0-1047 ,  , N ,  , bll , TXS 2036-109 , 0.99988526 , 309.752960133 , -10.77829515 , 0.00000012
4502 , 4FGL J2039.4-3616 , 309.8557 , -36.2714 ,  , 5.435e-13 , LogParabola , 2.3248901 , 6.984e-9 , 3.208e-9 , 1.195e-9 , 5.443e-10 , 7.088e-11 , <8.161e-12 , <4.896e-12 , 1.211e-12 , 8.875e-13 , 8.714e-13 , 1.256e-12 , 4.207e-13 , 5.699e-16 , 2.390e-18 ,  ,  ,  , 3FGL J2038.8-3613 ,  , N ,  ,  ,  , 0 ,  ,  , 
4503 , 4FGL J2039.5+5218 , 309.883 , 52.3126 ,  , 7.590e-13 , PowerLaw , 1.8824328 , <5.363e-8 , 1.347e-9 , <4.813e-10 , 4.434e-10 , 1.010e-10 , 4.492e-11 , 1.813e-11 , 3.606e-16 , 3.274e-13 , 1.586e-15 , 1.078e-12 , 7.033e-13 , 1.092e-12 , 1.016e-12 ,  ,  ,  , 3FGL J2039.5+5217 ,  , P , 1ES 2037+521 , bll , 1ES 2037+521 , 0.9993876 , 309.847992637 , 52.3305644083 , 0.00000027
4504 , 4FGL J2039.5-5617 , 309.8974 , -56.2836 ,  , 8.302e-13 , LogParabola , 2.1693761 , 2.125e-8 , 1.112e-8 , 4.349e-9 , 1.849e-9 , 4.541e-10 , 1.631e-11 , <4.335e-12 , 3.612e-12 , 2.960e-12 , 3.146e-12 , 4.377e-12 , 2.865e-12 , 3.468e-13 , 3.693e-17 ,  ,  ,  , 3FGL J2039.6-5618 ,  , N ,  ,  ,  , 0 ,  ,  , 
4505 , 4FGL J2040.0-5737 , 310.0132 , -57.6183 ,  , 5.728e-13 , PowerLaw , 2.3935945 , 1.538e-8 , 4.246e-9 , 1.069e-9 , 2.851e-10 , 7.353e-11 , 8.723e-12 , <4.005e-12 , 2.426e-12 , 9.820e-13 , 7.012e-13 , 6.593e-13 , 4.823e-13 , 2.017e-13 , 3.968e-17 ,  ,  ,  , 3FGL J2040.0-5734 ,  , N ,  , bcu , PKS 2036-577 , 0.994597 , 310.004590971 , -57.5860147556 , 0.00000059
4506 , 4FGL J2040.1-3137 , 310.0312 , -31.6243 ,  , 5.965e-13 , PowerLaw , 2.7088807 , 2.074e-9 , 8.348e-9 , 7.839e-10 , 1.448e-10 , 1.463e-11 , 6.141e-12 , <5.395e-12 , 3.232e-13 , 1.875e-12 , 4.965e-13 , 3.252e-13 , 9.266e-14 , 1.379e-13 , 3.306e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4507 , 4FGL J2040.1-4621 , 310.0412 , -46.3652 ,  , 4.750e-13 , PowerLaw , 1.7813468 , <1.500e-8 , 2.712e-9 , 3.104e-11 , 1.202e-10 , 6.685e-11 , 1.851e-11 , 9.143e-12 , 6.534e-14 , 6.659e-13 , 2.187e-14 , 2.952e-13 , 4.711e-13 , 4.545e-13 , 5.348e-13 ,  ,  ,  ,  ,  , N ,  , bcu , 2MASS J20400660-4620180 , 0.99618715 , 310.027587890625 , -46.33833312988281 , 0.009
4508 , 4FGL J2040.2-7115 , 310.0655 , -71.2642 ,  , 6.112e-13 , PowerLaw , 1.7504807 , <1.629e-8 , 2.237e-9 , 6.228e-10 , 2.588e-10 , 1.135e-10 , 6.396e-11 , 3.149e-11 , 1.813e-15 , 5.510e-13 , 4.404e-13 , 6.375e-13 , 8.024e-13 , 1.575e-12 , 1.866e-12 ,  ,  ,  , 3FGL J2040.2-7115 ,  , N ,  , bll , PKS 2035-714 , 0.9992503 , 310.034465654 , -71.2499885806 , 0.000008
4509 , 4FGL J2040.2-2506 , 310.0732 , -25.1103 ,  , 5.067e-13 , PowerLaw , 2.429331 , <1.895e-8 , 4.580e-9 , 9.191e-10 , 1.934e-10 , 2.982e-11 , <5.223e-12 , 3.124e-12 , 1.548e-15 , 1.056e-12 , 6.004e-13 , 4.458e-13 , 1.948e-13 , 3.956e-20 , 1.415e-13 ,  ,  ,  ,  ,  , N ,  , fsrq , PKS 2037-253 , 0.99434716 , 310.03655385 , -25.1296287528 , 0.0000001
4510 , 4FGL J2040.4+0312 , 310.1096 , 3.2082 ,  , 6.731e-13 , PowerLaw , 2.5032802 , <1.702e-8 , 3.277e-9 , 1.065e-9 , 1.443e-10 , 4.172e-11 , <5.174e-12 , <5.533e-12 , 5.587e-15 , 7.500e-13 , 6.903e-13 , 3.302e-13 , 2.703e-13 , 4.236e-17 , 1.362e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4511 , 4FGL J2040.5-1705 , 310.1364 , -17.0901 ,  , 5.956e-13 , PowerLaw , 2.465711 , 6.529e-9 , 6.465e-9 , 1.476e-9 , 1.568e-10 , 3.706e-11 , 1.763e-11 , <6.772e-12 , 1.027e-12 , 1.485e-12 , 9.606e-13 , 3.602e-13 , 2.411e-13 , 4.050e-13 , 5.178e-16 , 7.0454154 , 0.000000019126954 , 0.0000000034629661 ,  ,  , N ,  , bcu , TXS 2037-172 , 0.9921434 , 310.115556646 , -17.1175295833 , 0.0000002
4512 , 4FGL J2041.1-6138 , 310.287 , -61.6358 ,  , 4.287e-13 , PowerLaw , 2.210916 , <1.223e-8 , 2.810e-9 , 7.302e-10 , 2.048e-10 , 3.363e-11 , 9.709e-12 , 3.024e-12 , 1.063e-16 , 6.615e-13 , 4.891e-13 , 4.821e-13 , 2.253e-13 , 2.285e-13 , 1.486e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4513 , 4FGL J2041.1+4736 , 310.2956 , 47.6029 ,  , 1.918e-12 , LogParabola , 2.4083326 , 3.038e-8 , 1.903e-8 , 9.096e-9 , 2.991e-9 , 5.109e-10 , 4.279e-11 , 1.288e-12 , 5.187e-12 , 5.078e-12 , 6.503e-12 , 6.931e-12 , 3.111e-12 , 8.773e-13 , 3.628e-14 ,  ,  ,  , 3FGL J2041.1+4736 ,  , N ,  ,  ,  , 0 ,  ,  , 
4514 , 4FGL J2041.8-7319 , 310.4607 , -73.3254 ,  , 4.443e-13 , PowerLaw , 1.9835242 , 1.940e-8 , 3.106e-9 , 7.941e-10 , 1.037e-10 , 7.763e-11 , 2.062e-11 , 1.087e-11 , 3.110e-12 , 7.477e-13 , 5.462e-13 , 2.496e-13 , 5.340e-13 , 4.963e-13 , 5.843e-13 ,  ,  ,  , 3FGL J2041.9-7318 ,  , N ,  , bcu , SUMSS J204201-731911 , 0.9995434 , 310.508169937 , -73.3204502 , 0.0000074
4515 , 4FGL J2041.9-3735 , 310.4793 , -37.5869 ,  , 5.042e-13 , PowerLaw , 2.0277045 , 1.250e-8 , 6.260e-11 , 7.514e-10 , 1.789e-10 , 7.593e-11 , 7.713e-12 , 1.657e-11 , 2.000e-12 , 1.500e-14 , 5.142e-13 , 4.286e-13 , 5.196e-13 , 1.848e-13 , 8.747e-13 ,  ,  ,  , 3FGL J2041.7-3732 ,  , N ,  , bll , NVSS J204150-373341 , 0.99679255 , 310.459349225 , -37.5611063972 , 0.0000022
4516 , 4FGL J2042.1+2427 , 310.5361 , 24.458 ,  , 6.611e-13 , PowerLaw , 1.8167945 , <1.694e-8 , <2.469e-9 , 5.849e-10 , 2.342e-10 , 1.295e-10 , 3.037e-11 , 2.745e-11 , 1.081e-15 , 8.293e-15 , 4.104e-13 , 5.730e-13 , 9.088e-13 , 7.431e-13 , 1.582e-12 ,  ,  ,  , 3FGL J2042.1+2428 ,  , N ,  , bll , MG2 J204208+2426 , 0.99990535 , 310.525205058 , 24.4478725917 , 0.00000027
4517 , 4FGL J2042.1-5320 , 310.5362 , -53.3361 ,  , 3.890e-13 , PowerLaw , 2.106121 , <1.342e-8 , 2.262e-9 , 4.778e-10 , 7.651e-11 , 1.384e-11 , 1.518e-11 , 2.891e-12 , 5.123e-16 , 5.378e-13 , 3.239e-13 , 1.819e-13 , 9.381e-14 , 3.610e-13 , 1.479e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4518 , 4FGL J2042.2+0245 , 310.5609 , 2.7581 ,  , 4.646e-13 , PLSuperExpCutoff , 2.417848 , <1.148e-8 , 5.393e-9 , 2.602e-9 , 8.298e-10 , 2.580e-11 , <5.730e-12 , <5.086e-12 , 8.403e-16 , 1.476e-12 , 1.901e-12 , 1.786e-12 , 1.347e-13 , 2.956e-17 , 1.551e-21 ,  ,  ,  , 3FGL J2042.1+0247 ,  , N ,  , PSR , PSR J2042+0246 , 1 , 310.5 , 2.799999952316284 , 0.0000071076406
4519 , 4FGL J2042.6+1629 , 310.6679 , 16.4944 ,  , 5.377e-13 , PowerLaw , 1.9567573 , <2.122e-8 , <4.053e-9 , 4.861e-10 , 6.095e-11 , 7.475e-11 , 8.060e-12 , 5.706e-12 , 1.643e-15 , 8.620e-16 , 3.355e-13 , 1.471e-13 , 5.158e-13 , 1.945e-13 , 3.102e-13 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J204242+162910 ,  , 310.677201896 , 16.4884347861 , 0.00000067
4520 , 4FGL J2042.7-5415 , 310.6779 , -54.2566 ,  , 2.182e-13 , LogParabola , 2.301483 , <1.043e-8 , 5.180e-11 , 2.697e-10 , 3.038e-10 , 2.468e-11 , 1.583e-13 , <3.485e-12 , 1.865e-14 , 1.511e-14 , 2.333e-13 , 7.121e-13 , 1.326e-13 , 3.001e-15 , 1.135e-16 ,  ,  ,  , 3FGL J2042.3-5416 ,  , N ,  , bcu , PMN J2042-5410 , 0.8287973 , 310.6784973144531 , -54.155906677246094 , 0.0045
4521 , 4FGL J2042.7-0155 , 310.6928 , -1.9223 ,  , 5.353e-13 , PowerLaw , 2.3170753 , <1.438e-8 , 6.974e-9 , 4.670e-10 , 2.133e-10 , 2.553e-11 , 8.534e-12 , 2.135e-12 , 2.206e-16 , 1.625e-12 , 3.090e-13 , 4.970e-13 , 1.689e-13 , 1.988e-13 , 1.007e-13 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J2042-0148 , 0.9349418 , 310.702896642 , -1.81938736389 , 0.00000082
4522 , 4FGL J2042.7+1519 , 310.6957 , 15.3292 ,  , 5.458e-13 , PowerLaw , 2.1696217 , 1.742e-8 , 5.659e-10 , 6.072e-10 , 1.660e-10 , 3.709e-11 , 1.785e-11 , 3.250e-12 , 2.772e-12 , 1.337e-13 , 4.087e-13 , 3.923e-13 , 2.497e-13 , 4.218e-13 , 1.622e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4523 , 4FGL J2043.1+4256 , 310.7865 , 42.9459 ,  , 3.911e-12 , LogParabola , 2.8025692 , 8.445e-8 , 1.773e-8 , 8.270e-9 , 5.560e-10 , 1.511e-11 , <8.592e-12 , <5.221e-12 , 1.464e-11 , 4.667e-12 , 5.307e-12 , 1.115e-12 , 7.889e-14 , 1.478e-22 , 8.896e-17 ,  ,  ,  , 2FGL J2042.0+4252c ,  , N ,  , unk , NVSS J204232+425813 , 0 , 310.6365966796875 , 42.97036361694336 , 0.00045
4524 , 4FGL J2043.3+1711 , 310.838 , 17.1861 ,  , 9.874e-13 , PLSuperExpCutoff , 2.078143 , <1.756e-8 , 1.490e-8 , 8.142e-9 , 3.385e-9 , 9.558e-10 , 6.143e-11 , <6.144e-12 , 2.396e-16 , 3.841e-12 , 5.935e-12 , 8.188e-12 , 5.948e-12 , 1.171e-12 , 9.410e-17 ,  ,  ,  , 3FGL J2043.2+1711 ,  , N ,  , PSR , PSR J2043+1711 , 1 , 310.8370056152344 , 17.191389083862305 , 0.0000068297372
4525 , 4FGL J2043.7+2741 , 310.9331 , 27.6936 ,  , 6.399e-13 , PLSuperExpCutoff , 2.4305234 , 4.332e-9 , 6.497e-9 , 3.910e-9 , 1.218e-9 , 6.493e-11 , 2.234e-12 , <4.889e-12 , 7.264e-13 , 1.714e-12 , 2.812e-12 , 2.717e-12 , 3.390e-13 , 4.235e-14 , 2.955e-18 , 10.520824 , 0.000000017079351 , 0.0000000020476905 , 3FGL J2043.8+2741 ,  , N ,  , PSR , PSR J2043+2740 , 1 , 310.9312438964844 , 27.682220458984375 , 0.000059944065
4526 , 4FGL J2043.7+0000 , 310.9354 , 0.0094 ,  , 5.235e-13 , PowerLaw , 2.2444985 , <1.332e-8 , 1.888e-9 , 1.128e-9 , 1.529e-10 , 5.932e-11 , 1.314e-11 , <4.944e-12 , 1.508e-16 , 4.429e-13 , 7.529e-13 , 3.587e-13 , 3.958e-13 , 3.082e-13 , 6.804e-19 ,  ,  ,  , 3FGL J2043.6+0001 ,  , N ,  , bcu , 2MASS J20435020+0001280 , 0.9970041 , 310.925702192 , 0.0219254944444 , 0.00000025
4527 , 4FGL J2043.9+2051 , 310.9796 , 20.853 ,  , 5.293e-13 , PowerLaw , 2.2866342 , <1.587e-8 , 3.569e-10 , 6.308e-10 , 2.014e-10 , 3.049e-11 , <7.246e-12 , <4.725e-12 , 2.056e-16 , 8.339e-14 , 4.189e-13 , 4.707e-13 , 2.025e-13 , 5.393e-17 , 1.775e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4528 , 4FGL J2043.9-4802 , 310.9815 , -48.0398 ,  , 3.390e-13 , LogParabola , 2.1661723 , <1.298e-8 , <7.957e-10 , 5.909e-10 , 5.782e-10 , 1.303e-10 , <5.503e-12 , <4.297e-12 , 5.812e-14 , 2.241e-18 , 4.993e-13 , 1.406e-12 , 7.599e-13 , 7.861e-22 , 2.441e-17 ,  ,  ,  , 3FGL J2043.8-4801 ,  , N ,  ,  ,  , 0 ,  ,  , 
4529 , 4FGL J2044.0+1036 , 311.0024 , 10.6079 ,  , 5.493e-13 , PowerLaw , 2.1541824 , <4.336e-8 , <3.116e-9 , 5.245e-10 , 1.182e-10 , 1.077e-10 , <6.574e-12 , <5.217e-12 , 8.313e-16 , 2.262e-15 , 3.537e-13 , 2.798e-13 , 7.259e-13 , 2.613e-18 , 3.602e-17 , 6.707867 , 0.000000013684913 , 0.0000000026887748 , 3FGL J2044.0+1035 ,  , N ,  , bcu , 2MASS J20435163+1034066 , 0.9816767 , 310.965156987 , 10.5685393611 , 0.0000002
4530 , 4FGL J2045.1-2346 , 311.2814 , -23.7785 ,  , 4.625e-13 , PowerLaw , 2.0236533 , <1.774e-8 , <2.063e-9 , 5.697e-10 , 1.955e-10 , 6.461e-11 , 1.191e-11 , 5.403e-12 , 1.756e-15 , 1.178e-18 , 3.900e-13 , 4.687e-13 , 4.423e-13 , 2.855e-13 , 2.857e-13 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J204457-234643 , 0.98905265 , 311.240534667 , -23.7790034306 , 0.0000013
4531 , 4FGL J2045.2+5026e , 311.32 , 50.44 , HB 21 , 4.241e-12 , LogParabola , 2.3972979 , 2.920e-8 , 1.029e-7 , 4.723e-8 , 8.868e-9 , 1.371e-9 , 1.495e-11 , 2.324e-12 , 4.812e-12 , 2.556e-11 , 3.187e-11 , 2.005e-11 , 8.323e-12 , 3.110e-13 , 6.913e-14 ,  ,  ,  , 3FGL J2045.2+5026e ,  , N ,  , SNR , HB 21 ,  , 311.25 , 50.58000183105469 , 1
4532 , 4FGL J2045.6+2455 , 311.4122 , 24.9231 ,  , 5.570e-13 , PowerLaw , 2.1151965 , <2.031e-8 , <2.857e-9 , 6.416e-10 , 1.300e-10 , 3.977e-11 , 1.485e-11 , <4.828e-12 , 1.625e-15 , 9.458e-15 , 4.346e-13 , 3.089e-13 , 2.694e-13 , 3.528e-13 , 3.974e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4533 , 4FGL J2045.9-6835 , 311.488 , -68.5951 ,  , 3.034e-13 , LogParabola , 2.190262 , <9.309e-9 , 1.503e-9 , 4.927e-10 , 3.166e-10 , 9.077e-11 , 2.335e-12 , <3.759e-12 , 6.791e-15 , 4.382e-13 , 4.261e-13 , 7.859e-13 , 5.371e-13 , 4.425e-14 , 1.946e-16 ,  ,  ,  , 3FGL J2045.6-6838 ,  , N ,  ,  ,  , 0.14 , 311.639404296875 , -68.60783386230469 , 0.0045
4534 , 4FGL J2046.1-1626 , 311.549 , -16.4431 ,  , 5.736e-13 , PowerLaw , 2.4384413 , <1.600e-8 , 5.659e-9 , 1.203e-9 , 3.459e-10 , 7.621e-11 , <5.354e-12 , <4.529e-12 , 5.598e-16 , 1.303e-12 , 7.852e-13 , 7.965e-13 , 4.974e-13 , 1.285e-18 , 6.565e-19 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4535 , 4FGL J2046.6-1012 , 311.672 , -10.2003 ,  , 4.590e-13 , PowerLaw , 2.0761118 , <1.898e-8 , <1.447e-9 , 6.912e-10 , 1.124e-10 , 4.743e-11 , 1.564e-11 , 3.528e-12 , 7.074e-15 , 1.937e-18 , 4.703e-13 , 2.682e-13 , 3.227e-13 , 3.729e-13 , 1.827e-13 ,  ,  ,  , 3FGL J2046.7-1011 ,  , N ,  , bcu , PMN J2046-1010 , 0.9842688 , 311.726318359375 , -10.17782974243164 , 0.0045
4536 , 4FGL J2046.8-4258 , 311.7205 , -42.9694 ,  , 4.463e-13 , PowerLaw , 2.069676 , <1.173e-8 , <1.648e-9 , 5.317e-10 , 1.815e-10 , 6.532e-11 , 7.089e-12 , 3.210e-12 , 6.713e-17 , 1.960e-16 , 3.620e-13 , 4.331e-13 , 4.448e-13 , 1.692e-13 , 1.666e-13 ,  ,  ,  , 3FGL J2046.7-4259 ,  , N ,  , bcu , MRSS 285-029065 , 0.99674994 , 311.683983146 , -42.9534785083 , 0.0000084
4537 , 4FGL J2046.9-5409 , 311.7264 , -54.1664 ,  , 3.993e-13 , PowerLaw , 2.0135913 , <1.445e-8 , <2.576e-9 , 4.992e-10 , 8.639e-11 , 3.291e-11 , 1.601e-11 , <3.958e-12 , 2.084e-15 , 2.749e-16 , 3.422e-13 , 2.073e-13 , 2.256e-13 , 3.843e-13 , 1.701e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4538 , 4FGL J2047.3+1051 , 311.8404 , 10.8606 ,  , 6.231e-13 , PLSuperExpCutoff , 2.1112175 , 3.987e-8 , 4.607e-10 , 9.787e-10 , 3.675e-10 , 1.731e-10 , 1.542e-11 , 3.010e-12 , 6.612e-12 , 1.200e-13 , 7.265e-13 , 9.118e-13 , 1.135e-12 , 3.129e-13 , 8.367e-14 ,  ,  ,  , 3FGL J2047.1+1054 ,  , N ,  , PSR , PSR J2047+1053 , 1 , 311.7926940917969 , 10.885499954223633 , 0.000007000023
4539 , 4FGL J2047.5+4356 , 311.8832 , 43.9424 ,  , 4.507e-12 , LogParabola , 2.8489394 , <8.085e-8 , 2.527e-8 , 9.370e-9 , 2.786e-10 , 4.616e-11 , 3.939e-14 , <4.436e-12 , 1.788e-14 , 6.682e-12 , 5.645e-12 , 5.281e-13 , 2.410e-13 , 7.467e-16 , 6.785e-20 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4540 , 4FGL J2047.9-3122 , 311.9808 , -31.3778 ,  , 4.920e-13 , PowerLaw , 2.067515 , <1.410e-8 , 2.058e-9 , 4.695e-10 , 1.931e-10 , 5.669e-11 , 1.302e-11 , 3.672e-12 , 1.765e-16 , 4.913e-13 , 3.198e-13 , 4.609e-13 , 3.861e-13 , 3.109e-13 , 1.908e-13 ,  ,  ,  , 3FGL J2047.9-3119 ,  , N ,  , bcu , NVSS J204806-312016 , 0.9918747 , 312.025802783 , -31.3378071944 , 0.00000041
4541 , 4FGL J2048.4-2517 , 312.1049 , -25.2923 ,  , 5.646e-13 , PowerLaw , 2.5199068 , 2.912e-8 , 4.753e-9 , 4.873e-10 , 1.743e-10 , 1.244e-11 , 6.323e-12 , <5.144e-12 , 4.570e-12 , 1.086e-12 , 3.151e-13 , 3.984e-13 , 8.046e-14 , 1.445e-13 , 7.047e-18 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4542 , 4FGL J2048.6-6804 , 312.1624 , -68.0728 ,  , 4.972e-13 , PowerLaw , 2.2163851 , <1.315e-8 , <2.590e-9 , 1.271e-9 , 1.922e-10 , 9.984e-11 , 1.752e-11 , 2.438e-12 , 3.278e-14 , 3.669e-16 , 8.506e-13 , 4.522e-13 , 6.684e-13 , 4.122e-13 , 1.195e-13 ,  ,  ,  , 3FGL J2049.0-6801 ,  , N ,  , bll , PKS 2043-682 , 0.9959973 , 312.0999755859375 , -68.08110046386719 , 0.0045
4543 , 4FGL J2049.0+1647 , 312.2575 , 16.7897 ,  , 6.431e-13 , PowerLaw , 2.40207 , <2.168e-8 , 4.498e-9 , 1.492e-9 , 1.903e-10 , 2.404e-11 , 1.304e-11 , 5.624e-12 , 7.409e-17 , 1.039e-12 , 9.774e-13 , 4.397e-13 , 1.575e-13 , 3.012e-13 , 2.573e-13 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J204902+164727 , 0 , 312.2603759765625 , 16.790803909301758 , 0.0045
4544 , 4FGL J2049.7-0036 , 312.4456 , -0.616 ,  , 3.934e-13 , PowerLaw , 1.5020057 , 2.400e-9 , 1.972e-9 , <1.374e-10 , 2.195e-11 , 3.809e-11 , <7.727e-12 , 5.755e-12 , 3.922e-13 , 4.979e-13 , 1.257e-17 , 5.544e-14 , 2.776e-13 , 1.507e-15 , 3.795e-13 ,  ,  ,  ,  ,  , N ,  , bll , 1RXS J204921.6-003930 , 0.9865535 , 312.340576171875 , -0.6573899984359741 , 0.0045
4545 , 4FGL J2049.9+1002 , 312.4782 , 10.0407 ,  , 7.552e-13 , PowerLaw , 2.489336 , <3.430e-8 , 1.261e-8 , 3.638e-9 , 5.989e-10 , 1.102e-10 , 6.797e-12 , <4.446e-12 , 5.600e-15 , 2.889e-12 , 2.360e-12 , 1.373e-12 , 7.148e-13 , 1.558e-13 , 2.211e-17 , 10.411263 , 0.000000033240678 , 0.0000000038578962 , 3FGL J2049.7+1002 ,  , N ,  , bcu , PKS 2047+098 , 0.99648046 , 312.441104075 , 10.0539993667 , 0.00000014
4546 , 4FGL J2050.0+4114c , 312.5029 , 41.2403 ,  , 2.053e-12 , PowerLaw , 2.4315424 , <7.151e-8 , 1.486e-8 , 2.879e-9 , 4.982e-10 , 1.543e-10 , 1.507e-11 , 1.559e-12 , 2.315e-16 , 3.424e-12 , 1.880e-12 , 1.148e-12 , 1.007e-12 , 3.474e-13 , 7.057e-14 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4547 , 4FGL J2050.0+0408 , 312.5181 , 4.1401 ,  , 6.725e-13 , PowerLaw , 2.2174914 , 5.511e-9 , 7.455e-9 , 2.573e-9 , 5.738e-10 , 1.373e-10 , 4.478e-11 , 4.128e-12 , 8.753e-13 , 1.754e-12 , 1.722e-12 , 1.350e-12 , 9.191e-13 , 1.053e-12 , 2.022e-13 ,  ,  ,  , 3FGL J2050.2+0409 ,  , N ,  , bll , PKS 2047+039 , 0.99967027 , 312.526002504 , 4.13024710278 , 0.00000012
4548 , 4FGL J2050.4-3015 , 312.6069 , -30.2546 ,  , 4.829e-13 , PowerLaw , 2.2104945 , 7.103e-9 , <1.683e-9 , 6.932e-10 , 2.077e-10 , 2.114e-11 , <7.397e-12 , 3.164e-12 , 1.128e-12 , 5.497e-17 , 4.643e-13 , 4.890e-13 , 1.416e-13 , 1.043e-16 , 1.554e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4549 , 4FGL J2050.4-2627 , 312.6104 , -26.4659 ,  , 6.370e-13 , LogParabola , 2.2119813 , 2.250e-9 , 2.930e-9 , 1.903e-9 , 4.851e-10 , 1.408e-10 , 2.029e-11 , <6.151e-12 , 3.759e-13 , 7.560e-13 , 1.350e-12 , 1.147e-12 , 9.015e-13 , 4.420e-13 , 7.943e-17 , 9.706281 , 0.000000011372143 , 0.0000000016743589 ,  ,  , N ,  , fsrq , PMN J2050-2628 , 0.999522 , 312.60289095 , -26.47168255 , 0.00000012
