id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , Spectrum Type , PL Flux Density (cm-2 MeV-1 s-1) , PL Flux Density Error (cm-2 MeV-1 s-1) , Power Law Index , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Class , Low confidence Class
3707 , 4FGL J1749.6-3143c , 17 49 36.62 , -31 43 29.64 ,  , 7.230782 , 1.082e-9 , 2.075e-10 , LogParabola , 7.812e-14 , 1.375e-14 , 2.2519643 , <1.431e-8 , 3.596e-10 , 5.560e-10 , 2.878e-10 , 6.037e-12 , 5.697e-12 , 2.748e-14 , 2.420e-16 , 3.110e-13 , 1.441e-12 , 1.727e-12 , 1.144e-13 , 1.583e-13 ,  , 
3708 , 4FGL J1749.8-0303 , 17 49 50.92 , -03 03 06.48 ,  , 13.855351 , 1.167e-9 , 1.071e-10 , LogParabola , 1.504e-12 , 1.240e-13 , 2.543484 , 1.936e-8 , 5.751e-9 , 8.939e-10 , 1.874e-10 , <1.113e-11 , <4.732e-12 , 8.097e-16 , 4.781e-12 , 3.845e-12 , 2.003e-12 , 1.124e-12 , 1.605e-15 , 8.712e-17 ,  , 
3709 , 4FGL J1750.0-3849 , 17 50 01.96 , -38 49 05.51 ,  , 7.80822 , 7.536e-10 , 1.102e-10 , LogParabola , 4.620e-13 , 7.804e-14 , 2.4896133 , 4.326e-9 , 2.328e-9 , 5.348e-10 , 6.365e-11 , <6.208e-12 , <6.330e-12 , 6.273e-14 , 1.262e-12 , 1.748e-12 , 1.173e-12 , 3.390e-13 , 3.957e-18 , 7.074e-16 ,  , 
3710 , 4FGL J1750.3-3702 , 17 50 18.79 , -37 02 43.44 ,  , 20.846281 , 2.046e-9 , 1.310e-10 , LogParabola , 1.196e-12 , 7.326e-14 , 2.3858237 , 1.991e-9 , 6.417e-9 , 1.567e-9 , 2.510e-10 , 1.966e-11 , 4.599e-12 , 3.610e-15 , 5.250e-13 , 4.540e-12 , 3.613e-12 , 1.525e-12 , 4.031e-13 , 1.302e-13 , glc , 
3711 , 4FGL J1750.4-1721 , 17 50 24.76 , -17 21 38.16 ,  , 7.099715 , 7.686e-10 , 1.201e-10 , LogParabola , 4.562e-13 , 7.488e-14 , 2.5422132 , 1.185e-8 , 2.156e-9 , 6.217e-10 , 5.763e-11 , <7.874e-12 , <5.050e-12 , 2.106e-13 , 3.163e-12 , 1.506e-12 , 1.389e-12 , 3.318e-13 , 4.360e-16 , 1.423e-16 ,  , 
3712 , 4FGL J1750.4-3023 , 17 50 27.93 , -30 23 56.76 ,  , 5.1819835 , 1.059e-9 , 2.021e-10 , LogParabola , 2.532e-13 , 5.648e-14 , 2.445435 , 5.506e-9 , 2.047e-9 , 9.729e-10 , 1.282e-10 , 9.174e-12 , <8.477e-12 , 9.144e-14 , 1.606e-12 , 1.601e-12 , 2.284e-12 , 7.450e-13 , 1.748e-13 , 2.876e-15 , unk , 
3713 , 4FGL J1750.6-1906 , 17 50 39.45 , -19 06 36.35 ,  , 6.7470374 , 6.795e-10 , 1.034e-10 , PowerLaw , 3.834e-13 , 5.764e-14 , 2.5577035 , 1.896e-8 , 4.305e-9 , 4.416e-10 , 9.195e-11 , 1.004e-11 , <4.593e-12 , 1.236e-14 , 4.318e-12 , 2.772e-12 , 1.006e-12 , 5.921e-13 , 2.287e-13 , 3.158e-22 ,  , 
3714 , 4FGL J1750.8-4405 , 17 50 51.31 , -44 05 58.19 ,  , 4.769923 , 2.958e-10 , 6.241e-11 , PowerLaw , 8.259e-14 , 1.740e-14 , 2.282488 , <5.167e-9 , 6.147e-10 , 2.661e-10 , 7.065e-11 , 6.851e-13 , 2.036e-12 , 4.385e-20 , 1.161e-16 , 4.084e-13 , 6.219e-13 , 4.693e-13 , 1.601e-14 , 9.732e-14 ,  , 
3715 , 4FGL J1750.8-3106 , 17 50 53.54 , -31 06 34.92 ,  , 5.193605 , 8.516e-10 , 1.860e-10 , LogParabola , 8.737e-14 , 2.017e-14 , 2.379513 , <1.640e-8 , 5.061e-10 , 4.690e-10 , 1.608e-10 , 4.399e-12 , 1.723e-12 , 2.429e-15 , 3.920e-15 , 4.377e-13 , 1.174e-12 , 9.121e-13 , 8.338e-14 , 4.788e-14 , unk , 
3716 , 4FGL J1750.9-3301 , 17 50 55.15 , -33 01 12.35 ,  , 5.448537 , 5.751e-10 , 1.183e-10 , PowerLaw , 3.661e-14 , 7.095e-15 , 2.1950593 , <1.818e-8 , 9.303e-10 , 4.811e-10 , 1.004e-10 , 1.428e-11 , 4.283e-12 , 4.205e-15 , 7.099e-15 , 6.243e-13 , 1.134e-12 , 6.740e-13 , 3.366e-13 , 2.116e-13 ,  , 
3717 , 4FGL J1751.5+0938 , 17 51 30.62 , +09 38 44.15 ,  , 64.01271 , 4.770e-9 , 1.387e-10 , LogParabola , 9.364e-12 , 2.300e-13 , 2.2557795 , 4.127e-8 , 1.595e-8 , 3.655e-9 , 8.709e-10 , 1.463e-10 , 1.802e-11 , 9.871e-12 , 1.006e-11 , 1.085e-11 , 8.533e-12 , 5.634e-12 , 3.278e-12 , 6.731e-13 , bll , 
3718 , 4FGL J1751.6+2921 , 17 51 36.93 , +29 21 29.52 ,  , 10.715074 , 3.481e-10 , 4.335e-11 , PowerLaw , 1.011e-12 , 1.061e-13 , 2.6343205 , 7.429e-9 , 2.366e-9 , 3.150e-10 , 4.569e-11 , 5.358e-12 , <5.044e-12 , 7.213e-13 , 1.680e-12 , 1.511e-12 , 7.122e-13 , 2.917e-13 , 1.211e-13 , 1.028e-15 , bcu , 
3719 , 4FGL J1751.6-1750 , 17 51 37.53 , -17 50 16.8 ,  , 7.169142 , 6.329e-10 , 1.011e-10 , PowerLaw , 9.627e-14 , 1.523e-14 , 2.3137496 , <1.760e-8 , 2.587e-9 , 4.099e-10 , 9.433e-11 , 2.806e-11 , 4.997e-12 , 5.143e-14 , 4.796e-16 , 1.713e-12 , 9.554e-13 , 6.244e-13 , 6.539e-13 , 2.361e-13 ,  , agn
3720 , 4FGL J1752.0+3606 , 17 52 04.07 , +36 06 59.4 ,  , 4.5363994 , 1.107e-10 , 2.998e-11 , PowerLaw , 9.329e-15 , 2.499e-15 , 1.9534965 , <1.341e-9 , <1.684e-10 , 9.304e-11 , 4.800e-11 , <5.208e-12 , 3.024e-12 , 1.391e-14 , 1.172e-17 , 8.535e-18 , 2.246e-13 , 3.314e-13 , 1.762e-22 , 1.646e-13 ,  , 
3721 , 4FGL J1752.3-2914 , 17 52 18.52 , -29 14 57.11 ,  , 4.7619615 , 9.050e-10 , 1.768e-10 , PowerLaw , 1.876e-13 , 3.648e-14 , 2.644881 , 8.763e-8 , 8.941e-9 , 1.123e-9 , 1.060e-10 , 4.054e-12 , 5.865e-12 , 6.513e-13 , 1.979e-11 , 5.703e-12 , 2.536e-12 , 6.763e-13 , 9.157e-14 , 2.471e-13 ,  , 
3722 , 4FGL J1752.3-3139 , 17 52 20.25 , -31 39 07.56 ,  , 4.251446 , 5.377e-10 , 1.209e-10 , PowerLaw , 8.616e-14 , 1.930e-14 , 2.3127367 , <2.240e-8 , 2.329e-9 , 4.068e-10 , 1.002e-10 , 1.216e-11 , 4.427e-12 , 2.045e-15 , 1.815e-16 , 1.542e-12 , 9.482e-13 , 6.634e-13 , 2.834e-13 , 2.093e-13 ,  , bin
3723 , 4FGL J1752.6-1010 , 17 52 38.3 , -10 10 34.67 ,  , 5.4162183 , 4.919e-10 , 9.100e-11 , PowerLaw , 2.128e-13 , 3.900e-14 , 2.3962991 , <8.438e-9 , 2.106e-9 , 4.840e-10 , 5.611e-11 , 1.376e-11 , 4.825e-12 , 6.734e-16 , 1.689e-14 , 1.381e-12 , 1.119e-12 , 3.679e-13 , 3.182e-13 , 2.212e-13 , bcu , 
3724 , 4FGL J1752.7-3040 , 17 52 45.16 , -30 40 31.79 ,  , 7.2921968 , 1.250e-9 , 1.754e-10 , LogParabola , 3.875e-13 , 6.552e-14 , 2.4810038 , 6.242e-9 , 1.696e-9 , 1.097e-9 , 7.849e-11 , 1.723e-11 , 1.278e-13 , 4.562e-14 , 1.820e-12 , 1.386e-12 , 2.517e-12 , 4.254e-13 , 3.265e-13 , 3.551e-15 ,  , 
3725 , 4FGL J1752.8-4449 , 17 52 52.31 , -44 49 30.35 ,  , 9.284163 , 7.693e-10 , 1.068e-10 , LogParabola , 1.326e-13 , 1.890e-14 , 2.2877676 , <3.896e-9 , 1.132e-9 , 6.165e-10 , 1.322e-10 , 1.186e-11 , <5.070e-12 , 4.658e-17 , 2.844e-16 , 8.703e-13 , 1.477e-12 , 8.111e-13 , 2.397e-13 , 2.047e-17 ,  , 
3726 , 4FGL J1753.2-2848 , 17 53 12.14 , -28 48 23.39 ,  , 5.1640058 , 1.077e-9 , 2.046e-10 , LogParabola , 1.906e-13 , 4.615e-14 , 2.5180585 , <2.230e-8 , 9.349e-10 , 8.292e-10 , 1.605e-10 , <8.364e-12 , <6.832e-12 , 1.433e-13 , 1.000e-13 , 7.963e-13 , 1.967e-12 , 8.905e-13 , 3.500e-17 , 2.690e-16 , unk , 
3727 , 4FGL J1753.3-3325 , 17 53 23.92 , -33 25 00.83 ,  , 11.122059 , 1.378e-9 , 1.435e-10 , LogParabola , 6.374e-13 , 6.993e-14 , 2.4589362 , <5.692e-9 , 3.277e-9 , 1.071e-9 , 1.658e-10 , <7.623e-12 , 3.467e-12 , 2.269e-14 , 4.193e-17 , 2.422e-12 , 2.449e-12 , 9.568e-13 , 1.140e-20 , 9.637e-14 , bcu , 
3728 , 4FGL J1753.6-5014 , 17 53 37.99 , -50 14 26.88 ,  , 14.562041 , 7.096e-10 , 7.279e-11 , LogParabola , 2.259e-12 , 1.846e-13 , 2.569785 , 1.288e-8 , 3.735e-9 , 5.895e-10 , 8.113e-11 , 8.710e-13 , <5.558e-12 , 7.336e-14 , 3.221e-12 , 2.491e-12 , 1.302e-12 , 4.729e-13 , 1.736e-14 , 1.538e-17 , bcu , 
3729 , 4FGL J1753.7+2847 , 17 53 43.99 , +28 47 48.12 ,  , 4.9340568 , 1.680e-10 , 3.728e-11 , PowerLaw , 6.352e-14 , 1.396e-14 , 2.3827944 , 3.498e-9 , 5.693e-10 , 9.662e-11 , 4.651e-11 , 1.023e-11 , <4.434e-12 , 2.323e-15 , 8.099e-13 , 3.739e-13 , 2.237e-13 , 3.055e-13 , 2.368e-13 , 7.923e-17 , fsrq , 
3730 , 4FGL J1753.8-2538 , 17 53 50.42 , -25 38 24.72 ,  , 32.95342 , 9.510e-9 , 3.916e-10 , LogParabola , 2.162e-12 , 8.674e-14 , 2.3599777 , 3.826e-8 , 2.310e-8 , 7.668e-9 , 1.823e-9 , 2.307e-10 , 1.409e-11 , 8.858e-13 , 9.964e-12 , 1.647e-11 , 1.811e-11 , 1.160e-11 , 4.976e-12 , 4.446e-13 ,  , 
3731 , 4FGL J1753.9+2443 , 17 53 58.94 , +24 43 46.92 ,  , 10.722482 , 3.858e-10 , 4.785e-11 , PowerLaw , 1.012e-13 , 1.247e-14 , 2.1372454 , 4.024e-9 , 8.616e-10 , 3.078e-10 , 8.690e-11 , 2.745e-11 , <4.618e-12 , 3.909e-15 , 9.541e-13 , 5.821e-13 , 7.297e-13 , 5.871e-13 , 6.508e-13 , 1.918e-17 ,  , 
3732 , 4FGL J1754.1-4333 , 17 54 10.8 , -43 33 52.2 ,  , 6.4511337 , 2.248e-10 , 6.089e-11 , PowerLaw , 3.615e-15 , 7.827e-16 , 1.8713557 , 5.220e-9 , 4.680e-10 , 4.277e-11 , 3.099e-11 , 4.926e-11 , 2.632e-12 , 6.722e-17 , 1.270e-12 , 3.262e-13 , 1.041e-13 , 2.160e-13 , 1.199e-12 , 1.482e-13 ,  , 
3733 , 4FGL J1754.2+3212 , 17 54 12.76 , +32 12 02.51 ,  , 56.071407 , 2.744e-9 , 9.942e-11 , LogParabola , 1.128e-12 , 3.826e-14 , 1.9079572 , 9.182e-9 , 3.513e-9 , 1.858e-9 , 7.284e-10 , 1.703e-10 , 4.996e-11 , 1.186e-12 , 2.387e-12 , 2.564e-12 , 4.572e-12 , 4.979e-12 , 3.971e-12 , 2.057e-12 , bll , 
3734 , 4FGL J1754.3-4443 , 17 54 18.11 , -44 43 41.15 ,  , 6.9994555 , 6.870e-10 , 1.064e-10 , LogParabola , 1.993e-13 , 3.438e-14 , 2.3712585 , 5.441e-9 , 1.789e-9 , 4.912e-10 , 9.782e-11 , <6.758e-12 , 2.094e-12 , 1.950e-16 , 1.521e-12 , 1.309e-12 , 1.127e-12 , 5.727e-13 , 1.643e-16 , 5.821e-14 ,  , 
3735 , 4FGL J1754.3-3236 , 17 54 22.22 , -32 36 06.12 ,  , 6.732684 , 9.154e-10 , 1.415e-10 , LogParabola , 5.142e-13 , 9.540e-14 , 2.5689666 , <5.957e-9 , 2.578e-9 , 7.532e-10 , 2.649e-11 , 3.310e-12 , <5.294e-12 , 5.513e-14 , 1.397e-16 , 1.936e-12 , 1.637e-12 , 1.391e-13 , 6.274e-14 , 2.670e-16 ,  , agn
3736 , 4FGL J1754.5-6425 , 17 54 33.36 , -64 25 04.8 ,  , 11.422762 , 4.102e-10 , 4.602e-11 , PowerLaw , 2.635e-13 , 2.823e-14 , 2.3833039 , 6.933e-9 , 1.842e-9 , 3.250e-10 , 6.678e-11 , 1.300e-11 , 2.494e-12 , 1.533e-12 , 1.605e-12 , 1.210e-12 , 7.525e-13 , 4.385e-13 , 3.009e-13 , 1.149e-13 , bll , 
3737 , 4FGL J1754.6-2933 , 17 54 39.14 , -29 33 06.48 ,  , 14.47097 , 2.431e-9 , 1.998e-10 , LogParabola , 8.576e-13 , 1.065e-13 , 2.5175378 , <1.555e-8 , 3.169e-9 , 1.964e-9 , 2.369e-10 , 1.330e-11 , <6.101e-12 , 4.364e-18 , 1.706e-14 , 2.478e-12 , 4.533e-12 , 1.335e-12 , 2.522e-13 , 1.309e-19 ,  , 
3738 , 4FGL J1754.7+3444 , 17 54 42.95 , +34 44 30.12 ,  , 6.725983 , 1.940e-10 , 3.503e-11 , PowerLaw , 5.099e-13 , 7.867e-14 , 2.5680485 , 2.773e-9 , 1.345e-9 , 1.963e-10 , 2.084e-11 , <5.365e-12 , <4.089e-12 , 7.322e-14 , 6.308e-13 , 8.652e-13 , 4.467e-13 , 1.340e-13 , 4.663e-22 , 1.084e-16 , bcu , 
3739 , 4FGL J1754.8-3200 , 17 54 48.79 , -32 00 02.52 ,  , 6.60014 , 7.199e-10 , 1.413e-10 , LogParabola , 6.308e-14 , 1.173e-14 , 2.3512228 , <7.794e-9 , 1.709e-10 , 4.903e-10 , 1.757e-10 , 4.873e-13 , <5.052e-12 , 1.417e-14 , 3.818e-15 , 1.478e-13 , 1.280e-12 , 1.030e-12 , 9.236e-15 , 5.507e-17 ,  , 
3740 , 4FGL J1755.9-4009 , 17 55 54.28 , -40 09 04.67 ,  , 4.6499977 , 3.083e-10 , 6.723e-11 , PowerLaw , 4.954e-13 , 9.812e-14 , 2.6020331 , 4.426e-10 , 1.538e-9 , 2.127e-10 , 7.193e-11 , <7.529e-12 , <5.268e-12 , 3.526e-14 , 1.004e-13 , 9.856e-13 , 4.824e-13 , 4.609e-13 , 5.059e-16 , 2.475e-20 ,  , 
3741 , 4FGL J1756.3+5522 , 17 56 19.22 , +55 22 46.2 ,  , 18.054003 , 4.222e-10 , 4.134e-11 , PowerLaw , 3.504e-14 , 3.405e-15 , 1.8406285 , 1.965e-9 , 8.822e-10 , 1.963e-10 , 1.289e-10 , 4.647e-11 , 1.616e-11 , 1.724e-12 , 4.798e-13 , 6.172e-13 , 4.793e-13 , 9.016e-13 , 1.134e-12 , 9.218e-13 , bll , 
3742 , 4FGL J1756.3+0236 , 17 56 21.19 , +02 36 51.83 ,  , 4.615409 , 2.074e-10 , 6.006e-11 , PowerLaw , 3.726e-12 , 7.070e-13 , 2.8855917 , 1.168e-8 , 1.750e-9 , 1.404e-10 , 2.171e-11 , <7.456e-12 , 1.685e-12 , 3.989e-12 , 2.580e-12 , 1.088e-12 , 3.103e-13 , 1.349e-13 , 1.287e-15 , 6.600e-14 ,  , 
3743 , 4FGL J1756.6-2352 , 17 56 39.64 , -23 52 18.12 ,  , 5.8486457 , 1.357e-9 , 2.503e-10 , PowerLaw , 9.426e-14 , 1.640e-14 , 2.3822513 , 2.348e-8 , 2.678e-9 , 1.470e-9 , 2.064e-10 , 4.213e-11 , 1.455e-11 , 8.761e-13 , 5.436e-12 , 1.759e-12 , 3.402e-12 , 1.355e-12 , 9.755e-13 , 6.704e-13 , PSR , 
3744 , 4FGL J1756.6+1553 , 17 56 39.88 , +15 53 48.84 ,  , 5.7227483 , 1.421e-10 , 3.812e-11 , LogParabola , 7.154e-15 , 1.814e-15 , 1.9345285 , 1.948e-9 , <1.512e-10 , 7.202e-11 , 6.912e-11 , 1.144e-11 , <6.263e-12 , 8.693e-17 , 5.682e-13 , 2.840e-18 , 2.100e-13 , 4.716e-13 , 2.258e-13 , 5.107e-16 , fsrq , 
3745 , 4FGL J1756.9+1531 , 17 56 57.55 , +15 31 17.39 ,  , 4.555499 , 1.745e-10 , 4.299e-11 , PowerLaw , 2.130e-14 , 5.209e-15 , 2.1097882 , <3.720e-9 , 7.249e-10 , 4.922e-11 , 7.362e-11 , <5.877e-12 , 2.556e-12 , 3.051e-14 , 1.793e-16 , 4.913e-13 , 1.170e-13 , 4.990e-13 , 1.353e-19 , 1.306e-13 , bcu , 
3746 , 4FGL J1757.0+7032 , 17 57 03.81 , +70 32 46.68 ,  , 7.1187778 , 1.432e-10 , 3.743e-11 , PowerLaw , 2.919e-15 , 6.485e-16 , 1.7904531 , <3.509e-9 , <3.561e-10 , 8.060e-11 , 4.565e-11 , 2.384e-11 , 6.410e-12 , 4.188e-12 , 3.734e-15 , 3.603e-18 , 1.977e-13 , 3.213e-13 , 5.848e-13 , 3.735e-13 , bll , 
3747 , 4FGL J1757.1-3554 , 17 57 08.11 , -35 54 01.08 ,  , 7.121655 , 6.606e-10 , 1.025e-10 , LogParabola , 3.285e-13 , 5.381e-14 , 2.4220157 , 4.963e-9 , 1.498e-9 , 4.028e-10 , 8.883e-11 , 5.425e-13 , <6.426e-12 , 7.486e-16 , 1.447e-12 , 1.141e-12 , 9.370e-13 , 5.175e-13 , 1.043e-14 , 1.015e-15 ,  , 
3748 , 4FGL J1757.1-2848c , 17 57 11.32 , -28 48 07.55 ,  , 4.057081 , 5.415e-10 , 1.201e-10 , PowerLaw , 1.325e-13 , 2.940e-14 , 2.4879875 , <3.256e-8 , 3.060e-9 , 6.278e-10 , 9.820e-11 , 6.082e-12 , <6.332e-12 , 1.781e-16 , 9.492e-14 , 1.986e-12 , 1.439e-12 , 6.373e-13 , 1.394e-13 , 7.931e-18 ,  , 
3749 , 4FGL J1757.4-3125 , 17 57 24.93 , -31 25 07.32 ,  , 10.377642 , 1.261e-9 , 1.414e-10 , LogParabola , 6.718e-13 , 7.662e-14 , 2.4853318 , 8.884e-9 , 4.215e-9 , 8.757e-10 , 1.798e-10 , 2.116e-12 , <5.143e-12 , 1.002e-16 , 2.324e-12 , 2.958e-12 , 2.008e-12 , 1.087e-12 , 4.330e-14 , 7.000e-17 ,  , 
3750 , 4FGL J1757.6-2731 , 17 57 36.28 , -27 31 41.51 ,  , 5.273975 , 9.732e-10 , 1.808e-10 , LogParabola , 2.713e-13 , 5.789e-14 , 2.5066133 , 8.533e-9 , 1.695e-9 , 5.493e-10 , 1.758e-10 , 1.103e-11 , <4.904e-12 , 7.805e-14 , 2.484e-12 , 1.292e-12 , 1.291e-12 , 1.044e-12 , 2.162e-13 , 5.743e-18 ,  , 
3751 , 4FGL J1757.7-2337 , 17 57 45.16 , -23 37 27.84 ,  , 6.8459377 , 1.663e-9 , 2.931e-10 , PowerLaw , 6.521e-14 , 1.034e-14 , 2.3073604 , <8.928e-8 , 4.936e-9 , 1.399e-9 , 4.173e-10 , 2.344e-11 , 1.579e-11 , 8.785e-13 , 2.307e-12 , 3.270e-12 , 3.262e-12 , 2.764e-12 , 5.467e-13 , 7.480e-13 , spp , 
3752 , 4FGL J1757.7-6032 , 17 57 47.73 , -60 32 14.63 ,  , 17.369394 , 7.029e-10 , 6.535e-11 , LogParabola , 1.271e-13 , 1.099e-14 , 2.0540607 , 2.018e-9 , 6.079e-10 , 4.056e-10 , 2.459e-10 , 1.754e-11 , <3.651e-12 , 4.968e-16 , 5.886e-13 , 5.109e-13 , 1.040e-12 , 1.608e-12 , 3.679e-13 , 5.604e-17 ,  , 
3753 , 4FGL J1758.0-2953 , 17 58 02.52 , -29 53 21.47 ,  , 6.060235 , 7.293e-10 , 1.505e-10 , LogParabola , 6.174e-14 , 1.374e-14 , 2.3295612 , <8.434e-9 , 3.246e-10 , 4.959e-10 , 1.390e-10 , <9.627e-12 , <5.193e-12 , 7.997e-14 , 1.510e-15 , 2.807e-13 , 1.266e-12 , 7.993e-13 , 2.977e-16 , 1.640e-21 ,  , 
3754 , 4FGL J1758.3+1429 , 17 58 19.29 , +14 29 45.6 ,  , 5.4244423 , 2.249e-10 , 4.524e-11 , PowerLaw , 1.568e-13 , 3.023e-14 , 2.4091682 , <3.495e-9 , 8.663e-10 , 1.771e-10 , 5.861e-11 , 6.499e-12 , <4.840e-12 , 5.052e-15 , 2.690e-16 , 5.672e-13 , 4.090e-13 , 3.837e-13 , 1.501e-13 , 2.372e-18 , bcu , 
3755 , 4FGL J1758.3-1920 , 17 58 23.08 , -19 20 36.23 ,  , 8.027903 , 1.163e-9 , 1.515e-10 , LogParabola , 6.551e-13 , 9.295e-14 , 2.5509038 , 1.503e-8 , 4.872e-9 , 7.908e-10 , 1.009e-10 , 1.083e-11 , <7.113e-12 , 1.241e-13 , 3.863e-12 , 3.329e-12 , 1.768e-12 , 5.916e-13 , 2.159e-13 , 5.037e-16 ,  , 
3756 , 4FGL J1758.3-3028 , 17 58 23.54 , -30 28 06.23 ,  , 11.174081 , 1.163e-9 , 1.212e-10 , PowerLaw , 2.130e-13 , 2.212e-14 , 2.340714 , <2.329e-8 , 3.108e-9 , 9.766e-10 , 2.221e-10 , 2.146e-11 , 1.056e-11 , 5.017e-17 , 4.428e-14 , 2.051e-12 , 2.270e-12 , 1.465e-12 , 4.987e-13 , 4.942e-13 , bcu , 
3757 , 4FGL J1758.6-2404 , 17 58 40.36 , -24 04 58.07 ,  , 10.968365 , 3.355e-9 , 3.762e-10 , PowerLaw , 2.146e-13 , 2.234e-14 , 2.3757007 , 1.918e-8 , 3.132e-8 , 2.851e-9 , 6.074e-10 , 1.549e-10 , 8.326e-12 , 1.791e-12 , 4.444e-12 , 2.059e-11 , 6.606e-12 , 3.992e-12 , 3.588e-12 , 3.846e-13 , unk , 
3758 , 4FGL J1758.7-1621 , 17 58 44.39 , -16 21 20.15 ,  , 10.01872 , 1.109e-9 , 1.349e-10 , LogParabola , 1.097e-12 , 1.298e-13 , 2.5680432 , 8.857e-9 , 4.089e-9 , 8.161e-10 , 1.076e-10 , <8.082e-12 , <4.682e-12 , 7.823e-15 , 2.338e-12 , 2.840e-12 , 1.825e-12 , 6.238e-13 , 3.748e-17 , 1.423e-17 , bcu , 
3759 , 4FGL J1758.7-4109 , 17 58 47.2 , -41 09 10.07 ,  , 16.837358 , 1.104e-9 , 9.010e-11 , LogParabola , 6.419e-13 , 5.008e-14 , 2.3217404 , 3.800e-9 , 3.068e-9 , 7.445e-10 , 2.254e-10 , 2.087e-11 , <5.316e-12 , 3.062e-15 , 9.687e-13 , 2.146e-12 , 1.741e-12 , 1.427e-12 , 4.506e-13 , 1.191e-20 ,  , 
3760 , 4FGL J1758.8-2326 , 17 58 50.42 , -23 26 23.28 ,  , 8.888273 , 2.905e-9 , 4.054e-10 , LogParabola , 1.906e-13 , 2.602e-14 , 2.3796241 , 6.547e-8 , 7.190e-9 , 2.348e-9 , 4.480e-10 , 6.548e-11 , <1.082e-11 , 1.060e-12 , 1.699e-11 , 5.095e-12 , 5.511e-12 , 2.825e-12 , 1.401e-12 , 1.610e-15 ,  , 
3761 , 4FGL J1759.0-0107 , 17 59 03.74 , -01 07 10.55 ,  , 4.463811 , 2.580e-10 , 7.069e-11 , PowerLaw , 2.584e-12 , 5.113e-13 , 2.8542156 , 1.752e-8 , 2.248e-9 , 1.722e-10 , 3.537e-11 , <9.897e-12 , <5.469e-12 , 1.038e-11 , 3.881e-12 , 1.402e-12 , 3.816e-13 , 2.205e-13 , 8.857e-16 , 1.724e-18 ,  , 
3762 , 4FGL J1759.1-2347c , 17 59 07.41 , -23 47 50.99 ,  , 4.1683974 , 1.371e-9 , 3.930e-10 , PowerLaw , 2.085e-14 , 4.889e-15 , 2.2479072 , <1.237e-7 , <9.146e-9 , 1.773e-9 , 3.443e-10 , 6.257e-11 , 1.478e-11 , 1.114e-12 , 3.878e-14 , 7.125e-15 , 4.158e-12 , 2.297e-12 , 1.468e-12 , 7.158e-13 , unk , 
3763 , 4FGL J1759.1-4822 , 17 59 07.96 , -48 22 39.71 ,  , 15.198935 , 7.653e-10 , 6.739e-11 , PowerLaw , 4.663e-13 , 3.891e-14 , 2.2967348 , 6.834e-9 , 2.396e-9 , 7.110e-10 , 1.522e-10 , 2.471e-11 , <4.314e-12 , 3.703e-13 , 1.595e-12 , 1.589e-12 , 1.660e-12 , 1.010e-12 , 5.768e-13 , 1.613e-19 , bcu , 
3764 , 4FGL J1759.1-3849 , 17 59 10.34 , -38 49 18.11 ,  , 14.502376 , 1.113e-9 , 1.015e-10 , LogParabola , 7.526e-13 , 6.562e-14 , 2.4166112 , 6.531e-9 , 2.909e-9 , 7.783e-10 , 2.305e-10 , <6.077e-12 , <5.650e-12 , 7.325e-13 , 1.767e-12 , 2.101e-12 , 1.808e-12 , 1.399e-12 , 2.717e-18 , 2.838e-20 , bcu , 
3765 , 4FGL J1759.2-0243 , 17 59 13.1 , -02 43 43.68 ,  , 6.365799 , 5.455e-10 , 1.135e-10 , LogParabola , 7.971e-13 , 1.624e-13 , 2.6649637 , 4.029e-9 , 2.473e-9 , 4.125e-10 , 1.867e-12 , <5.965e-12 , 1.329e-17 , 3.214e-12 , 1.175e-12 , 1.778e-12 , 8.479e-13 , 9.746e-15 , 5.684e-16 , 3.695e-19 ,  , 
3766 , 4FGL J1759.7-2141 , 17 59 43.99 , -21 41 49.91 ,  , 13.167136 , 2.534e-9 , 2.336e-10 , LogParabola , 6.565e-13 , 6.080e-14 , 2.4230487 , 4.374e-8 , 5.957e-9 , 2.030e-9 , 4.512e-10 , 5.191e-11 , <5.793e-12 , 1.707e-14 , 1.133e-11 , 4.214e-12 , 4.758e-12 , 2.843e-12 , 1.110e-12 , 8.544e-17 , unk , 
