id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , Spectrum Type , PL Flux Density (cm-2 MeV-1 s-1) , PL Flux Density Error (cm-2 MeV-1 s-1) , Power Law Index , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Class , Low confidence Class
2673 , 4FGL J1358.0-7749 , 13 58 02.11 , -77 49 23.88 ,  , 5.2373343 , 2.236e-10 , 4.376e-11 , PowerLaw , 1.004e-13 , 1.937e-14 , 2.3751643 , 3.347e-9 , 1.100e-9 , 1.847e-10 , 3.974e-11 , 4.234e-12 , <3.882e-12 , 3.486e-12 , 7.754e-13 , 7.229e-13 , 4.279e-13 , 2.612e-13 , 9.810e-14 , 5.732e-17 ,  , 
2674 , 4FGL J1358.1+7642 , 13 58 06.79 , +76 42 23.04 ,  , 19.925526 , 4.649e-10 , 3.726e-11 , PowerLaw , 6.044e-13 , 4.125e-14 , 2.3471787 , 6.011e-9 , 1.975e-9 , 3.902e-10 , 9.200e-11 , 7.423e-12 , <3.786e-12 , 8.384e-16 , 1.396e-12 , 1.302e-12 , 9.064e-13 , 6.067e-13 , 1.724e-13 , 1.809e-20 , fsrq , 
2675 , 4FGL J1358.2-6210 , 13 58 13.7 , -62 10 19.91 ,  , 12.759496 , 3.512e-9 , 3.009e-10 , LogParabola , 1.027e-12 , 9.567e-14 , 2.5273852 , 9.828e-9 , 1.374e-8 , 3.274e-9 , 4.513e-10 , 2.780e-11 , <9.354e-12 , 1.609e-12 , 2.538e-12 , 9.512e-12 , 7.437e-12 , 2.707e-12 , 5.659e-13 , 1.552e-15 , spp , 
2676 , 4FGL J1358.3-6026 , 13 58 23.54 , -60 26 39.84 ,  , 20.11463 , 3.838e-9 , 2.275e-10 , LogParabola , 1.258e-12 , 7.758e-14 , 2.486104 , 3.668e-8 , 1.293e-8 , 3.486e-9 , 4.725e-10 , 3.714e-11 , 5.810e-12 , 2.851e-12 , 9.444e-12 , 8.975e-12 , 7.979e-12 , 2.873e-12 , 7.669e-13 , 1.679e-13 ,  , 
2677 , 4FGL J1359.1+5544 , 13 59 08.28 , +55 44 52.44 ,  , 23.151411 , 6.314e-10 , 4.648e-11 , LogParabola , 1.643e-12 , 9.740e-14 , 2.3950193 , 8.819e-9 , 2.453e-9 , 5.927e-10 , 7.815e-11 , 5.362e-12 , 2.293e-12 , 3.518e-12 , 2.156e-12 , 1.647e-12 , 1.349e-12 , 4.837e-13 , 1.144e-13 , 7.303e-14 , fsrq , 
2678 , 4FGL J1359.1-1152 , 13 59 10.65 , -11 52 58.07 ,  , 4.3267045 , 6.205e-11 , 3.287e-11 , PowerLaw , 4.857e-16 , 1.780e-16 , 1.5292808 , <2.076e-9 , 2.271e-10 , 5.327e-11 , 5.015e-12 , 7.455e-12 , 1.147e-11 , 1.201e-16 , 3.366e-15 , 1.649e-13 , 1.341e-13 , 3.642e-14 , 1.877e-13 , 7.473e-13 , bcu , 
2679 , 4FGL J1359.4+0202 , 13 59 26.11 , +02 02 32.64 ,  , 7.077452 , 2.670e-10 , 4.517e-11 , PowerLaw , 2.496e-13 , 3.957e-14 , 2.4415386 , 3.520e-9 , 1.234e-9 , 2.205e-10 , 5.349e-11 , <6.821e-12 , <6.046e-12 , 2.784e-17 , 8.103e-13 , 8.053e-13 , 5.076e-13 , 3.489e-13 , 3.754e-17 , 8.981e-16 , fsrq , 
2680 , 4FGL J1359.7+4012 , 13 59 42.62 , +40 12 55.07 ,  , 11.010075 , 2.444e-10 , 3.439e-11 , PowerLaw , 1.301e-12 , 1.352e-13 , 2.5596304 , 4.257e-9 , 1.571e-9 , 2.310e-10 , 2.804e-11 , 2.853e-12 , <4.935e-12 , 8.303e-13 , 9.691e-13 , 1.011e-12 , 5.260e-13 , 1.806e-13 , 6.496e-14 , 2.555e-19 , fsrq , 
2681 , 4FGL J1359.8-3746 , 13 59 52.03 , -37 46 05.15 ,  , 18.735836 , 7.992e-10 , 6.679e-11 , PowerLaw , 1.079e-13 , 9.009e-15 , 2.0183127 , <5.106e-9 , 2.391e-9 , 4.550e-10 , 1.798e-10 , 6.731e-11 , 1.752e-11 , 2.287e-12 , 2.614e-14 , 1.638e-12 , 1.091e-12 , 1.232e-12 , 1.614e-12 , 9.288e-13 , bll , 
2682 , 4FGL J1359.9+3616 , 13 59 57.72 , +36 16 57.36 ,  , 6.852762 , 1.320e-10 , 2.878e-11 , PowerLaw , 1.823e-12 , 2.693e-13 , 2.7531 , 4.999e-9 , 1.121e-9 , 1.256e-10 , 1.866e-12 , <6.112e-12 , <4.621e-12 , 3.195e-12 , 1.118e-12 , 7.067e-13 , 2.808e-13 , 1.176e-14 , 1.910e-16 , 4.579e-16 ,  , agn
2683 , 4FGL J1400.0-2415 , 14 00 04.94 , -24 15 57.59 ,  , 15.483157 , 7.200e-10 , 6.861e-11 , LogParabola , 2.564e-13 , 2.404e-14 , 2.1204033 , 1.290e-9 , 6.850e-10 , 5.820e-10 , 1.332e-10 , 8.649e-12 , <5.887e-12 , 1.856e-14 , 3.763e-13 , 5.560e-13 , 1.423e-12 , 8.126e-13 , 1.710e-13 , 4.223e-17 ,  , 
2684 , 4FGL J1400.2-4010 , 14 00 13.0 , -40 10 50.15 ,  , 5.6118355 , 1.744e-10 , 4.174e-11 , PowerLaw , 1.339e-14 , 3.109e-15 , 2.0406637 , <2.575e-9 , 1.822e-10 , 1.632e-10 , 3.363e-11 , 1.818e-11 , 3.420e-12 , 1.846e-14 , 3.805e-16 , 1.245e-13 , 3.907e-13 , 2.298e-13 , 4.350e-13 , 1.796e-13 , bcu , 
2685 , 4FGL J1400.4-6050 , 14 00 28.17 , -60 50 53.88 ,  , 6.543851 , 1.435e-9 , 2.418e-10 , LogParabola , 2.563e-13 , 4.759e-14 , 2.4825947 , 4.980e-9 , 2.168e-9 , 1.077e-9 , 2.863e-10 , <8.409e-12 , <5.463e-12 , 5.819e-13 , 1.453e-12 , 1.796e-12 , 2.616e-12 , 1.693e-12 , 3.899e-21 , 1.374e-16 ,  , 
2686 , 4FGL J1400.6-5605 , 14 00 37.6 , -56 05 16.43 ,  , 13.279663 , 8.107e-10 , 7.474e-11 , PowerLaw , 7.170e-13 , 6.234e-14 , 2.50829 , 1.684e-8 , 4.053e-9 , 5.981e-10 , 1.297e-10 , 2.295e-11 , <5.679e-12 , 6.085e-12 , 3.851e-12 , 2.624e-12 , 1.368e-12 , 8.400e-13 , 5.251e-13 , 2.231e-19 , bcu , 
2687 , 4FGL J1400.6-1432 , 14 00 37.94 , -14 32 49.2 ,  , 18.962143 , 9.817e-10 , 8.164e-11 , LogParabola , 1.069e-12 , 7.742e-14 , 2.2984846 , 3.273e-9 , 1.847e-9 , 9.561e-10 , 1.379e-10 , <5.209e-12 , <4.550e-12 , 1.332e-12 , 9.088e-13 , 1.351e-12 , 2.211e-12 , 8.200e-13 , 3.440e-17 , 5.470e-17 ,  , 
2688 , 4FGL J1401.1-3717 , 14 01 11.3 , -37 17 50.99 ,  , 8.062587 , 2.740e-10 , 5.100e-11 , PowerLaw , 2.145e-14 , 3.860e-15 , 2.0423725 , 9.117e-9 , 6.254e-10 , 1.070e-10 , 8.176e-11 , 2.429e-11 , 6.060e-12 , 6.233e-13 , 2.182e-12 , 4.272e-13 , 2.560e-13 , 5.585e-13 , 5.813e-13 , 3.181e-13 , bcu , 
2689 , 4FGL J1401.2-0915 , 14 01 13.46 , -09 15 27.71 ,  , 8.859649 , 2.820e-10 , 4.364e-11 , PowerLaw , 5.607e-14 , 8.664e-15 , 2.0750313 , <1.983e-9 , 8.969e-10 , 1.957e-10 , 7.166e-11 , 6.149e-12 , 7.469e-12 , 3.974e-14 , 3.084e-19 , 6.103e-13 , 4.668e-13 , 4.877e-13 , 1.467e-13 , 3.869e-13 , fsrq , 
2690 , 4FGL J1401.2-6116 , 14 01 13.75 , -61 16 12.35 ,  , 6.909023 , 1.603e-9 , 2.569e-10 , PowerLaw , 8.859e-14 , 1.325e-14 , 2.4754055 , <9.099e-8 , 6.267e-9 , 1.585e-9 , 3.452e-10 , 7.399e-12 , 6.603e-12 , 9.296e-13 , 2.542e-12 , 4.073e-12 , 3.638e-12 , 2.243e-12 , 1.698e-13 , 2.944e-13 ,  , 
2691 , 4FGL J1401.7-3217 , 14 01 47.13 , -32 17 15.72 ,  , 5.8579316 , 2.194e-10 , 4.256e-11 , PowerLaw , 4.786e-14 , 9.270e-15 , 2.1365044 , 3.244e-9 , 5.634e-10 , 1.289e-10 , 6.731e-11 , 9.917e-12 , 1.856e-12 , 1.059e-15 , 7.691e-13 , 3.806e-13 , 3.055e-13 , 4.548e-13 , 2.351e-13 , 9.384e-14 ,  , 
2692 , 4FGL J1402.5-1827 , 14 02 33.55 , -18 27 45.35 ,  , 7.986137 , 2.629e-10 , 4.568e-11 , PowerLaw , 1.653e-12 , 2.134e-13 , 2.6736012 , 4.323e-9 , 1.644e-9 , 2.939e-10 , 3.105e-11 , <4.914e-12 , 1.539e-12 , 1.627e-14 , 9.738e-13 , 1.045e-12 , 6.620e-13 , 1.974e-13 , 4.747e-19 , 6.425e-14 , bcu , 
2693 , 4FGL J1402.6+1600 , 14 02 38.01 , +16 00 05.75 ,  , 5.943888 , 1.521e-10 , 3.462e-11 , PowerLaw , 1.813e-14 , 4.072e-15 , 2.1376674 , 2.163e-11 , 9.914e-10 , 5.635e-11 , 1.992e-11 , 1.908e-11 , 2.906e-12 , 2.522e-15 , 5.129e-15 , 6.698e-13 , 1.336e-13 , 1.346e-13 , 4.523e-13 , 1.468e-13 , bll , 
2694 , 4FGL J1402.6-3330 , 14 02 39.64 , -33 30 16.2 ,  , 5.8583646 , 1.740e-10 , 3.946e-11 , PowerLaw , 2.671e-12 , 4.323e-13 , 2.7864783 , 3.629e-9 , 2.069e-9 , 8.232e-11 , 2.324e-11 , <4.976e-12 , <4.507e-12 , 1.876e-12 , 8.091e-13 , 1.300e-12 , 1.835e-13 , 1.459e-13 , 1.629e-22 , 3.962e-16 , fsrq , 
2695 , 4FGL J1402.7+1306 , 14 02 46.05 , +13 06 25.92 ,  , 8.636262 , 3.379e-10 , 5.093e-11 , LogParabola , 6.788e-14 , 1.132e-14 , 2.2061906 , <7.088e-10 , 2.317e-10 , 3.017e-10 , 4.340e-11 , <5.488e-12 , 1.514e-15 , 2.085e-15 , 5.095e-19 , 2.004e-13 , 7.278e-13 , 2.381e-13 , 6.095e-17 , 4.207e-17 ,  , 
2696 , 4FGL J1403.4+4319 , 14 03 28.41 , +43 19 20.99 ,  , 4.507005 , 4.451e-11 , 1.750e-11 , PowerLaw , 7.363e-16 , 2.615e-16 , 1.5463812 , <5.313e-10 , <5.110e-11 , 3.159e-11 , 1.577e-11 , 9.420e-12 , 5.289e-12 , 1.288e-12 , 1.577e-18 , 1.347e-21 , 7.942e-14 , 1.143e-13 , 2.368e-13 , 3.422e-13 , bll , 
2697 , 4FGL J1403.5-6236 , 14 03 31.03 , -62 36 15.11 ,  , 14.022935 , 2.530e-9 , 2.686e-10 , LogParabola , 2.597e-13 , 2.435e-14 , 2.3951051 , <2.113e-8 , 2.543e-9 , 2.058e-9 , 5.566e-10 , 2.597e-12 , 2.888e-12 , 3.177e-13 , 2.634e-17 , 2.200e-12 , 5.306e-12 , 3.239e-12 , 4.923e-14 , 8.028e-14 ,  , 
2698 , 4FGL J1404.4-6159 , 14 04 29.97 , -61 59 03.47 ,  , 9.825125 , 3.265e-9 , 3.429e-10 , LogParabola , 1.241e-12 , 1.597e-13 , 2.5773356 , 1.678e-8 , 1.238e-8 , 3.243e-9 , 2.366e-10 , <1.362e-11 , <8.462e-12 , 1.460e-11 , 4.481e-12 , 8.582e-12 , 7.156e-12 , 1.338e-12 , 3.303e-16 , 6.287e-17 ,  , 
2699 , 4FGL J1404.8-5237 , 14 04 48.67 , -52 37 32.15 ,  , 9.193245 , 6.505e-10 , 8.427e-11 , LogParabola , 2.449e-13 , 3.166e-14 , 2.3404639 , 5.743e-9 , 7.170e-10 , 5.831e-10 , 9.254e-11 , 1.010e-11 , <4.956e-12 , 3.592e-12 , 1.597e-12 , 5.335e-13 , 1.383e-12 , 5.721e-13 , 2.078e-13 , 1.211e-18 ,  , 
2700 , 4FGL J1404.8+6554 , 14 04 51.79 , +65 54 17.27 ,  , 19.279833 , 3.890e-10 , 3.509e-11 , PowerLaw , 4.684e-14 , 4.227e-15 , 1.8645823 , 1.795e-9 , 3.709e-10 , 2.982e-10 , 9.992e-11 , 3.944e-11 , 1.386e-11 , 4.638e-13 , 4.370e-13 , 2.588e-13 , 7.263e-13 , 6.971e-13 , 9.604e-13 , 7.826e-13 , bll , 
2701 , 4FGL J1404.8+0402 , 14 04 53.85 , +04 02 06.71 ,  , 15.846357 , 5.368e-10 , 5.175e-11 , PowerLaw , 1.283e-13 , 1.227e-14 , 2.070329 , 3.767e-9 , 1.751e-9 , 2.566e-10 , 1.534e-10 , 2.525e-11 , 1.454e-11 , 6.701e-13 , 8.989e-13 , 1.192e-12 , 6.123e-13 , 1.044e-12 , 6.026e-13 , 7.547e-13 , bll , 
2702 , 4FGL J1405.1-6119 , 14 05 11.56 , -61 19 55.55 ,  , 22.058365 , 9.841e-9 , 4.960e-10 , LogParabola , 2.127e-12 , 1.224e-13 , 2.490905 , 1.031e-7 , 4.761e-8 , 8.310e-9 , 9.494e-10 , 7.920e-11 , 1.924e-11 , 4.189e-11 , 2.646e-11 , 3.255e-11 , 1.862e-11 , 5.589e-12 , 1.585e-12 , 5.348e-13 ,  , 
2703 , 4FGL J1405.3-0640 , 14 05 18.98 , -06 40 58.79 ,  , 5.4150124 , 1.790e-10 , 4.002e-11 , PowerLaw , 2.608e-14 , 5.822e-15 , 2.0892086 , <2.017e-9 , 7.367e-10 , 5.477e-11 , 6.429e-11 , 1.099e-11 , <5.036e-12 , 1.252e-16 , 2.044e-17 , 5.005e-13 , 1.305e-13 , 4.368e-13 , 2.618e-13 , 4.037e-16 , bcu , 
2704 , 4FGL J1405.3-6008 , 14 05 20.9 , -60 08 43.79 ,  , 4.635217 , 5.174e-10 , 1.381e-10 , PowerLaw , 1.577e-14 , 3.637e-15 , 2.1506789 , 1.770e-8 , 2.285e-9 , 3.129e-10 , 1.217e-10 , 2.399e-11 , 7.204e-12 , 8.136e-13 , 4.192e-12 , 1.541e-12 , 7.408e-13 , 8.207e-13 , 5.680e-13 , 3.622e-13 ,  , 
2705 , 4FGL J1405.9-1853 , 14 05 54.93 , -18 53 38.76 ,  , 5.771943 , 1.513e-10 , 4.174e-11 , PowerLaw , 5.954e-15 , 1.499e-15 , 1.8777741 , 3.891e-9 , 4.801e-11 , 1.243e-10 , 1.921e-11 , 2.306e-11 , <6.584e-12 , 2.726e-12 , 9.463e-13 , 3.344e-14 , 3.023e-13 , 1.338e-13 , 5.610e-13 , 2.953e-17 ,  , 
2706 , 4FGL J1406.1-2508 , 14 06 10.68 , -25 08 18.96 ,  , 12.926012 , 4.305e-10 , 4.910e-11 , PowerLaw , 9.720e-14 , 1.103e-14 , 2.0783288 , 1.159e-9 , 9.237e-10 , 3.204e-10 , 1.188e-10 , 1.646e-11 , 1.244e-11 , 5.558e-14 , 2.763e-13 , 6.284e-13 , 7.639e-13 , 8.079e-13 , 3.924e-13 , 6.435e-13 , bll , 
2707 , 4FGL J1406.4-1654 , 14 06 29.18 , -16 54 26.27 ,  , 4.995361 , 1.791e-10 , 4.069e-11 , PowerLaw , 4.400e-14 , 9.983e-15 , 2.2272167 , 2.801e-9 , 1.518e-10 , 1.995e-10 , 2.559e-11 , 5.057e-12 , 4.064e-12 , 1.763e-15 , 6.583e-13 , 1.015e-13 , 4.689e-13 , 1.711e-13 , 1.189e-13 , 1.984e-13 , bcu , 
2708 , 4FGL J1406.6-3934 , 14 06 39.71 , -39 34 21.71 ,  , 6.1849303 , 9.943e-11 , 3.227e-11 , PowerLaw , 1.100e-15 , 2.925e-16 , 1.5493098 , 1.586e-9 , <2.094e-10 , 1.663e-11 , 2.759e-11 , 2.013e-11 , 1.302e-11 , 8.463e-13 , 3.985e-13 , 4.031e-15 , 4.180e-14 , 1.999e-13 , 5.059e-13 , 8.410e-13 , bll , 
2709 , 4FGL J1406.9+1643 , 14 06 58.07 , +16 43 14.16 ,  , 7.2387347 , 1.619e-10 , 3.455e-11 , PowerLaw , 7.847e-15 , 1.604e-15 , 1.812417 , 6.160e-11 , 1.176e-10 , 1.070e-10 , 4.188e-11 , 2.536e-11 , 3.805e-12 , 5.720e-16 , 1.508e-14 , 8.258e-14 , 2.620e-13 , 2.940e-13 , 6.209e-13 , 2.196e-13 , bll , 
2710 , 4FGL J1407.4-0820 , 14 07 29.51 , -08 20 31.2 ,  , 4.217854 , 1.790e-10 , 4.401e-11 , PowerLaw , 1.697e-13 , 3.964e-14 , 2.6488845 , 1.156e-8 , 7.472e-10 , 2.373e-10 , 8.075e-12 , 3.698e-12 , 2.079e-12 , 5.010e-12 , 2.609e-12 , 4.763e-13 , 5.358e-13 , 5.148e-14 , 8.349e-14 , 8.747e-14 ,  , 
2711 , 4FGL J1407.6-4301 , 14 07 40.65 , -43 01 24.24 ,  , 10.280366 , 3.941e-10 , 5.167e-11 , PowerLaw , 9.252e-14 , 1.209e-14 , 2.134325 , 2.527e-9 , 7.782e-10 , 2.964e-10 , 9.787e-11 , 1.322e-11 , 6.038e-12 , 8.675e-16 , 5.993e-13 , 5.259e-13 , 7.029e-13 , 6.614e-13 , 3.135e-13 , 3.055e-13 , bcu , 
2712 , 4FGL J1407.7-3017 , 14 07 44.97 , -30 17 08.87 ,  , 9.201492 , 3.325e-10 , 5.677e-11 , LogParabola , 8.368e-13 , 1.156e-13 , 2.5642931 , 2.859e-9 , 1.554e-9 , 3.403e-10 , 6.128e-12 , <5.838e-12 , <4.167e-12 , 4.464e-14 , 8.312e-13 , 1.093e-12 , 7.105e-13 , 3.199e-14 , 2.744e-16 , 4.842e-16 ,  , unk
2713 , 4FGL J1408.0+3834 , 14 08 04.07 , +38 34 50.15 ,  , 4.7904763 , 9.735e-11 , 2.622e-11 , PowerLaw , 8.111e-15 , 2.148e-15 , 1.9524986 , <1.474e-9 , 2.746e-10 , 5.310e-11 , 1.903e-11 , 1.752e-11 , <4.051e-12 , 1.652e-14 , 2.134e-15 , 1.896e-13 , 1.282e-13 , 1.314e-13 , 4.231e-13 , 1.876e-20 ,  , 
2714 , 4FGL J1408.1-6010 , 14 08 07.03 , -60 10 04.07 ,  , 4.4219685 , 6.516e-10 , 1.506e-10 , PowerLaw , 4.245e-14 , 9.155e-15 , 2.2746477 , <4.320e-8 , 2.238e-9 , 5.284e-10 , 1.440e-10 , 3.590e-12 , 9.518e-12 , 6.106e-13 , 1.026e-16 , 1.488e-12 , 1.236e-12 , 9.576e-13 , 8.399e-14 , 4.563e-13 ,  , 
2715 , 4FGL J1408.6-2917 , 14 08 39.04 , -29 17 28.67 ,  , 10.299975 , 2.953e-10 , 4.472e-11 , PowerLaw , 5.810e-12 , 5.832e-13 , 2.7929358 , 1.472e-8 , 2.412e-9 , 2.721e-10 , 1.215e-11 , 6.791e-13 , <4.305e-12 , 5.248e-12 , 3.279e-12 , 1.514e-12 , 6.062e-13 , 7.625e-14 , 1.513e-14 , 2.297e-18 ,  , 
2716 , 4FGL J1408.7-3747 , 14 08 43.91 , -37 47 20.03 ,  , 9.920949 , 3.850e-10 , 5.036e-11 , PowerLaw , 4.132e-13 , 4.881e-14 , 2.3672729 , <2.426e-9 , 1.728e-9 , 3.636e-10 , 7.150e-11 , <6.945e-12 , <5.958e-12 , 9.451e-13 , 2.398e-16 , 1.137e-12 , 8.429e-13 , 4.704e-13 , 5.470e-18 , 1.668e-15 ,  , 
2717 , 4FGL J1408.9-0751 , 14 08 56.54 , -07 51 26.99 ,  , 32.502502 , 1.767e-9 , 8.972e-11 , LogParabola , 1.583e-12 , 7.156e-14 , 2.3458438 , 1.565e-8 , 7.139e-9 , 1.384e-9 , 2.872e-10 , 5.228e-11 , 4.310e-12 , 1.705e-12 , 3.757e-12 , 4.785e-12 , 3.200e-12 , 1.841e-12 , 1.165e-12 , 1.602e-13 , fsrq , 
2718 , 4FGL J1408.9-5845c , 14 08 57.64 , -58 45 00.0 ,  , 5.881865 , 5.940e-10 , 1.013e-10 , PowerLaw , 3.927e-13 , 6.506e-14 , 2.5405426 , 1.733e-8 , 4.342e-9 , 4.691e-10 , 5.822e-11 , 1.625e-11 , 8.688e-12 , 4.891e-13 , 3.954e-12 , 2.801e-12 , 1.070e-12 , 3.756e-13 , 3.707e-13 , 3.788e-13 ,  , 
2719 , 4FGL J1409.1-6121e , 14 09 10.56 , -61 21 10.8 , FGES J1409.1-6121 , 35.921165 , 2.610e-8 , 9.947e-10 , LogParabola , 1.184e-12 , 3.704e-14 , 2.1473799 , <1.792e-7 , 6.031e-8 , 2.127e-8 , 5.507e-9 , 1.497e-9 , 3.534e-10 , 4.973e-13 , 9.065e-14 , 4.215e-11 , 5.107e-11 , 3.709e-11 , 3.487e-11 , 1.533e-11 ,  , 
2720 , 4FGL J1410.1+0202 , 14 10 06.88 , +02 02 07.44 ,  , 14.804596 , 4.977e-10 , 5.047e-11 , PowerLaw , 5.174e-13 , 4.649e-14 , 2.3066187 , 8.226e-9 , 1.639e-9 , 3.705e-10 , 1.419e-10 , 9.103e-12 , <6.113e-12 , 2.950e-13 , 1.918e-12 , 1.086e-12 , 8.641e-13 , 9.400e-13 , 2.123e-13 , 1.121e-16 , bll , 
2721 , 4FGL J1410.3+1438 , 14 10 21.79 , +14 38 36.23 ,  , 9.757504 , 2.780e-10 , 4.044e-11 , PowerLaw , 5.355e-14 , 7.784e-15 , 2.0687022 , 1.010e-9 , 7.704e-10 , 1.753e-10 , 8.082e-11 , 1.564e-11 , 4.010e-12 , 7.321e-14 , 2.411e-13 , 5.247e-13 , 4.185e-13 , 5.504e-13 , 3.734e-13 , 2.083e-13 , bll , 
2722 , 4FGL J1410.4+2820 , 14 10 29.49 , +28 20 31.19 ,  , 10.627269 , 2.935e-10 , 3.911e-11 , PowerLaw , 8.976e-14 , 1.170e-14 , 2.074635 , <1.404e-9 , 7.324e-10 , 2.288e-10 , 7.805e-11 , 1.641e-11 , <5.459e-12 , 6.071e-14 , 1.545e-15 , 4.984e-13 , 5.459e-13 , 5.311e-13 , 3.916e-13 , 4.355e-16 , bll , 
2723 , 4FGL J1410.5+6215 , 14 10 30.79 , +62 15 58.31 ,  , 4.468776 , 8.182e-11 , 2.118e-11 , PowerLaw , 1.869e-14 , 4.840e-15 , 2.334299 , 3.584e-9 , 4.308e-11 , 5.880e-11 , 1.474e-11 , 4.076e-12 , 2.257e-12 , 5.473e-16 , 8.336e-13 , 2.845e-14 , 1.368e-13 , 9.733e-14 , 9.481e-14 , 1.058e-13 , bcu , 
2724 , 4FGL J1410.7+7405 , 14 10 44.85 , +74 05 23.64 ,  , 19.129187 , 4.364e-10 , 4.562e-11 , LogParabola , 4.127e-14 , 3.809e-15 , 1.860342 , <1.011e-9 , 3.038e-10 , 2.078e-10 , 1.584e-10 , 4.204e-11 , 9.750e-12 , 1.219e-12 , 5.277e-18 , 2.492e-13 , 5.443e-13 , 1.116e-12 , 9.690e-13 , 3.376e-13 ,  , 
2725 , 4FGL J1411.5-0723 , 14 11 32.63 , -07 23 54.23 ,  , 6.554285 , 2.028e-10 , 4.719e-11 , PowerLaw , 1.292e-14 , 2.798e-15 , 2.0439048 , 6.364e-9 , 6.089e-10 , 9.816e-11 , 5.395e-11 , 4.566e-12 , 1.271e-11 , 1.280e-13 , 1.523e-12 , 4.159e-13 , 2.349e-13 , 3.685e-13 , 1.092e-13 , 6.670e-13 , bcu , 
2726 , 4FGL J1411.5-6133 , 14 11 35.13 , -61 33 14.03 ,  , 6.6367874 , 3.250e-9 , 5.215e-10 , PLSuperExpCutoff , 4.159e-13 , 8.006e-14 , 2.504716 , 1.368e-7 , 9.489e-9 , 2.490e-9 , 3.337e-10 , <1.813e-11 , <8.607e-12 , 2.751e-12 , 3.504e-11 , 6.699e-12 , 5.631e-12 , 1.799e-12 , 8.017e-16 , 2.151e-16 , PSR , 
2727 , 4FGL J1411.8+5249 , 14 11 52.6 , +52 49 40.08 ,  , 9.056974 , 2.008e-10 , 3.092e-11 , PowerLaw , 3.487e-14 , 5.365e-15 , 2.0219452 , 1.374e-9 , 4.639e-10 , 1.766e-10 , 1.794e-11 , 1.557e-11 , 8.375e-12 , 7.649e-15 , 3.294e-13 , 3.177e-13 , 4.234e-13 , 1.229e-13 , 3.734e-13 , 4.432e-13 , bll , 
2728 , 4FGL J1412.0+3836 , 14 12 03.11 , +38 36 36.71 ,  , 7.181065 , 1.351e-10 , 2.974e-11 , PowerLaw , 7.438e-15 , 1.569e-15 , 1.8513292 , <1.605e-9 , 2.985e-10 , 7.373e-11 , 2.449e-11 , 2.346e-11 , 2.899e-12 , 1.328e-14 , 1.988e-15 , 2.086e-13 , 1.798e-13 , 1.711e-13 , 5.721e-13 , 1.646e-13 , bcu , 
2729 , 4FGL J1412.1-6631 , 14 12 07.7 , -66 31 18.47 ,  , 13.194821 , 1.045e-9 , 1.006e-10 , LogParabola , 4.258e-13 , 4.155e-14 , 2.3596656 , 3.715e-9 , 2.333e-9 , 8.075e-10 , 1.732e-10 , 7.080e-12 , <5.167e-12 , 1.722e-12 , 1.027e-12 , 1.716e-12 , 1.891e-12 , 1.052e-12 , 1.435e-13 , 4.083e-17 ,  , 
2730 , 4FGL J1412.1+7427 , 14 12 09.19 , +74 27 00.0 ,  , 8.287944 , 2.204e-10 , 3.348e-11 , PowerLaw , 1.744e-13 , 2.466e-14 , 2.357082 , 3.414e-9 , 7.488e-10 , 1.794e-10 , 4.853e-11 , <3.538e-12 , 4.096e-12 , 6.506e-13 , 7.924e-13 , 4.932e-13 , 4.163e-13 , 3.197e-13 , 1.137e-17 , 1.905e-13 , bll , 
2731 , 4FGL J1412.9+5018 , 14 12 57.81 , +50 18 03.6 ,  , 5.837069 , 1.069e-10 , 2.640e-11 , PowerLaw , 8.052e-13 , 1.392e-13 , 2.7076101 , 3.255e-9 , 6.402e-10 , 1.216e-10 , 1.027e-11 , 1.378e-12 , <3.780e-12 , 1.513e-12 , 7.310e-13 , 4.055e-13 , 2.730e-13 , 6.502e-14 , 3.095e-14 , 1.597e-18 , bcu , 
2732 , 4FGL J1413.1-6519 , 14 13 10.65 , -65 19 55.55 ,  , 8.666029 , 6.055e-10 , 8.807e-11 , PowerLaw , 4.762e-14 , 6.581e-15 , 2.2531097 , <1.080e-8 , 2.870e-9 , 4.231e-10 , 1.296e-10 , 2.844e-11 , 7.543e-12 , 1.685e-12 , 8.426e-16 , 1.913e-12 , 9.918e-13 , 8.638e-13 , 6.668e-13 , 3.646e-13 , sey , 
