id , BZCAT5 Source name , Source classification
3388 , 5BZGJ2256+2618 , BL Lac-galaxy dominated
3389 , 5BZBJ2256-2011 , BL Lac
3390 , 5BZBJ2257+0743 , BL Lac
3391 , 5BZQJ2257+0243 , FSRQ
3392 , 5BZQJ2258-2758 , FSRQ
3393 , 5BZBJ2258-3644 , BL Lac
3394 , 5BZBJ2258-5525 , BL Lac
3395 , 5BZQJ2258+0203 , FSRQ
3396 , 5BZQJ2259-0811 , FSRQ
3397 , 5BZBJ2300+3137 , BL Lac
3398 , 5BZQJ2300-2644 , FSRQ
3399 , 5BZQJ2300+1655 , FSRQ
3400 , 5BZQJ2301-0158 , FSRQ
3401 , 5BZQJ2301+3726 , FSRQ
3402 , 5BZUJ2303-1841 , Blazar Uncertain type
3403 , 5BZUJ2303-3030 , Blazar Uncertain type
3404 , 5BZQJ2303-6807 , FSRQ
3405 , 5BZQJ2304+2331 , FSRQ
3406 , 5BZBJ2304+3705 , BL Lac
3407 , 5BZQJ2304-3625 , FSRQ
3408 , 5BZQJ2306+0837 , FSRQ
3409 , 5BZQJ2306-0459 , FSRQ
3410 , 5BZBJ2306-1103 , BL Lac Candidate
3411 , 5BZUJ2306-6521 , Blazar Uncertain type
3412 , 5BZQJ2307+3230 , FSRQ
3413 , 5BZBJ2307-1205 , BL Lac
3414 , 5BZBJ2307+1450 , BL Lac
3415 , 5BZQJ2308+2008 , FSRQ
3416 , 5BZGJ2308-2219 , BL Lac-galaxy dominated
3417 , 5BZBJ2309-3043 , BL Lac
3418 , 5BZQJ2309-3059 , FSRQ
3419 , 5BZUJ2310-3719 , Blazar Uncertain type
3420 , 5BZQJ2310+1055 , FSRQ
3421 , 5BZGJ2310-4347 , BL Lac-galaxy dominated
3422 , 5BZBJ2311+0205 , BL Lac
3423 , 5BZQJ2311+3425 , FSRQ
3424 , 5BZGJ2311-0946 , BL Lac-galaxy dominated
3425 , 5BZQJ2311+4543 , FSRQ
3426 , 5BZQJ2312+1615 , FSRQ
3427 , 5BZQJ2312+1444 , FSRQ
3428 , 5BZQJ2312+3847 , FSRQ
3429 , 5BZQJ2312-6607 , FSRQ
3430 , 5BZGJ2313+1444 , BL Lac-galaxy dominated
3431 , 5BZQJ2313-3704 , FSRQ
3432 , 5BZQJ2314+1359 , FSRQ
3433 , 5BZQJ2314-3138 , FSRQ
3434 , 5BZBJ2315-5018 , BL Lac
3435 , 5BZQJ2316-3349 , FSRQ
3436 , 5BZQJ2316-4041 , FSRQ
3437 , 5BZQJ2317-1122 , FSRQ
3438 , 5BZQJ2318-4010 , FSRQ
3439 , 5BZQJ2318-1659 , FSRQ
3440 , 5BZGJ2318+3048 , BL Lac-galaxy dominated
3441 , 5BZGJ2319-4206 , BL Lac-galaxy dominated
3442 , 5BZBJ2319+1611 , BL Lac
3443 , 5BZGJ2319-0116 , BL Lac-galaxy dominated
3444 , 5BZGJ2320+4146 , BL Lac-galaxy dominated
3445 , 5BZQJ2320+0031 , FSRQ
3446 , 5BZQJ2320+0513 , FSRQ
3447 , 5BZQJ2320+1829 , FSRQ
3448 , 5BZQJ2321-0827 , FSRQ
3449 , 5BZQJ2321+3204 , FSRQ
3450 , 5BZQJ2321+2732 , FSRQ
3451 , 5BZQJ2322+5057 , FSRQ
3452 , 5BZQJ2322+1843 , FSRQ
3453 , 5BZQJ2322+0812 , FSRQ
3454 , 5BZGJ2322-4220 , BL Lac-galaxy dominated
3455 , 5BZGJ2322+3436 , BL Lac-galaxy dominated
3456 , 5BZBJ2322-4916 , BL Lac
3457 , 5BZQJ2323-0150 , FSRQ
3458 , 5BZQJ2323-0317 , FSRQ
3459 , 5BZQJ2323-0617 , FSRQ
3460 , 5BZBJ2323+4210 , BL Lac
3461 , 5BZQJ2324-3714 , FSRQ
3462 , 5BZBJ2324-4040 , BL Lac Candidate
3463 , 5BZBJ2324+0802 , BL Lac
3464 , 5BZBJ2325+3957 , BL Lac
3465 , 5BZBJ2325-4800 , BL Lac
3466 , 5BZBJ2325+1646 , BL Lac
3467 , 5BZUJ2327+1524 , Blazar Uncertain type
3468 , 5BZQJ2327+0940 , FSRQ
3469 , 5BZQJ2327+1533 , FSRQ
3470 , 5BZQJ2327-1447 , FSRQ
3471 , 5BZQJ2328-4035 , FSRQ
3472 , 5BZBJ2329+1743 , BL Lac
3473 , 5BZQJ2329+0834 , FSRQ
3474 , 5BZBJ2329+3754 , BL Lac
3475 , 5BZQJ2329-4730 , FSRQ
3476 , 5BZQJ2329-4955 , FSRQ
3477 , 5BZQJ2330+3348 , FSRQ
3478 , 5BZBJ2330-3724 , BL Lac
3479 , 5BZQJ2330-4539 , FSRQ
3480 , 5BZQJ2330+1100 , FSRQ
3481 , 5BZQJ2331-2148 , FSRQ
3482 , 5BZQJ2331-1556 , FSRQ
3483 , 5BZQJ2331-3811 , FSRQ
3484 , 5BZQJ2332-4118 , FSRQ
3485 , 5BZQJ2333-0131 , FSRQ
3486 , 5BZUJ2333-2343 , Blazar Uncertain type
3487 , 5BZQJ2334+0736 , FSRQ
3488 , 5BZBJ2334+1547 , BL Lac
3489 , 5BZBJ2334-0834 , BL Lac Candidate
3490 , 5BZBJ2334+1432 , BL Lac
3491 , 5BZQJ2335-2907 , FSRQ
3492 , 5BZQJ2335-0131 , FSRQ
3493 , 5BZQJ2336-4115 , FSRQ
3494 , 5BZQJ2336-0943 , FSRQ
3495 , 5BZQJ2337-5216 , FSRQ
3496 , 5BZQJ2337-0230 , FSRQ
3497 , 5BZBJ2338+2124 , BL Lac Candidate
3498 , 5BZBJ2339+0534 , BL Lac
3499 , 5BZQJ2339-3310 , FSRQ
3500 , 5BZBJ2340+2641 , BL Lac Candidate
3501 , 5BZBJ2340+8015 , BL Lac
3502 , 5BZGJ2341+0018 , BL Lac-galaxy dominated
3503 , 5BZBJ2341-0152 , BL Lac Candidate
3504 , 5BZQJ2342-0322 , FSRQ
3505 , 5BZQJ2343+2339 , FSRQ
3506 , 5BZQJ2343-2858 , FSRQ
3507 , 5BZBJ2343+3439 , BL Lac
3508 , 5BZQJ2343+1543 , FSRQ
3509 , 5BZQJ2344+2952 , FSRQ
3510 , 5BZQJ2345-1555 , FSRQ
3511 , 5BZUJ2345-1515 , Blazar Uncertain type
3512 , 5BZGJ2345-1449 , BL Lac-galaxy dominated
3513 , 5BZBJ2346+8007 , BL Lac Candidate
3514 , 5BZGJ2346+4024 , BL Lac-galaxy dominated
3515 , 5BZQJ2346+0930 , FSRQ
3516 , 5BZBJ2347+5142 , BL Lac
3517 , 5BZQJ2347-5110 , FSRQ
3518 , 5BZQJ2347-4946 , FSRQ
3519 , 5BZQJ2348-1631 , FSRQ
3520 , 5BZQJ2348-0425 , FSRQ
3521 , 5BZQJ2348-5847 , FSRQ
3522 , 5BZQJ2349+3849 , FSRQ
3523 , 5BZQJ2349+0534 , FSRQ
3524 , 5BZUJ2350+1941 , Blazar Uncertain type
3525 , 5BZQJ2350+1106 , FSRQ
3526 , 5BZBJ2350-0559 , BL Lac Candidate
3527 , 5BZBJ2350-2436 , BL Lac
3528 , 5BZGJ2350+3622 , BL Lac-galaxy dominated
3529 , 5BZQJ2351-2203 , FSRQ
3530 , 5BZBJ2352+1749 , BL Lac
3531 , 5BZUJ2352+3947 , Blazar Uncertain type
3532 , 5BZQJ2352-2825 , FSRQ
3533 , 5BZQJ2353-2743 , FSRQ
3534 , 5BZBJ2353-1458 , BL Lac Candidate
3535 , 5BZQJ2353+5518 , FSRQ
3536 , 5BZBJ2353-3037 , BL Lac
3537 , 5BZQJ2354-0957 , FSRQ
3538 , 5BZQJ2354-0019 , FSRQ
3539 , 5BZUJ2354-4106 , Blazar Uncertain type
3540 , 5BZQJ2354+4553 , FSRQ
3541 , 5BZQJ2354-1513 , FSRQ
3542 , 5BZUJ2354-0405 , Blazar Uncertain type
3543 , 5BZQJ2355-3357 , FSRQ
3544 , 5BZQJ2356-6820 , FSRQ
3545 , 5BZBJ2356-0023 , BL Lac
3546 , 5BZGJ2356+4036 , BL Lac-galaxy dominated
3547 , 5BZQJ2356+8152 , FSRQ
3548 , 5BZQJ2357+0448 , FSRQ
3549 , 5BZQJ2357-2451 , FSRQ
3550 , 5BZBJ2357-0152 , BL Lac
3551 , 5BZBJ2357-1718 , BL Lac
3552 , 5BZQJ2357-1125 , FSRQ
3553 , 5BZQJ2357-5311 , FSRQ
3554 , 5BZQJ2358-4555 , FSRQ
3555 , 5BZQJ2358-1020 , FSRQ
3556 , 5BZQJ2358+0430 , FSRQ
3557 , 5BZQJ2358+1955 , FSRQ
3558 , 5BZQJ2358+3922 , FSRQ
3559 , 5BZBJ2359-3037 , BL Lac
3560 , 5BZQJ2359+3850 , FSRQ
3561 , 5BZQJ2359-3133 , FSRQ
