id , BZCAT5 Source name , Source classification
1716 , 5BZQJ1131-1628 , FSRQ
1717 , 5BZQJ1132+0914 , FSRQ
1718 , 5BZBJ1132+0237 , BL Lac
1719 , 5BZBJ1132+0034 , BL Lac
1720 , 5BZGJ1132+0515 , BL Lac-galaxy dominated
1721 , 5BZQJ1133+0015 , FSRQ
1722 , 5BZBJ1133-2501 , BL Lac
1723 , 5BZQJ1133+0040 , FSRQ
1724 , 5BZQJ1133-0905 , FSRQ
1725 , 5BZBJ1134-1729 , BL Lac
1726 , 5BZBJ1135+3200 , BL Lac
1727 , 5BZBJ1135+6609 , BL Lac
1728 , 5BZQJ1135-0428 , FSRQ
1729 , 5BZBJ1136+1601 , BL Lac
1730 , 5BZQJ1136-0330 , FSRQ
1731 , 5BZBJ1136+7009 , BL Lac
1732 , 5BZQJ1136+3407 , FSRQ
1733 , 5BZBJ1136+6737 , BL Lac
1734 , 5BZGJ1136+2550 , BL Lac-galaxy dominated
1735 , 5BZBJ1137-1710 , BL Lac
1736 , 5BZBJ1138+4113 , BL Lac
1737 , 5BZQJ1138+4745 , FSRQ
1738 , 5BZQJ1139-1552 , FSRQ
1739 , 5BZBJ1140+1528 , BL Lac
1740 , 5BZQJ1140+4622 , FSRQ
1741 , 5BZBJ1142+1547 , BL Lac
1742 , 5BZGJ1143+7304 , BL Lac-galaxy dominated
1743 , 5BZQJ1143+1843 , FSRQ
1744 , 5BZBJ1143+6122 , BL Lac
1745 , 5BZQJ1143+6633 , FSRQ
1746 , 5BZBJ1143+5102 , BL Lac
1747 , 5BZQJ1145+0455 , FSRQ
1748 , 5BZQJ1145-2250 , FSRQ
1749 , 5BZGJ1145-0340 , BL Lac-galaxy dominated
1750 , 5BZQJ1145-6954 , FSRQ
1751 , 5BZQJ1146-2447 , FSRQ
1752 , 5BZQJ1146-2859 , FSRQ
1753 , 5BZQJ1146+5848 , FSRQ
1754 , 5BZQJ1146+5356 , FSRQ
1755 , 5BZQJ1146+3958 , FSRQ
1756 , 5BZBJ1147-3812 , BL Lac
1757 , 5BZGJ1147+3501 , BL Lac-galaxy dominated
1758 , 5BZQJ1147-6753 , FSRQ
1759 , 5BZQJ1147-0724 , FSRQ
1760 , 5BZGJ1147+2205 , BL Lac-galaxy dominated
1761 , 5BZQJ1147+2635 , FSRQ
1762 , 5BZQJ1148+5654 , FSRQ
1763 , 5BZBJ1148+1840 , BL Lac
1764 , 5BZGJ1148+5924 , BL Lac-galaxy dominated
1765 , 5BZQJ1148-0404 , FSRQ
1766 , 5BZQJ1148+5254 , FSRQ
1767 , 5BZBJ1149+6243 , BL Lac
1768 , 5BZBJ1149+2439 , BL Lac
1769 , 5BZBJ1149+1035 , BL Lac
1770 , 5BZGJ1150+5528 , BL Lac-galaxy dominated
1771 , 5BZQJ1150+4332 , FSRQ
1772 , 5BZBJ1150+2417 , BL Lac
1773 , 5BZQJ1150+0156 , FSRQ
1774 , 5BZQJ1150-1930 , FSRQ
1775 , 5BZBJ1150+4154 , BL Lac
1776 , 5BZQJ1150-0023 , FSRQ
1777 , 5BZQJ1151-1723 , FSRQ
1778 , 5BZBJ1151+5859 , BL Lac
1779 , 5BZBJ1151-1347 , BL Lac
1780 , 5BZBJ1152+2837 , BL Lac
1781 , 5BZQJ1152-0841 , FSRQ
1782 , 5BZBJ1152+1531 , BL Lac
1783 , 5BZQJ1152+3209 , FSRQ
1784 , 5BZQJ1152+4939 , FSRQ
1785 , 5BZQJ1152+3307 , FSRQ
1786 , 5BZQJ1152-0519 , FSRQ
1787 , 5BZQJ1153+8058 , FSRQ
1788 , 5BZQJ1153+0914 , FSRQ
1789 , 5BZUJ1153+5831 , Blazar Uncertain type
1790 , 5BZQJ1153+4931 , FSRQ
1791 , 5BZQJ1153+3617 , FSRQ
1792 , 5BZBJ1153+3823 , BL Lac
1793 , 5BZQJ1153+4036 , FSRQ
1794 , 5BZQJ1154+5934 , FSRQ
1795 , 5BZBJ1154-0010 , BL Lac
1796 , 5BZQJ1154+6022 , FSRQ
1797 , 5BZBJ1154-3242 , BL Lac Candidate
1798 , 5BZGJ1154+0238 , BL Lac-galaxy dominated
1799 , 5BZGJ1154+1225 , BL Lac-galaxy dominated
1800 , 5BZQJ1155-3107 , FSRQ
1801 , 5BZBJ1155+0926 , BL Lac
1802 , 5BZQJ1155+0214 , FSRQ
1803 , 5BZUJ1155-8101 , Blazar Uncertain type
1804 , 5BZGJ1156+4238 , BL Lac-galaxy dominated
1805 , 5BZGJ1157+2822 , BL Lac-galaxy dominated
1806 , 5BZGJ1158+2450 , BL Lac-galaxy dominated
1807 , 5BZQJ1158+4825 , FSRQ
1808 , 5BZBJ1158+0937 , BL Lac
1809 , 5BZUJ1159-2228 , Blazar Uncertain type
1810 , 5BZUJ1159-0940 , Blazar Uncertain type
1811 , 5BZQJ1159-2142 , FSRQ
1812 , 5BZQJ1159+2914 , FSRQ
1813 , 5BZQJ1159-2148 , FSRQ
1814 , 5BZGJ1200+4758 , BL Lac-galaxy dominated
1815 , 5BZGJ1201-0007 , BL Lac-galaxy dominated
1816 , 5BZQJ1201+0900 , FSRQ
1817 , 5BZGJ1201-0011 , BL Lac-galaxy dominated
1818 , 5BZBJ1202+4444 , BL Lac
1819 , 5BZQJ1202+2756 , FSRQ
1820 , 5BZQJ1202-0528 , FSRQ
1821 , 5BZBJ1202+3851 , BL Lac
1822 , 5BZBJ1203+6031 , BL Lac
1823 , 5BZQJ1203+4803 , FSRQ
1824 , 5BZBJ1203+5430 , BL Lac
1825 , 5BZQJ1203+4510 , FSRQ
1826 , 5BZBJ1203+5819 , BL Lac
1827 , 5BZBJ1204+1145 , BL Lac
1828 , 5BZGJ1204-0710 , BL Lac-galaxy dominated
1829 , 5BZQJ1204-5055 , FSRQ
1830 , 5BZQJ1205-2634 , FSRQ
1831 , 5BZQJ1205+0053 , FSRQ
1832 , 5BZQJ1206+2822 , FSRQ
1833 , 5BZBJ1206+0529 , BL Lac
1834 , 5BZBJ1207+1715 , BL Lac
1835 , 5BZBJ1207-1746 , BL Lac Candidate
1836 , 5BZQJ1207+1211 , FSRQ
1837 , 5BZQJ1207+2754 , FSRQ
1838 , 5BZQJ1207-0106 , FSRQ
1839 , 5BZBJ1208+3015 , BL Lac
1840 , 5BZBJ1208-2937 , BL Lac
1841 , 5BZUJ1208+6121 , Blazar Uncertain type
1842 , 5BZBJ1208+1159 , BL Lac
1843 , 5BZQJ1208+5441 , FSRQ
1844 , 5BZQJ1209-2406 , FSRQ
1845 , 5BZBJ1209-2032 , BL Lac
1846 , 5BZBJ1209+4119 , BL Lac
1847 , 5BZQJ1209-4016 , FSRQ
1848 , 5BZBJ1209+0210 , BL Lac
1849 , 5BZQJ1209+2547 , FSRQ
1850 , 5BZQJ1209+1810 , FSRQ
1851 , 5BZGJ1210+0223 , BL Lac-galaxy dominated
1852 , 5BZBJ1210+3929 , BL Lac
1853 , 5BZBJ1211+3900 , BL Lac
1854 , 5BZBJ1211+2242 , BL Lac
1855 , 5BZBJ1213+5129 , BL Lac
1856 , 5BZBJ1213-1003 , BL Lac
1857 , 5BZBJ1213-2618 , BL Lac
1858 , 5BZQJ1213+1307 , FSRQ
1859 , 5BZQJ1213+0001 , FSRQ
1860 , 5BZBJ1213+6425 , BL Lac
1861 , 5BZQJ1214+0829 , FSRQ
1862 , 5BZBJ1215+5002 , BL Lac
1863 , 5BZQJ1215+1654 , FSRQ
1864 , 5BZBJ1215+3508 , BL Lac
1865 , 5BZQJ1215+4627 , FSRQ
1866 , 5BZGJ1215+0732 , BL Lac-galaxy dominated
1867 , 5BZQJ1215+6422 , FSRQ
1868 , 5BZQJ1215+3448 , FSRQ
1869 , 5BZBJ1216-0243 , BL Lac Candidate
1870 , 5BZGJ1216+0929 , BL Lac-galaxy dominated
1871 , 5BZQJ1216-1033 , FSRQ
1872 , 5BZBJ1216+0541 , BL Lac
1873 , 5BZQJ1217+2925 , FSRQ
1874 , 5BZQJ1217+5835 , FSRQ
1875 , 5BZQJ1217+3305 , FSRQ
1876 , 5BZQJ1217+5155 , FSRQ
1877 , 5BZBJ1217+3007 , BL Lac
1878 , 5BZBJ1217-0029 , BL Lac
1879 , 5BZBJ1218-0119 , BL Lac
1880 , 5BZQJ1219+4829 , FSRQ
1881 , 5BZQJ1219+6600 , FSRQ
1882 , 5BZBJ1219+0446 , BL Lac
1883 , 5BZBJ1219-0314 , BL Lac
1884 , 5BZQJ1220+7105 , FSRQ
1885 , 5BZBJ1220+3431 , BL Lac
1886 , 5BZQJ1220+0203 , FSRQ
1887 , 5BZBJ1220-0003 , BL Lac
1888 , 5BZQJ1220+3808 , FSRQ
1889 , 5BZGJ1221+4742 , BL Lac-galaxy dominated
1890 , 5BZBJ1221+3010 , BL Lac
1891 , 5BZQJ1221-0241 , FSRQ
1892 , 5BZQJ1221+4411 , FSRQ
1893 , 5BZBJ1221+2813 , BL Lac
1894 , 5BZGJ1221+0821 , BL Lac-galaxy dominated
1895 , 5BZBJ1222+3540 , BL Lac
1896 , 5BZQJ1222+0413 , FSRQ
1897 , 5BZQJ1222+2934 , FSRQ
1898 , 5BZQJ1223+4611 , FSRQ
1899 , 5BZBJ1223+8040 , BL Lac
1900 , 5BZGJ1223+4650 , BL Lac-galaxy dominated
1901 , 5BZQJ1223+0650 , FSRQ
1902 , 5BZBJ1223+7953 , BL Lac
1903 , 5BZBJ1224+2239 , BL Lac
1904 , 5BZQJ1224+5001 , FSRQ
1905 , 5BZBJ1224+2436 , BL Lac
1906 , 5BZBJ1224+4335 , BL Lac
1907 , 5BZQJ1224+0330 , FSRQ
1908 , 5BZUJ1224-8313 , Blazar Uncertain type
1909 , 5BZQJ1224+2122 , FSRQ
1910 , 5BZUJ1225+4834 , Blazar Uncertain type
1911 , 5BZBJ1225+7214 , BL Lac Candidate
1912 , 5BZGJ1226+2604 , BL Lac-galaxy dominated
1913 , 5BZBJ1226+0638 , BL Lac
1914 , 5BZBJ1226-1328 , BL Lac
1915 , 5BZQJ1226+4340 , FSRQ
1916 , 5BZBJ1227-4436 , BL Lac
1917 , 5BZQJ1227+4932 , FSRQ
1918 , 5BZBJ1228-0221 , BL Lac
1919 , 5BZQJ1228+3128 , FSRQ
1920 , 5BZQJ1228-0304 , FSRQ
1921 , 5BZQJ1228+3706 , FSRQ
1922 , 5BZQJ1228+4858 , FSRQ
1923 , 5BZQJ1229+0203 , FSRQ
1924 , 5BZQJ1229+0423 , FSRQ
1925 , 5BZBJ1230+2518 , BL Lac
1926 , 5BZUJ1230-3121 , Blazar Uncertain type
1927 , 5BZQJ1230-1139 , FSRQ
1928 , 5BZBJ1231+1421 , BL Lac
1929 , 5BZQJ1231+0418 , FSRQ
1930 , 5BZBJ1231+6414 , BL Lac
1931 , 5BZBJ1231+2847 , BL Lac
1932 , 5BZQJ1232-0224 , FSRQ
1933 , 5BZQJ1232+4821 , FSRQ
1934 , 5BZQJ1233-0031 , FSRQ
1935 , 5BZBJ1233+1701 , BL Lac
1936 , 5BZQJ1233-1025 , FSRQ
1937 , 5BZBJ1233-0144 , BL Lac
1938 , 5BZGJ1233+5026 , BL Lac-galaxy dominated
1939 , 5BZQJ1234+4753 , FSRQ
1940 , 5BZBJ1234-3856 , BL Lac
1941 , 5BZBJ1234+3910 , BL Lac
1942 , 5BZGJ1234-2432 , BL Lac-galaxy dominated
1943 , 5BZQJ1235+3621 , FSRQ
1944 , 5BZBJ1235-1403 , BL Lac
1945 , 5BZGJ1235+1700 , BL Lac-galaxy dominated
1946 , 5BZQJ1235+5228 , FSRQ
1947 , 5BZBJ1236+3900 , BL Lac
1948 , 5BZBJ1237+3020 , BL Lac
1949 , 5BZBJ1237+6258 , BL Lac
1950 , 5BZQJ1238+0723 , FSRQ
1951 , 5BZQJ1238-1159 , FSRQ
1952 , 5BZUJ1238+5325 , Blazar Uncertain type
1953 , 5BZUJ1238-1959 , Blazar Uncertain type
1954 , 5BZBJ1238+4431 , BL Lac
1955 , 5BZGJ1238+5406 , BL Lac-galaxy dominated
1956 , 5BZBJ1239+4132 , BL Lac
1957 , 5BZUJ1239+0730 , Blazar Uncertain type
1958 , 5BZQJ1239+0443 , FSRQ
1959 , 5BZQJ1239-1023 , FSRQ
1960 , 5BZBJ1241+3400 , BL Lac
1961 , 5BZBJ1241+3440 , BL Lac
1962 , 5BZBJ1241+0636 , BL Lac
1963 , 5BZBJ1241-1455 , BL Lac
1964 , 5BZBJ1242-1653 , BL Lac
1965 , 5BZBJ1242+7634 , BL Lac Candidate
1966 , 5BZQJ1242+3751 , FSRQ
1967 , 5BZGJ1243+5212 , BL Lac-galaxy dominated
1968 , 5BZQJ1243-2943 , FSRQ
1969 , 5BZBJ1243+3627 , BL Lac
1970 , 5BZQJ1243-3941 , FSRQ
1971 , 5BZGJ1243-0613 , BL Lac-galaxy dominated
1972 , 5BZQJ1243+7442 , FSRQ
1973 , 5BZQJ1243+4043 , FSRQ
1974 , 5BZBJ1244+0444 , BL Lac
1975 , 5BZBJ1244+1616 , BL Lac
1976 , 5BZBJ1245+5709 , BL Lac
1977 , 5BZBJ1245+0228 , BL Lac
1978 , 5BZQJ1245+4346 , FSRQ
1979 , 5BZBJ1246+0113 , BL Lac
1980 , 5BZQJ1246-0730 , FSRQ
1981 , 5BZQJ1246-2547 , FSRQ
1982 , 5BZBJ1247+4423 , BL Lac
1983 , 5BZQJ1247+1022 , FSRQ
1984 , 5BZBJ1248+5820 , BL Lac
1985 , 5BZQJ1248-0632 , FSRQ
1986 , 5BZBJ1248+0830 , BL Lac
1987 , 5BZQJ1248-4559 , FSRQ
1988 , 5BZBJ1248+5128 , BL Lac
1989 , 5BZBJ1249+3707 , BL Lac
1990 , 5BZBJ1250+3155 , BL Lac
1991 , 5BZBJ1250+0216 , BL Lac
1992 , 5BZQJ1251-1717 , FSRQ
1993 , 5BZBJ1251+1039 , BL Lac
1994 , 5BZBJ1251-2958 , BL Lac
1995 , 5BZQJ1251-3518 , FSRQ
1996 , 5BZQJ1252+6451 , FSRQ
1997 , 5BZBJ1252+0849 , BL Lac
1998 , 5BZBJ1252+2937 , BL Lac
1999 , 5BZQJ1252-3319 , FSRQ
2000 , 5BZBJ1253+3826 , BL Lac
2001 , 5BZBJ1253+5301 , BL Lac
2002 , 5BZGJ1253-3931 , BL Lac-galaxy dominated
2003 , 5BZGJ1253+0326 , BL Lac-galaxy dominated
2004 , 5BZBJ1253+6242 , BL Lac
2005 , 5BZQJ1253-4059 , FSRQ
2006 , 5BZBJ1254+2211 , BL Lac
2007 , 5BZQJ1254-2000 , FSRQ
2008 , 5BZQJ1254+1141 , FSRQ
2009 , 5BZGJ1254-4424 , BL Lac-galaxy dominated
2010 , 5BZQJ1255+0340 , FSRQ
2011 , 5BZQJ1255+1817 , FSRQ
2012 , 5BZQJ1255+6124 , FSRQ
2013 , 5BZBJ1255+3848 , BL Lac
2014 , 5BZQJ1256-0547 , FSRQ
2015 , 5BZGJ1256-1146 , BL Lac-galaxy dominated
2016 , 5BZUJ1256-2155 , Blazar Uncertain type
2017 , 5BZBJ1256+0609 , BL Lac
2018 , 5BZUJ1257+0024 , Blazar Uncertain type
2019 , 5BZBJ1257+3647 , BL Lac
2020 , 5BZBJ1257+2412 , BL Lac
2021 , 5BZQJ1257+3229 , FSRQ
2022 , 5BZQJ1257-3155 , FSRQ
2023 , 5BZBJ1258+6120 , BL Lac
2024 , 5BZQJ1258-1800 , FSRQ
2025 , 5BZBJ1258-0447 , BL Lac Candidate
2026 , 5BZQJ1258-2219 , FSRQ
2027 , 5BZBJ1258+0134 , BL Lac
2028 , 5BZUJ1259-2310 , Blazar Uncertain type
2029 , 5BZQJ1259-2436 , FSRQ
2030 , 5BZBJ1300+1755 , BL Lac
2031 , 5BZBJ1300+6344 , BL Lac
2032 , 5BZQJ1300+1417 , FSRQ
2033 , 5BZQJ1300+2830 , FSRQ
2034 , 5BZBJ1300+5351 , BL Lac
2035 , 5BZQJ1300+5029 , FSRQ
2036 , 5BZQJ1300-3253 , FSRQ
2037 , 5BZUJ1301-3226 , Blazar Uncertain type
2038 , 5BZQJ1301+3337 , FSRQ
2039 , 5BZGJ1301+4634 , BL Lac-galaxy dominated
2040 , 5BZBJ1301+4056 , BL Lac
2041 , 5BZBJ1301+4416 , BL Lac
2042 , 5BZQJ1302+4819 , FSRQ
2043 , 5BZUJ1302+5748 , Blazar Uncertain type
2044 , 5BZBJ1302+5056 , BL Lac
2045 , 5BZBJ1303+2433 , BL Lac
2046 , 5BZUJ1303-1051 , Blazar Uncertain type
2047 , 5BZQJ1303-4621 , FSRQ
2048 , 5BZBJ1304-4353 , BL Lac
2049 , 5BZQJ1304-0346 , FSRQ
2050 , 5BZBJ1305+7854 , BL Lac Candidate
2051 , 5BZBJ1305+3855 , BL Lac
2052 , 5BZQJ1305-1033 , FSRQ
2053 , 5BZQJ1306+5529 , FSRQ
2054 , 5BZQJ1306+4741 , FSRQ
2055 , 5BZQJ1307-3207 , FSRQ
2056 , 5BZBJ1307-4259 , BL Lac
2057 , 5BZQJ1308+3546 , FSRQ
2058 , 5BZQJ1308+4729 , FSRQ
2059 , 5BZQJ1309+5557 , FSRQ
2060 , 5BZBJ1309+4305 , BL Lac
2061 , 5BZBJ1309+1154 , BL Lac
2062 , 5BZQJ1309-3948 , FSRQ
2063 , 5BZBJ1310-1157 , BL Lac Candidate
2064 , 5BZQJ1310+0044 , FSRQ
2065 , 5BZUJ1310+3220 , Blazar Uncertain type
2066 , 5BZQJ1310+4653 , FSRQ
2067 , 5BZQJ1310+3233 , FSRQ
2068 , 5BZQJ1311+5513 , FSRQ
2069 , 5BZBJ1311+0035 , BL Lac
2070 , 5BZQJ1311+1417 , FSRQ
2071 , 5BZBJ1311+3953 , BL Lac
2072 , 5BZBJ1311+0853 , BL Lac
2073 , 5BZQJ1312+4809 , FSRQ
2074 , 5BZQJ1312+3515 , FSRQ
2075 , 5BZBJ1312-2156 , BL Lac
2076 , 5BZUJ1312+4828 , Blazar Uncertain type
2077 , 5BZQJ1312-0424 , FSRQ
2078 , 5BZBJ1313+0201 , BL Lac
2079 , 5BZQJ1313+1027 , FSRQ
2080 , 5BZQJ1314-3303 , FSRQ
2081 , 5BZBJ1314+2348 , BL Lac
2082 , 5BZGJ1315-4236 , BL Lac-galaxy dominated
2083 , 5BZUJ1315-5334 , Blazar Uncertain type
2084 , 5BZQJ1315+2840 , FSRQ
2085 , 5BZQJ1316-3338 , FSRQ
2086 , 5BZQJ1316-3025 , FSRQ
2087 , 5BZQJ1317+3425 , FSRQ
2088 , 5BZQJ1318-0607 , FSRQ
2089 , 5BZQJ1319-1217 , FSRQ
2090 , 5BZQJ1319+4851 , FSRQ
2091 , 5BZBJ1319+1405 , BL Lac
2092 , 5BZBJ1319+2725 , BL Lac
2093 , 5BZUJ1320+0140 , Blazar Uncertain type
2094 , 5BZQJ1321+2216 , FSRQ
2095 , 5BZQJ1321-2636 , FSRQ
2096 , 5BZQJ1321+0023 , FSRQ
2097 , 5BZQJ1322+2148 , FSRQ
2098 , 5BZQJ1322-8419 , FSRQ
2099 , 5BZGJ1322+1344 , BL Lac-galaxy dominated
2100 , 5BZQJ1322-0937 , FSRQ
2101 , 5BZBJ1322+3216 , BL Lac
2102 , 5BZQJ1322+3912 , FSRQ
2103 , 5BZGJ1323+0439 , BL Lac-galaxy dominated
2104 , 5BZQJ1323-3407 , FSRQ
2105 , 5BZQJ1323-3038 , FSRQ
2106 , 5BZBJ1323-3653 , BL Lac
2107 , 5BZQJ1323+7942 , FSRQ
2108 , 5BZBJ1323+1405 , BL Lac
2109 , 5BZGJ1324+5739 , BL Lac-galaxy dominated
2110 , 5BZQJ1324-3623 , FSRQ
2111 , 5BZBJ1324+4048 , BL Lac
2112 , 5BZQJ1324-1049 , FSRQ
2113 , 5BZQJ1324+4743 , FSRQ
2114 , 5BZQJ1325-0804 , FSRQ
2115 , 5BZQJ1325+1123 , FSRQ
2116 , 5BZUJ1325-4301 , Blazar Uncertain type
2117 , 5BZBJ1325+6621 , BL Lac
2118 , 5BZBJ1325-3001 , BL Lac Candidate
2119 , 5BZBJ1325-0228 , BL Lac
2120 , 5BZBJ1325+4115 , BL Lac
2121 , 5BZBJ1326+2933 , BL Lac
2122 , 5BZGJ1326+1229 , BL Lac-galaxy dominated
2123 , 5BZBJ1326-5256 , BL Lac
2124 , 5BZQJ1326-0500 , FSRQ
2125 , 5BZQJ1327+2210 , FSRQ
2126 , 5BZQJ1327+5008 , FSRQ
2127 , 5BZQJ1327-1336 , FSRQ
2128 , 5BZBJ1327+2527 , BL Lac
2129 , 5BZBJ1327+6458 , BL Lac
2130 , 5BZBJ1328+1129 , BL Lac
2131 , 5BZBJ1328+1145 , BL Lac
2132 , 5BZUJ1329-5608 , Blazar Uncertain type
2133 , 5BZGJ1329-2640 , BL Lac-galaxy dominated
2134 , 5BZBJ1329+3154 , BL Lac Candidate
2135 , 5BZQJ1330+5414 , FSRQ
2136 , 5BZQJ1330-3122 , FSRQ
2137 , 5BZBJ1330+4441 , BL Lac
2138 , 5BZBJ1330+7001 , BL Lac
2139 , 5BZBJ1330+2415 , BL Lac
2140 , 5BZBJ1330+5655 , BL Lac
2141 , 5BZUJ1330+5202 , Blazar Uncertain type
2142 , 5BZGJ1331+5655 , BL Lac-galaxy dominated
2143 , 5BZBJ1331-0022 , BL Lac
2144 , 5BZQJ1331-2639 , FSRQ
2145 , 5BZQJ1331-0341 , FSRQ
2146 , 5BZBJ1331+1712 , BL Lac
2147 , 5BZQJ1332-0509 , FSRQ
2148 , 5BZQJ1332-1256 , FSRQ
2149 , 5BZQJ1332+4722 , FSRQ
2150 , 5BZQJ1333+2725 , FSRQ
2151 , 5BZQJ1333-3324 , FSRQ
2152 , 5BZBJ1333-1436 , BL Lac
2153 , 5BZBJ1333+6235 , BL Lac
2154 , 5BZQJ1333+1649 , FSRQ
2155 , 5BZUJ1333+5057 , Blazar Uncertain type
2156 , 5BZUJ1334-1150 , Blazar Uncertain type
2157 , 5BZQJ1334+5631 , FSRQ
2158 , 5BZQJ1335+4542 , FSRQ
2159 , 5BZBJ1335-2950 , BL Lac
2160 , 5BZBJ1335-0511 , BL Lac Candidate
2161 , 5BZBJ1336+2105 , BL Lac
2162 , 5BZGJ1336-0829 , BL Lac-galaxy dominated
2163 , 5BZBJ1336+2319 , BL Lac
2164 , 5BZQJ1337-1319 , FSRQ
2165 , 5BZQJ1337+6532 , FSRQ
2166 , 5BZBJ1337+0035 , BL Lac
2167 , 5BZQJ1337-1257 , FSRQ
2168 , 5BZQJ1337+5501 , FSRQ
2169 , 5BZBJ1338+1153 , BL Lac
2170 , 5BZUJ1339-2401 , Blazar Uncertain type
2171 , 5BZBJ1339+0800 , BL Lac
2172 , 5BZQJ1339-2620 , FSRQ
2173 , 5BZQJ1340-0137 , FSRQ
2174 , 5BZBJ1340+2743 , BL Lac Candidate
2175 , 5BZBJ1340+4410 , BL Lac
2176 , 5BZUJ1340+3600 , Blazar Uncertain type
2177 , 5BZBJ1340-0148 , BL Lac
2178 , 5BZGJ1341+3959 , BL Lac-galaxy dominated
2179 , 5BZQJ1341+2816 , FSRQ
2180 , 5BZBJ1341+5514 , BL Lac
2181 , 5BZGJ1341+3716 , BL Lac-galaxy dominated
2182 , 5BZBJ1341+1905 , BL Lac
2183 , 5BZQJ1342-2051 , FSRQ
2184 , 5BZQJ1342-3240 , FSRQ
2185 , 5BZQJ1342+2709 , FSRQ
2186 , 5BZQJ1342-2900 , FSRQ
2187 , 5BZQJ1343+2844 , FSRQ
2188 , 5BZQJ1343+6602 , FSRQ
2189 , 5BZQJ1343+5754 , FSRQ
2190 , 5BZQJ1344+6606 , FSRQ
2191 , 5BZQJ1344-1723 , FSRQ
2192 , 5BZUJ1345+4125 , Blazar Uncertain type
2193 , 5BZQJ1345+4452 , FSRQ
2194 , 5BZUJ1345+5332 , Blazar Uncertain type
2195 , 5BZQJ1345+0706 , FSRQ
2196 , 5BZGJ1346+2440 , BL Lac-galaxy dominated
2197 , 5BZQJ1346-2839 , FSRQ
2198 , 5BZQJ1347+1835 , FSRQ
2199 , 5BZUJ1347+3012 , Blazar Uncertain type
2200 , 5BZQJ1347-3750 , FSRQ
2201 , 5BZGJ1348+0756 , BL Lac-galaxy dominated
2202 , 5BZQJ1349-1110 , FSRQ
2203 , 5BZBJ1349-1413 , BL Lac
2204 , 5BZQJ1349-1132 , FSRQ
2205 , 5BZQJ1349+5341 , FSRQ
2206 , 5BZGJ1350+0940 , BL Lac-galaxy dominated
2207 , 5BZGJ1350-1634 , BL Lac-galaxy dominated
2208 , 5BZQJ1350+3034 , FSRQ
2209 , 5BZQJ1351+0031 , FSRQ
2210 , 5BZQJ1351+0830 , FSRQ
2211 , 5BZBJ1351+1114 , BL Lac
2212 , 5BZUJ1351-2912 , Blazar Uncertain type
2213 , 5BZBJ1351+5542 , BL Lac
2214 , 5BZBJ1352-4412 , BL Lac
2215 , 5BZUJ1353+0443 , Blazar Uncertain type
2216 , 5BZGJ1353+3741 , BL Lac-galaxy dominated
2217 , 5BZBJ1353+1435 , BL Lac
2218 , 5BZQJ1353+7532 , FSRQ
2219 , 5BZBJ1353+5600 , BL Lac
2220 , 5BZQJ1353+4310 , FSRQ
2221 , 5BZQJ1353+0151 , FSRQ
2222 , 5BZQJ1354-0206 , FSRQ
2223 , 5BZBJ1354+3706 , BL Lac
2224 , 5BZBJ1354+0622 , BL Lac
2225 , 5BZQJ1354-1041 , FSRQ
2226 , 5BZGJ1356-3421 , BL Lac-galaxy dominated
2227 , 5BZQJ1356+4136 , FSRQ
2228 , 5BZQJ1356-1101 , FSRQ
2229 , 5BZQJ1357+1919 , FSRQ
2230 , 5BZQJ1357-1744 , FSRQ
2231 , 5BZQJ1357-1527 , FSRQ
2232 , 5BZBJ1357-0146 , BL Lac
2233 , 5BZBJ1357+0128 , BL Lac
2234 , 5BZQJ1357+7643 , FSRQ
2235 , 5BZQJ1359+5544 , FSRQ
2236 , 5BZBJ1359-0200 , BL Lac
2237 , 5BZQJ1359+0159 , FSRQ
2238 , 5BZQJ1359+4011 , FSRQ
2239 , 5BZBJ1359-3746 , BL Lac
2240 , 5BZQJ1359+1436 , FSRQ
2241 , 5BZQJ1400-1858 , FSRQ
2242 , 5BZQJ1400+0425 , FSRQ
2243 , 5BZQJ1401-0916 , FSRQ
2244 , 5BZBJ1401+5209 , BL Lac
2245 , 5BZQJ1401-3004 , FSRQ
2246 , 5BZBJ1401+3611 , BL Lac
2247 , 5BZQJ1401+5835 , FSRQ
2248 , 5BZQJ1402-2822 , FSRQ
2249 , 5BZQJ1402-3334 , FSRQ
2250 , 5BZBJ1402+1559 , BL Lac
2251 , 5BZQJ1404-0013 , FSRQ
2252 , 5BZGJ1404+2701 , BL Lac-galaxy dominated
2253 , 5BZQJ1404-0130 , FSRQ
2254 , 5BZBJ1404+6554 , BL Lac
2255 , 5BZBJ1404+0402 , BL Lac
2256 , 5BZQJ1405+0415 , FSRQ
2257 , 5BZQJ1405-1440 , FSRQ
2258 , 5BZQJ1406-0848 , FSRQ
2259 , 5BZBJ1406+1236 , BL Lac
2260 , 5BZBJ1406-3935 , BL Lac
2261 , 5BZBJ1406+5308 , BL Lac
2262 , 5BZQJ1406+3433 , FSRQ
2263 , 5BZBJ1406+1642 , BL Lac
2264 , 5BZGJ1407+2827 , BL Lac-galaxy dominated
2265 , 5BZGJ1407-2701 , BL Lac-galaxy dominated
2266 , 5BZQJ1407-3431 , FSRQ
2267 , 5BZQJ1408+6854 , FSRQ
2268 , 5BZQJ1408-2900 , FSRQ
2269 , 5BZQJ1408-0752 , FSRQ
2270 , 5BZBJ1409+1352 , BL Lac
