id , BZCAT5 Source name , Other name , BZCAT name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density 5.0GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2805 , 5BZBJ1725+1152 , 1H 1720+117  , BZBJ1725+1152  , 261.26817 , 11.87089 ,  ,  , 14.9 , BL Lac , 120 , 144 ,  , 11.5 , 3.7e-9
2806 , 5BZBJ1725+5851 , 1FGL_J1725.5+5854 , BZBJ1725+5851  , 261.39587 , 58.86106 ,  ,  , 17.6 , BL Lac , 76 , 55 ,  ,  , 5e-10
2807 , 5BZQJ1726+3213 , GB6J1726+3213  , BZQJ1726+3213  , 261.64633 , 32.22306 , 1.09 ,  , 17.6 , QSO RLoud flat radio sp. , 126 , 192 ,  , 1.14 , 
2808 , 5BZBJ1726+5955 , 2E1726.0+5958  , BZBJ1726+5955  , 261.66837 , 59.93036 ,  ,  , 20.3 , BL Lac , 13 ,  ,  , 0.33 , 
2809 , 5BZGJ1727+5510 , GB6B1726+5513  , BZQJ1727+5510  , 261.84779 , 55.18153 , 0.247 ,  , 17.2 , BL Lac-galaxy dominated , 144 , 274 ,  , 0.95 , 
2810 , 5BZQJ1727+4530 , S41726+45  , BZQJ1727+4530  , 261.86521 , 45.51103 , 0.717 ,  , 18.5 , QSO RLoud flat radio sp. , 914 , 935 ,  , 0.27 , 1.5e-9
2811 , 5BZQJ1728+1215 , GC1725+12  , BZQJ1728+1215  , 262.02938 , 12.26097 , 0.583 ,  , 19.5 , QSO RLoud flat radio sp. , 346 , 881 ,  ,  , 7e-10
2812 , 5BZBJ1728+5013 , I ZW 187  , BZBJ1728+5013  , 262.07758 , 50.21958 , 0.055 ,  , 13.9 , BL Lac , 201 , 145 ,  , 20.4 , 8e-10
2813 , 5BZQJ1728+0427 , PKS 1725+044  , BZQJ1728+0427  , 262.10396 , 4.45136 , 0.293 ,  , 17.7 , QSO RLoud flat radio sp. , 682 , 885 , 858 , 0.44 , 1.3e-9
2814 , 5BZQJ1728+3838 , B3 1727+386  , BZQJ1728+3838  , 262.24642 , 38.64067 , 1.386 ,  , 16.6 , QSO RLoud flat radio sp. , 241 , 219 ,  , 0.45 , 
2815 , 5BZBJ1729+5255 , 1RXSJ172918.8+525559 , BZBJ1729+5255  , 262.32817 , 52.93314 , 0.349 ,  , 18 , BL Lac , 16 ,  ,  , 0.72 , 
2816 , 5BZQJ1730+0024 , PLCKERC217G023.78+18.10 , BZQJ1730+0024  , 262.64583 , 0.41075 , 1.335 ,  , 18.7 , QSO RLoud flat radio sp. , 214 , 189 ,  ,  , 2.2e-9
2817 , 5BZGJ1730+3714 , GB6J17307+3714  , BZBJ1730+3714  , 262.696 , 37.24867 , 0.204 ,  , 17.4 , BL Lac-galaxy dominated , 102 , 78 ,  , 0.5 , 6e-10
2818 , 5BZUJ1731-3003 , 2FGLJ1731.8-3004 ,  , 262.94529 , -30.05247 ,  ,  ,  , Blazar Uncertain type , 91 ,  ,  ,  , 3.2e-9
2819 , 5BZQJ1732-7200 , CRATESJ173214-720055 ,  , 263.04763 , -72.01114 , 0.62 ,  , 17.2 , QSO RLoud flat radio sp. , 230 , 170 ,  ,  , 
2820 , 5BZQJ1732-5553 , CRATESJ173225-555401 ,  , 263.11771 , -55.89761 , 2.154 ,  , 18.5 , QSO RLoud flat radio sp. , 172 , 143 ,  ,  , 
2821 , 5BZQJ1733-1304 , NRAO 530  , BZQJ1733-1304  , 263.26129 , -13.08042 , 0.902 ,  , 17.8 , QSO RLoud flat radio sp. , 5990 , 6691 , 2220 , 1.64 , 3.1e-9
2822 , 5BZGJ1733+4519 , BZBJ1733+4519  , BZBJ1733+4519  , 263.37012 , 45.33083 , 0.317 ,  , 18.4 , BL Lac-galaxy dominated , 34 , 19 ,  , 0.38 , 
2823 , 5BZQJ1733-7935 , PKS1725-795  , BZQJ1733-7935  , 263.41958 , -79.59881 , 0.876 ,  , 17.6 , QSO RLoud flat radio sp. , 354 , 382 ,  ,  , 
2824 , 5BZQJ1734+3857 , 1Jy1732+389  , BZQJ1734+3857  , 263.58575 , 38.96428 , 0.976 ,  , 19.5 , QSO RLoud flat radio sp. , 796 , 557 , 910 , 0.13 , 3.6e-9
2825 , 5BZUJ1734+0926 , PKS 1732+094  , BZUJ1734+0926  , 263.74325 , 9.44953 , 0.735 ,  ?  , 20.8 , Blazar Uncertain type , 1088 , 897 ,  ,  , 
2826 , 5BZBJ1735+5650 , BZBJ1735+5650  , BZBJ1735+5650  , 263.79508 , 56.83964 , 0.388 ,  , 20.1 , BL Lac , 47 , 31 ,  ,  , 
2827 , 5BZQJ1735+3616 , S4 1734+36  , BZQJ1735+3616  , 263.95038 , 36.27933 , 0.803 ,  , 19.8 , QSO RLoud flat radio sp. , 336 , 334 , 377 , 0.44 , 
2828 , 5BZBJ1736+2033 , 2FGLJ1735.9+2033 ,  , 264.02188 , 20.55031 ,  ,  , 17.9 , BL Lac Candidate , 25 ,  ,  , 0.17 , 9e-10
2829 , 5BZQJ1736+0631 , BZQJ1736+0631  , BZQJ1736+0631  , 264.11908 , 6.52986 , 2.387 ,  , 20.1 , QSO RLoud flat radio sp. , 49 , 88 ,  ,  , 7e-10
2830 , 5BZQJ1737+0621 , PKS 1734+063  , BZQJ1737+0621  , 264.30721 , 6.351 , 1.207 ,  , 19.8 , QSO RLoud flat radio sp. , 886 , 763 ,  , 0.42 , 7e-10
2831 , 5BZBJ1737+5702 , SDSSJ173719.14+570216.5 , BZBJ1737+5702  , 264.32975 , 57.03789 ,  ,  , 20.2 , BL Lac , 12 ,  ,  ,  , 
2832 , 5BZQJ1738-5334 , 1WGAJ1738.6-5333 , BZQJ1738-5334  , 264.66167 , -53.56944 , 1.721 ,  , 15.9 , QSO RLoud flat radio sp. , 166 , 307 ,  , 0.21 , 
2833 , 5BZQJ1738+3224 , GB6J1738+3224  , BZQJ1738+3224  , 264.66875 , 32.4025 , 0.126 ,  , 15.8 , QSO RLoud flat radio sp. , 161 , 142 ,  , 1.13 , 
2834 , 5BZQJ1739+4955 , S41738+499  , BZQJ1739+4955  , 264.86412 , 49.91761 , 1.545 ,  , 18.2 , QSO RLoud flat radio sp. , 531 , 428 , 446 , 0.26 , 1.2e-9
2835 , 5BZQJ1739+3358 , B2 1737+33C  , BZQJ1739+3358  , 264.89733 , 33.96894 , 1.625 ,  , 19.3 , QSO RLoud flat radio sp. , 167 , 185 ,  ,  , 
2836 , 5BZBJ1739+4737 , S41738+476  , BZBJ1739+4737  , 264.98804 , 47.63289 ,  ,  , 18.8 , BL Lac , 759 , 818 , 321 , 0.14 , 6e-10
2837 , 5BZQJ1740+4506 , 1RXSJ174004.6+450703 , BZQJ1740+4506  , 265.02654 , 45.114 , 2.788 ,  , 17.9 , QSO RLoud flat radio sp. , 271 , 192 ,  , 0.08 , 
2838 , 5BZQJ1740+5211 , 4C51.37  , BZQJ1740+5211  , 265.15408 , 52.19539 , 1.381 ,  , 17.2 , QSO RLoud flat radio sp. , 807 , 1699 , 748 , 0.58 , 2.5e-9
2839 , 5BZQJ1740+4348 , GB6B1739+4349  , BZQJ1740+4348  , 265.20396 , 43.8045 , 2.246 ,  , 19.3 , QSO RLoud flat radio sp. , 111 , 196 ,  ,  , 
2840 , 5BZBJ1741+7224 , BZBJ1741+7224  , BZBJ1741+7224  , 265.34537 , 72.41442 , 0.22 ,  , 15.8 , BL Lac Candidate , 88 , 52 ,  ,  , 
2841 , 5BZBJ1742+5945 , GB6B1741+5946  , BZBJ1742+5945  , 265.63333 , 59.75189 ,  ,  , 17 , BL Lac , 106 , 88 ,  , 0.16 , 5e-10
2842 , 5BZQJ1743+3747 , GB6J1743+3747  , BZQJ1743+3747  , 265.94854 , 37.79828 , 1.958 ,  , 20.1 , QSO RLoud flat radio sp. , 212 , 261 ,  ,  , 
2843 , 5BZGJ1743+1935 , 1ES1741+196  , BZBJ1743+1935  , 265.99096 , 19.58583 , 0.084 ,  , 12.7 , BL Lac-galaxy dominated , 301 , 353 ,  , 4.23 , 6e-10
2844 , 5BZQJ1743-0350 , 1Jy1741-038  , BZQJ1743-0350  , 265.99525 , -3.83461 , 1.057 ,  , 18.7 , QSO RLoud flat radio sp. , 1411 , 2369 , 1354 , 1.03 , 
2845 , 5BZBJ1744-0518 , BZBJ1744-0518  , BZBJ1744-0518  , 266.08708 , -5.31133 , 0.31 ,  , 21.6 , BL Lac , 197 , 82 ,  , 0.05 , 
2846 , 5BZQJ1745+2252 , GB6B1742+2253  , BZQJ1745+2252  , 266.26946 , 22.88003 , 1.884 ,  , 20.1 , QSO RLoud flat radio sp. , 193 , 185 ,  ,  , 3e-10
2847 , 5BZBJ1745-0753 , 1RXSJ174525.9-075303 , BZBJ1745-0753  , 266.36292 , -7.88442 ,  ,  , 17.3 , BL Lac , 1182 , 1410 ,  , 0.28 , 1e-9
2848 , 5BZQJ1745+1720 , PKS 1743+173  , BZQJ1745+1720  , 266.39671 , 17.33372 , 1.702 ,  , 19.3 , QSO RLoud flat radio sp. , 1062 , 690 ,  ,  , 
2849 , 5BZGJ1745+3951 , B2.3 1743+39C  , BZBJ1745+3951  , 266.40658 , 39.85861 , 0.267 ,  , 15.9 , BL Lac-galaxy dominated , 636 , 249 ,  , 0.75 , 
2850 , 5BZBJ1746+5028 , 1ES1745+504  , BZBJ1746+5028  , 266.63487 , 50.46964 ,  ,  , 19.9 , BL Lac Candidate , 3 ,  ,  , 0.4 , 
2851 , 5BZBJ1747+4937 , 1RXSJ174702.0+493803 , BZBJ1747+4937  , 266.76083 , 49.63306 , 0.46 ,  , 19.6 , BL Lac , 7 ,  ,  , 1.3 , 
2852 , 5BZBJ1747+4658 , GB6J1747+4659  , BZBJ1747+4658  , 266.86104 , 46.98081 ,  ,  , 21.2 , BL Lac , 305 , 669 ,  , 0.17 , 
2853 , 5BZQJ1747+2324 , GB6J1747+2324  , BZQJ1747+2324  , 266.95862 , 23.41075 , 2.203 ,  , 17.8 , QSO RLoud flat radio sp. , 121 , 128 ,  ,  , 3e-10
2854 , 5BZQJ1748+3404 , GB6J1748+3404  , BZQJ1748+3404  , 267.02425 , 34.067 , 2.763 ,  , 19.1 , QSO RLoud flat radio sp. , 190 , 179 ,  ,  , 
2855 , 5BZBJ1748+7005 , 1Jy1749+701  , BZBJ1748+7005  , 267.13683 , 70.09744 , 0.77 ,  ?  , 15.6 , BL Lac , 735 , 715 , 350 , 0.72 , 2.1e-9
2856 , 5BZBJ1749+4321 , B31747+433  , BZBJ1749+4321  , 267.2515 , 43.36425 ,  ,  , 18.1 , BL Lac , 279 , 321 ,  , 0.18 , 1.3e-9
2857 , 5BZQJ1749-6258 , CRATESJ174923-625834 ,  , 267.35712 , -62.97192 , 1.215 ,  , 17.8 , QSO RLoud flat radio sp. , 263 , 253 ,  ,  , 
2858 , 5BZGJ1750+4700 , PGC2290979  , BZBJ1750+4700  , 267.52088 , 47.01206 , 0.16 ,  , 17.2 , BL Lac-galaxy dominated , 99 , 46 ,  , 2.03 , 
2859 , 5BZBJ1751+0939 , OT 081  , BZUJ1751+0939  , 267.88675 , 9.65019 , 0.322 ,  , 17 , BL Lac , 623 , 2455 , 2908 , 1.18 , 4.6e-9
2860 , 5BZQJ1752+1734 , TEX 1750+175  , BZQJ1752+1734  , 268.19167 , 17.57233 , 0.505 ,  , 16.4 , QSO RLoud flat radio sp. , 341 , 437 ,  , 0.94 , 
2861 , 5BZQJ1753+4409 , S41751+441  , BZQJ1753+4409  , 268.34437 , 44.16269 , 0.871 ,  , 19.6 , QSO RLoud flat radio sp. , 766 , 1000 ,  , 0.36 , 
2862 , 5BZQJ1753+2848 , GB6J1753+2847  , BZQJ1753+2848  , 268.42696 , 28.80136 , 1.118 ,  , 20.3 , QSO RLoud flat radio sp. , 414 , 511 ,  , 0.28 , 
2863 , 5BZBJ1754+3212 , 1RXSJ175411.2+321242 , BZBJ1754+3212  , 268.54921 , 32.20644 ,  ,  , 16.2 , BL Lac , 64 , 41 ,  , 0.73 , 2.4e-9
2864 , 5BZBJ1754-6423 , 2FGLJ1755.5-6423 ,  , 268.675 , -64.39606 ,  ,  , 17.7 , BL Lac , 185 , 111 ,  ,  , 5e-10
2865 , 5BZGJ1755+6236 , GB6B1755+6237  , BZUJ1755+6236  , 268.95183 , 62.61225 , 0.027 ,  , 9.3 , BL Lac-galaxy dominated , 288 , 203 ,  , 0.78 , 
2866 , 5BZQJ1756+5748 , S4 1755+57  , BZQJ1756+5748  , 269.01513 , 57.81333 , 2.11 ,  , 18.5 , QSO RLoud flat radio sp. , 742 , 463 ,  , 0.16 , 
2867 , 5BZBJ1756+5522 , 1FGL_J1756.6+5524 , BZBJ1756+5522  , 269.06621 , 55.37169 ,  ,  , 16.9 , BL Lac , 16 ,  ,  , 6.84 , 5e-10
2868 , 5BZQJ1756+1553 , MC3 1754+159  , BZQJ1756+1553  , 269.14054 , 15.8955 , 0.547 ,  , 18.1 , QSO RLoud flat radio sp. , 567 , 631 ,  ,  , 
2869 , 5BZBJ1757+7033 , MS1757.7+7034  , BZBJ1757+7033  , 269.30517 , 70.56039 , 0.407 ,  , 18 , BL Lac , 10 ,  ,  , 4.02 , 
2870 , 5BZGJ1757+5523 , BZUJ1757+5523  , BZUJ1757+5523  , 269.36779 , 55.38669 , 0.065 ,  , 14.8 , BL Lac-galaxy dominated , 79 , 73 ,  , 0.09 , 
2871 , 5BZQJ1759+2343 , PKS 1756+237  , BZQJ1759+2343  , 269.7515 , 23.72972 , 1.721 ,  , 15.7 , QSO RLoud flat radio sp. , 738 , 929 ,  , 0.19 , 
2872 , 5BZBJ1759+7037 , BZBJ1759+7037  , BZBJ1759+7037  , 269.95421 , 70.62258 ,  ,  , 18.7 , BL Lac Candidate , 10 ,  ,  , 1.25 , 
2873 , 5BZQJ1800+3848 , S41758+3  , BZQJ1800+3848  , 270.10321 , 38.80853 , 2.092 ,  , 17.5 , QSO RLoud flat radio sp. , 326 , 735 ,  , 0.68 , 
2874 , 5BZBJ1800+6126 , 87GB17599+6126  , BZBJ1800+6126  , 270.10483 , 61.43708 ,  ,  , 19.4 , BL Lac Candidate , 23 , 30 ,  ,  , 
2875 , 5BZBJ1800+7828 , S51803+784  , BZBJ1800+7828  , 270.19033 , 78.46778 , 0.68 ,  , 17.1 , BL Lac , 2223 , 2633 , 1319 , 0.79 , 4.4e-9
2876 , 5BZQJ1801+4404 , 1Jy1800+440  , BZQJ1801+4404  , 270.38463 , 44.07275 , 0.663 ,  , 15.7 , QSO RLoud flat radio sp. , 727 , 1193 , 620 , 0.68 , 4e-10
2877 , 5BZQJ1802-4925 , PKS 1758-494  , BZQJ1802-4925  , 270.541 , -49.41978 , 2.286 ,  , 17.7 , QSO RLoud flat radio sp. , 664 , 530 ,  ,  , 
2878 , 5BZGJ1802+4819 , 1RXSJ180230.1+481957 , BZQJ1802+4819  , 270.63138 , 48.32806 , 0.129 ,  , 17.2 , BL Lac-galaxy dominated , 20 , 33 ,  , 0.26 , 
2879 , 5BZQJ1802-3940 , PLCKERC217G352.45-08.42 , BZQJ1802-3940  , 270.67783 , -39.66886 , 1.319 ,  , 17.3 , QSO RLoud flat radio sp. , 2273 , 1950 , 1470 , 0.54 , 1.69e-8
2880 , 5BZQJ1803-6507 , PKS1758-651  ,  , 270.84792 , -65.12689 , 1.198 ,  , 16.6 , QSO RLoud flat radio sp. , 636 , 780 , 476 ,  , 
2881 , 5BZQJ1803+0934 , CRATESJ180333+093412 , BZQJ1803+0934  , 270.89021 , 9.57386 , 0.683 ,  , 20.5 , QSO RLoud flat radio sp. , 161 , 155 ,  ,  , 
2882 , 5BZBJ1803+6548 , GB6B1803+6548  , BZBJ1803+6548  , 270.97633 , 65.80697 , 0.085 ,  ?  , 20 , BL Lac Candidate , 40 , 23 ,  , 0.19 , 
2883 , 5BZQJ1803+0341 , BZQJ1803+0341  , BZQJ1803+0341  , 270.9845 , 3.68544 , 1.42 ,  , 17.7 , QSO RLoud flat radio sp. , 274 , 239 , 403 ,  , 1.1e-9
2884 , 5BZGJ1804+0042 , 1RXSJ180408.7+004229 , BZUJ1804+0042  , 271.037 , 0.70614 , 0.07 ,  ?  , 16.6 , BL Lac-galaxy dominated , 171 , 155 ,  , 5.07 , 
2885 , 5BZQJ1804+0101 , PKS 1801+01  , BZQJ1804+0101  , 271.06658 , 1.02567 , 1.522 ,  , 17.7 , QSO RLoud flat radio sp. , 878 , 1350 ,  ,  , 
2886 , 5BZUJ1804+1755 , TEX1802+179  , BZQJ1804+1755  , 271.17725 , 17.93303 , 0.435 ,  , 17.6 , Blazar Uncertain type , 218 , 92 ,  , 0.12 , 
2887 , 5BZBJ1806+6949 , 3C371  , BZBJ1806+6949  , 271.71117 , 69.82447 , 0.046 ,  , 11.1 , BL Lac , 1886 , 2122 ,  , 1.89 , 3.8e-9
2888 , 5BZQJ1807+2204 , CRATESJ180738+220452 , BZQJ1807+2204  , 271.91171 , 22.08233 , 0.798 ,  , 16.4 , QSO RLoud flat radio sp. , 66 , 154 ,  , 0.28 , 
2889 , 5BZQJ1807-6413 , CGRaBSJ1807-6413 , BZQJ1807-6413  , 271.97512 , -64.23058 , 1.016 ,  , 17.5 , QSO RLoud flat radio sp. , 95 , 171 ,  ,  , 
2890 , 5BZBJ1808+4649 , 1RXSJ180800.5+464957 , BZBJ1808+4649  , 272.005 , 46.82806 ,  ,  , 18.3 , BL Lac , 64 , 57 ,  , 0.35 , 
2891 , 5BZQJ1808-5011 , 1WGAJ1808.2-5011 , BZQJ1808-5011  , 272.05762 , -50.19814 , 1.606 ,  , 20.4 , QSO RLoud flat radio sp. , 316 , 425 , 376 , 0.17 , 
2892 , 5BZQJ1808+4542 , S4 1806+45  , BZQJ1808+4542  , 272.09121 , 45.70581 , 0.83 ,  , 19.2 , QSO RLoud flat radio sp. , 292 , 351 ,  , 0.3 , 
2893 , 5BZBJ1809+2041 , GB6B1807+2041  ,  , 272.35592 , 20.69197 ,  ,  , 16.9 , BL Lac , 52 , 73 ,  , 0.66 , 6e-10
2894 , 5BZQJ1809+1849 , CRATESJ180945+184846 , BZQJ1809+1849  , 272.43888 , 18.8175 , 0.928 ,  , 18.8 , QSO RLoud flat radio sp. , 148 , 104 ,  , 0.13 , 
2895 , 5BZBJ1809+2910 , 1FGL_J1809.6+2908 , BZBJ1809+2910  , 272.43912 , 29.17219 ,  ,  , 16.8 , BL Lac , 82 , 108 ,  ,  , 1.2e-9
2896 , 5BZUJ1809-4552 , PKS 1806-458  , BZUJ1809-4552  , 272.49112 , -45.87806 , 0.07 ,  , 13.3 , Blazar Uncertain type , 1271 , 1097 , 1376 , 1.61 , 
2897 , 5BZBJ1810+1608 , GB6J1810+1608  , BZBJ1810+1608  , 272.70908 , 16.13911 ,  ,  , 18.8 , BL Lac , 33 , 37 ,  ,  , 1.1e-9
2898 , 5BZBJ1811+0341 , 2FGLJ1811.3+0339 , BZBJ1811+0341  , 272.82513 , 3.68717 ,  ,  , 17.4 , BL Lac Candidate , 21 ,  ,  , 0.59 , 9e-10
2899 , 5BZBJ1811+1704 , GB6J1811+1705  , BZBJ1811+1704  , 272.92992 , 17.08258 ,  ,  , 18.9 , BL Lac Candidate , 132 , 381 ,  , 0.32 , 
2900 , 5BZBJ1811+4416 , RGBJ1811+442  , BZBJ1811+4416  , 272.97288 , 44.27436 ,  ,  , 20.1 , BL Lac , 73 , 28 ,  , 0.45 , 
2901 , 5BZQJ1813+4304 , 4C 43.48  , BZQJ1813+4304  , 273.31121 , 43.07103 , 1.088 ,  , 20.4 , QSO RLoud flat radio sp. , 1031 , 510 ,  ,  , 
2902 , 5BZBJ1813+0615 , 2FGLJ1813.7+0617 , BZBJ1813+0615  , 273.38921 , 6.26167 ,  ,  , 18 , BL Lac , 190 , 336 , 255 ,  , 9e-10
2903 , 5BZBJ1813+3144 , EXO1811.7+3143  , BZBJ1813+3144  , 273.39667 , 31.73825 , 0.117 ,  , 15.2 , BL Lac Candidate , 191 , 127 ,  , 0.59 , 1.8e-9
2904 , 5BZQJ1813+2952 , B2 1811+29  , BZQJ1813+2952  , 273.40529 , 29.87719 , 1.351 ,  , 19.8 , QSO RLoud flat radio sp. , 291 , 298 ,  ,  , 
2905 , 5BZQJ1814+4113 , S4 1812+41  , BZQJ1814+4113  , 273.59462 , 41.21822 , 1.564 ,  , 18.6 , QSO RLoud flat radio sp. , 724 , 517 ,  ,  , 
2906 , 5BZQJ1815+1623 , GB6J1815+1623  , BZQJ1815+1623  , 273.81188 , 16.39608 , 0.742 ,  , 16.8 , QSO RLoud flat radio sp. , 118 , 103 ,  ,  , 
2907 , 5BZQJ1815-7001 , CGRaBSJ1815-7001 , BZQJ1815-7001  , 273.96579 , -70.0275 , 0.745 ,  , 18.9 , QSO RLoud flat radio sp. , 118 , 209 ,  ,  , 
2908 , 5BZQJ1818+5017 , BZQJ1818+5017  , BZQJ1818+5017  , 274.62717 , 50.28881 , 1.395 ,  , 18.3 , QSO RLoud flat radio sp. , 176 , 130 ,  ,  , 
2909 , 5BZQJ1818+0903 , 2FGLJ1818.6+0903 , BZQJ1818+0903  , 274.66692 , 9.06283 , 0.354 ,  , 18.5 , QSO RLoud flat radio sp. , 75 , 97 ,  ,  , 1.8e-9
2910 , 5BZUJ1819-6345 , PKS1814-63  , BZUJ1819-6345  , 274.89583 , -63.76339 , 0.063 ,  , 13.4 , Blazar Uncertain type , 19532 , 4506 ,  , 1.24 , 
2911 , 5BZUJ1819-5521 , PKS1815-553  ,  , 274.93917 , -55.35575 , 1.629 ,  , 19.6 , Blazar Uncertain type , 672 , 1124 ,  , 0.14 , 
2912 , 5BZGJ1823+7938 , S51826+796  , BZQJ1823+7938  , 275.80879 , 79.64694 , 0.224 ,  , 17.5 , BL Lac-galaxy dominated , 296 , 577 ,  ,  , 
2913 , 5BZBJ1823+6857 , GB6J1823+6857  , BZBJ1823+6857  , 275.88687 , 68.96461 ,  ,  , 19 , BL Lac , 219 , 182 ,  , 0.06 , 8e-10
2914 , 5BZUJ1823-3454 , SAO210081  ,  , 275.91079 , -34.90333 ,  ,  ,  , Blazar Uncertain type , 132 , 119 ,  , 0.12 , 
2915 , 5BZQJ1824+1044 , PKS 1821+10  , BZQJ1824+1044  , 276.01192 , 10.73994 , 1.36 ,  , 16.5 , QSO RLoud flat radio sp. , 968 , 1232 ,  , 0.42 , 
2916 , 5BZBJ1824+5651 , 4C56.27  , BZBJ1824+5651  , 276.02946 , 56.85042 , 0.663 ,  , 17.5 , BL Lac , 1412 , 1263 , 902 , 1.17 , 2.6e-9
2917 , 5BZQJ1826-3650 , 1WGAJ1826.1-3650 , BZQJ1826-3650  , 276.53388 , -36.84714 , 0.888 ,  , 18.8 , QSO RLoud flat radio sp. , 513 , 552 ,  , 0.22 , 
2918 , 5BZQJ1826+0149 , BZQJ1826+0149  , BZQJ1826+0149  , 276.60442 , 1.82781 , 1.771 ,  , 20.5 , QSO RLoud flat radio sp. , 514 , 943 ,  , 0.13 , 
2919 , 5BZQJ1826+3431 , S4 1825+34  , BZQJ1826+3431  , 276.74992 , 34.52058 , 1.814 ,  , 16.2 , QSO RLoud flat radio sp. , 470 , 331 ,  ,  , 
2920 , 5BZQJ1827-4533 , PKS 1823-455  , BZQJ1827-4533  , 276.79267 , -45.55278 , 1.244 ,  , 17.4 , QSO RLoud flat radio sp. , 820 , 451 ,  , 0.3 , 
2921 , 5BZQJ1829-5813 , PLCKERC217G336.83-20.02 , BZQJ1829-5813  , 277.30167 , -58.23194 , 1.531 ,  , 18.8 , QSO RLoud flat radio sp. , 791 , 735 , 400 , 0.71 , 
2922 , 5BZUJ1829+2729 , 2FGLJ1829.1+2725 ,  , 277.30817 , 27.48411 ,  ,  , 16.4 , Blazar Uncertain type , 30 , 58 ,  ,  , 8e-10
2923 , 5BZBJ1829+5402 , GB6J1829+5403  , BZBJ1829+5402  , 277.35121 , 54.04994 ,  ,  , 17.2 , BL Lac , 25 , 28 ,  , 0.92 , 7e-10
2924 , 5BZUJ1829+4844 , 3C380.0  , BZUJ1829+4844  , 277.38242 , 48.74617 , 0.695 ,  , 16.7 , Blazar Uncertain type , 13753 , 5519 , 1008 , 2.2 , 1.4e-9
2925 , 5BZBJ1830+1324 , GB6J1830+1324  ,  , 277.50317 , 13.40397 ,  ,  , 17.7 , BL Lac , 95 , 96 ,  ,  , 8e-10
2926 , 5BZQJ1830+0619 , PCCS1217G036.16+07.61 , BZQJ1830+0619  , 277.52475 , 6.32111 , 0.745 ,  , 19.5 , QSO RLoud flat radio sp. , 397 , 439 ,  , 0.32 , 2.8e-9
2927 , 5BZQJ1831-4805 , CGRaBSJ1831-4805 , BZQJ1831-4805  , 277.92267 , -48.08917 , 1.196 ,  , 17.5 , QSO RLoud flat radio sp. , 36 , 181 ,  ,  , 
2928 , 5BZBJ1832-5659 , CRATESJ183230-565922 , BZBJ1832-5659  , 278.12908 , -56.98908 ,  ,  , 17 , BL Lac , 211 , 739 ,  ,  , 8e-10
2929 , 5BZQJ1832+1357 , GB6B1830+1355  , BZQJ1832+1357  , 278.18008 , 13.96317 , 2.83 ,  , 18.2 , QSO RLoud flat radio sp. , 641 , 824 ,  , 1.96 , 
2930 , 5BZQJ1833-2103 , PKSB1830-210  , BZQJ1833-2103  , 278.41638 , -21.06103 , 2.507 ,  , 21 , QSO RLoud flat radio sp. , 10896 , 7920 , 1537 , 0.69 , 1.19e-8
2931 , 5BZBJ1834-5948 , 1WGAJ1834.2-5948 , BZBJ1834-5948  , 278.56421 , -59.81314 , 0.435 ,  ?  , 18.6 , BL Lac Candidate , 221 , 105 ,  , 0.18 , 
2932 , 5BZBJ1834-5856 , PKS 1830-589  , BZBJ1834-5856  , 278.61446 , -58.94342 ,  ,  , 18.3 , BL Lac , 373 , 399 ,  , 0.15 , 
2933 , 5BZQJ1835+6119 , S4 1834+61  , BZQJ1835+6119  , 278.832 , 61.32778 , 2.274 ,  , 18.4 , QSO RLoud flat radio sp. , 588 , 567 ,  , 0.13 , 
2934 , 5BZQJ1835+2506 , CRATESJ183558+250642 , BZQJ1835+2506  , 278.99325 , 25.11261 , 1.973 ,  , 16 , QSO RLoud flat radio sp. , 32 , 131 ,  ,  , 
2935 , 5BZBJ1836+3136 , BZBJ1836+3136  , BZBJ1836+3136  , 279.0885 , 31.60744 ,  ,  , 16.7 , BL Lac , 36 , 36 ,  , 0.3 , 8e-10
2936 , 5BZQJ1837-7108 , PKS1831-711  , BZQJ1837-7108  , 279.36962 , -71.14544 , 1.356 ,  , 16.7 , QSO RLoud flat radio sp. , 1290 , 2294 , 538 , 0.65 , 
2937 , 5BZQJ1837-5848 , CRATESJ183752-584814 , BZQJ1837-5848  , 279.47417 , -58.8025 , 3.04 ,  , 18.6 , QSO RLoud flat radio sp. , 180 , 211 ,  ,  , 
2938 , 5BZQJ1838-3427 , PKS1835-345  ,  , 279.61875 , -34.46161 , 2.78 ,  , 19.4 , QSO RLoud flat radio sp. , 280 , 258 ,  ,  , 
2939 , 5BZBJ1838+4802 , GB6J1838+4802  , BZBJ1838+4802  , 279.70487 , 48.04289 ,  ,  , 16.2 , BL Lac , 30 , 41 ,  , 1.29 , 1.2e-9
2940 , 5BZGJ1838+5735 , GB6J18389+5735  , BZBJ1838+5735  , 279.744 , 57.59428 , 0.164 ,  , 15.4 , BL Lac-galaxy dominated , 87 , 93 ,  ,  , 
2941 , 5BZQJ1840+2457 , CRATESJ184002+245738 , BZQJ1840+2457  , 280.01429 , 24.96156 , 1.634 ,  , 19.3 , QSO RLoud flat radio sp. , 68 , 111 ,  ,  , 
