id , BZCAT5 Source name , Other name , BZCAT name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density 5.0GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
1724 , 5BZQJ1133-0905 , CRATESJ113336-090528 ,  , 173.39996 , -9.08983 , 0.992 ,  , 19.3 , QSO RLoud flat radio sp. , 192 , 132 ,  ,  , 
1725 , 5BZBJ1134-1729 , 1RXSJ113443.6-172853 , BZBJ1134-1729  , 173.68625 , -17.48383 , 0.571 ,  , 19.2 , BL Lac , 5 ,  ,  , 1.68 , 
1726 , 5BZBJ1135+3200 , SDSSJ113503.57+320015.6 , BZBJ1135+3200  , 173.76487 , 32.00433 , 0.511 ,  , 19.3 , BL Lac , 21 ,  ,  , 0.25 , 
1727 , 5BZBJ1135+6609 , GB6J1135+6610  , BZBJ1135+6609  , 173.84879 , 66.16139 ,  ,  , 18.9 , BL Lac , 63 , 33 ,  ,  , 
1728 , 5BZQJ1135-0428 , CGRaBSJ1135-0428 , BZQJ1135-0428  , 173.99262 , -4.47442 , 0.273 ,  ?  , 17.8 , QSO RLoud flat radio sp. , 200 , 264 , 569 ,  , 
1729 , 5BZBJ1136+1601 , MS1133.7+1618  , BZBJ1136+1601  , 174.07312 , 16.03117 , 0.574 ,  ?  , 19.6 , BL Lac , 17 ,  ,  , 0.31 , 
1730 , 5BZQJ1136-0330 , PKS1133-032  , BZQJ1136-0330  , 174.10242 , -3.50819 , 1.643 ,  , 19.7 , QSO RLoud flat radio sp. , 163 , 461 ,  , 0.14 , 
1731 , 5BZBJ1136+7009 , S5 1133+704  , BZBJ1136+7009  , 174.11004 , 70.15758 , 0.045 ,  , 11 , BL Lac , 327 , 267 ,  , 35.1 , 1.1e-9
1732 , 5BZQJ1136+3407 , BZQJ1136+3407  , BZQJ1136+3407  , 174.11396 , 34.12764 , 1.332 ,  , 19.8 , QSO RLoud flat radio sp. , 136 , 170 ,  ,  , 
1733 , 5BZBJ1136+6737 , RXJ11365+6737  , BZBJ1136+6737  , 174.12542 , 67.61789 , 0.136 ,  , 16.4 , BL Lac , 45 , 47 ,  , 14.8 , 6e-10
1734 , 5BZGJ1136+2550 , 1RXSJ113650.1+255113 , BZBJ1136+2550  , 174.20875 , 25.84786 , 0.156 ,  , 16.8 , BL Lac-galaxy dominated , 16 ,  ,  , 0.47 , 3e-10
1735 , 5BZBJ1137-1710 , BZBJ1137-1710  ,  , 174.48175 , -17.17836 , 0.6 ,  , 19 , BL Lac , 5 ,  ,  , 2.18 , 
1736 , 5BZBJ1138+4113 , BZBJ1138+4113  , BZBJ1138+4113  , 174.55062 , 41.23133 , 0.574 ,  ?  , 19.7 , BL Lac , 24 ,  ,  ,  , 
1737 , 5BZQJ1138+4745 , BZQJ1138+4745  , BZQJ1138+4745  , 174.58808 , 47.75428 , 0.77 ,  , 19.4 , QSO RLoud flat radio sp. , 305 , 246 ,  , 0.29 , 
1738 , 5BZQJ1139-1552 , PKS 1136-156  , BZQJ1139-1552  , 174.87325 , -15.88103 , 2.625 ,  , 19.6 , QSO RLoud flat radio sp. , 273 , 379 ,  ,  , 
1739 , 5BZBJ1140+1528 , 1RXSJ114023.5+152814 , BZBJ1140+1528  , 175.09783 , 15.46936 , 0.244 ,  , 17.3 , BL Lac , 70 ,  ,  , 4.75 , 
1740 , 5BZQJ1140+4622 , Q 1138+4638  , BZQJ1140+4622  , 175.19962 , 46.36803 , 0.115 ,  , 15.6 , QSO RLoud flat radio sp. , 98 , 54 ,  , 1.82 , 
1741 , 5BZBJ1142+1547 , GB6J1142+1548  , BZUJ1142+1547  , 175.53225 , 15.79839 ,  ,  , 20.2 , BL Lac , 334 , 332 ,  ,  , 8e-10
1742 , 5BZGJ1143+7304 , GB6B1140+7320  , BZBJ1143+7304  , 175.77062 , 73.06922 , 0.123 ,  , 16.8 , BL Lac-galaxy dominated , 48 , 32 ,  ,  , 
1743 , 5BZQJ1143+1843 , 1RXSJ114305.9+184348 , BZQJ1143+1843  , 175.77513 , 18.72856 , 0.374 ,  , 16.9 , QSO RLoud flat radio sp. , 57 , 53 ,  , 1.26 , 
1744 , 5BZBJ1143+6122 , GB6J1143+6122  , BZBJ1143+6122  , 175.8005 , 61.36967 ,  ,  , 18 , BL Lac , 83 , 94 ,  , 0.16 , 8e-10
1745 , 5BZQJ1143+6633 , CRATESJ114342+663329 , BZQJ1143+6633  , 175.92333 , 66.55867 , 2.328 ,  , 19.2 , QSO RLoud flat radio sp. , 132 , 245 ,  ,  , 
1746 , 5BZBJ1143+5102 , ROXAJ114357.6+510237.1 , BZBJ1143+5102  , 175.99 , 51.04358 ,  ,  , 20.6 , BL Lac , 37 , 23 ,  , 0.28 , 
1747 , 5BZQJ1145+0455 , PKS 1142+052  , BZQJ1145+0455  , 176.33883 , 4.92408 , 1.342 ,  , 19 , QSO RLoud flat radio sp. , 666 , 486 ,  , 0.24 , 
1748 , 5BZQJ1145-2250 , PKS 1142-225  , BZQJ1145-2250  , 176.34187 , -22.84203 , 1.141 ,  , 20.1 , QSO RLoud flat radio sp. , 653 , 905 ,  ,  , 
1749 , 5BZGJ1145-0340 , SHBLJ114535.1-034001 , BZBJ1145-0340  , 176.39629 , -3.66714 , 0.167 ,  , 17.1 , BL Lac-galaxy dominated , 18 ,  ,  , 4.1 , 
1750 , 5BZQJ1145-6954 , PKS 1143-696  ,  , 176.47342 , -69.9005 , 0.244 ,  , 15.7 , QSO RLoud flat radio sp. , 439 , 480 , 692 , 3.05 , 
1751 , 5BZQJ1146-2447 , PKS 1143-245  , BZQJ1146-2447  , 176.53375 , -24.79247 , 1.94 ,  , 17 , QSO RLoud flat radio sp. , 1434 , 1490 ,  ,  , 
1752 , 5BZQJ1146-2859 , PKS 1143-287  , BZQJ1146-2859  , 176.60913 , -28.98847 , 0.45 ,  , 18.3 , QSO RLoud flat radio sp. , 288 , 271 ,  ,  , 
1753 , 5BZQJ1146+5848 , CRATESJ114624+584829 , BZQJ1146+5848  , 176.61212 , 58.80953 , 1.982 ,  , 20.5 , QSO RLoud flat radio sp. , 372 , 579 ,  ,  , 
1754 , 5BZQJ1146+5356 , S4 1144+54  , BZQJ1146+5356  , 176.68417 , 53.94531 , 2.201 ,  , 19.6 , QSO RLoud flat radio sp. , 367 , 522 ,  ,  , 
1755 , 5BZQJ1146+3958 , S41144+402  , BZQJ1146+3958  , 176.74292 , 39.97619 , 1.089 ,  , 18.3 , QSO RLoud flat radio sp. , 331 , 836 , 592 , 0.69 , 2e-9
1756 , 5BZBJ1147-3812 , PKS1144-379  , BZBJ1147-3812  , 176.75571 , -38.20306 , 1.048 ,  ?  , 15.7 , BL Lac , 1804 , 1825 , 1387 , 0.91 , 1.6e-9
1757 , 5BZGJ1147+3501 , GB6B1144+3517  , BZUJ1147+3501  , 176.84221 , 35.01875 , 0.063 ,  , 14.6 , BL Lac-galaxy dominated , 637 , 669 ,  , 0.39 , 
1758 , 5BZQJ1147-6753 , MC4 1145-676  , BZQJ1147-6753  , 176.88917 , -67.89494 , 0.21 ,  , 16.6 , QSO RLoud flat radio sp. , 780 , 770 , 998 , 0.5 , 
1759 , 5BZQJ1147-0724 , Q 1145-071B  , BZQJ1147-0724  , 176.96479 , -7.41142 , 1.342 ,  , 18.3 , QSO RLoud flat radio sp. , 740 , 791 ,  , 0.34 , 1.7e-9
1760 , 5BZGJ1147+2205 , 1RXSJ114754.9+220548 , BZBJ1147+2205  , 176.97975 , 22.09492 , 0.276 ,  , 19.4 , BL Lac-galaxy dominated , 4 ,  ,  , 8.36 , 
1761 , 5BZQJ1147+2635 , RX J11479+2635  , BZQJ1147+2635  , 176.999 , 26.59508 , 0.867 ,  , 18.2 , QSO RLoud flat radio sp. , 342 , 420 ,  , 0.47 , 
1762 , 5BZQJ1148+5654 , ROXAJ114803.1+565411.4 , BZQJ1148+5654  , 177.01329 , 56.90325 , 0.451 ,  , 17.9 , QSO RLoud flat radio sp. , 66 , 51 ,  , 0.62 , 
1763 , 5BZBJ1148+1840 , GB6J1148+1840  , BZBJ1148+1840  , 177.15738 , 18.66917 ,  ,  , 19.4 , BL Lac , 460 , 272 ,  ,  , 
1764 , 5BZGJ1148+5924 , S41146+596  , BZUJ1148+5924  , 177.20983 , 59.41567 , 0.011 ,  , 11.5 , BL Lac-galaxy dominated , 481 , 556 ,  , 0.49 , 
1765 , 5BZQJ1148-0404 , PKS 1146-037  , BZQJ1148-0404  , 177.23283 , -4.06933 , 0.34 ,  , 15.4 , QSO RLoud flat radio sp. , 175 , 354 ,  , 1.15 , 
1766 , 5BZQJ1148+5254 , S4 1146+53  , BZQJ1148+5254  , 177.23571 , 52.90703 , 1.632 ,  , 16.6 , QSO RLoud flat radio sp. , 93 , 288 ,  , 0.15 , 
1767 , 5BZBJ1149+6243 , BZBJ1149+6243  , BZBJ1149+6243  , 177.35892 , 62.72569 ,  ,  , 19 , BL Lac , 19 ,  ,  ,  , 
1768 , 5BZBJ1149+2439 , EXO1146.9+2455  , BZBJ1149+2439  , 177.37646 , 24.65744 , 0.402 ,  , 18.1 , BL Lac , 28 ,  ,  , 5.52 , 
1769 , 5BZBJ1149+1035 , SDSSJ114955.67+103508.1 , BZBJ1149+1035  , 177.48196 , 10.58558 ,  ,  , 19.1 , BL Lac , 11 ,  ,  , 0.13 , 
1770 , 5BZGJ1150+5528 , GB6J1149+5528  , BZUJ1150+5528  , 177.50033 , 55.47261 , 0.139 ,  , 14.3 , BL Lac-galaxy dominated , 153 , 83 ,  ,  , 
1771 , 5BZQJ1150+4332 , GB6J1150+4332  , BZQJ1150+4332  , 177.56917 , 43.53497 , 3.037 ,  , 20.9 , QSO RLoud flat radio sp. , 188 , 197 ,  , 0.1 , 
1772 , 5BZBJ1150+2417 , B2 1147+245  , BZBJ1150+2417  , 177.58004 , 24.29828 ,  ,  , 16.1 , BL Lac , 798 , 645 , 468 , 0.3 , 1.3e-9
1773 , 5BZQJ1150+0156 , ROXAJ115024.7+015620.2 , BZQJ1150+0156  , 177.60329 , 1.93897 , 0.706 ,  , 18.6 , QSO RLoud flat radio sp. , 153 , 95 ,  , 0.17 , 
1774 , 5BZQJ1150-1930 , PKS 1147-192  , BZQJ1150-1930  , 177.63138 , -19.51375 , 2.489 ,  , 19.5 , QSO RLoud flat radio sp. , 384 , 388 ,  ,  , 
1775 , 5BZBJ1150+4154 , 1RXSJ115035.2+415446 , BZBJ1150+4154  , 177.64488 , 41.91114 ,  ,  , 17 , BL Lac , 24 , 22 ,  , 2.13 , 2.2e-9
1776 , 5BZQJ1150-0023 , 4C-00.47  , BZQJ1150-0023  , 177.68279 , -0.39839 , 1.976 ,  , 17 , QSO RLoud flat radio sp. , 2774 , 1756 ,  , 0.55 , 
1777 , 5BZQJ1151-1723 , PKS 1148-171  , BZQJ1151-1723  , 177.76333 , -17.39994 , 1.751 ,  , 18 , QSO RLoud flat radio sp. , 768 , 514 ,  ,  , 
1778 , 5BZBJ1151+5859 , RXJ11514+5859  , BZBJ1151+5859  , 177.85283 , 58.98822 ,  ,  , 16 , BL Lac , 185 , 131 ,  , 0.81 , 8e-10
1779 , 5BZBJ1151-1347 , 1FGL_J1151.4-1345 ,  , 177.87483 , -13.79742 ,  ,  , 18.9 , BL Lac , 35 , 94 ,  ,  , 4e-10
1780 , 5BZBJ1152+2837 , BZBJ1152+2837  , BZBJ1152+2837  , 178.04463 , 28.62256 , 0.441 ,  , 18.7 , BL Lac , 23 , 29 ,  ,  , 
1781 , 5BZQJ1152-0841 , PKS1149-084  , BZQJ1152-0841  , 178.07171 , -8.68425 , 2.37 ,  , 18 , QSO RLoud flat radio sp. , 698 , 738 , 750 , 0.26 , 1.2e-9
1782 , 5BZBJ1152+1531 , SDSSJ115222.19+153148.1 , BZBJ1152+1531  , 178.09246 , 15.53003 ,  ,  , 20.5 , BL Lac , 34 ,  ,  ,  , 
1783 , 5BZQJ1152+3209 , RX J11524+3209  , BZQJ1152+3209  , 178.11454 , 32.16644 , 0.374 ,  , 18.6 , QSO RLoud flat radio sp. , 40 , 36 ,  , 1.92 , 
1784 , 5BZQJ1152+4939 , GB6J1152+4939  , BZQJ1152+4939  , 178.13696 , 49.66078 , 1.093 ,  , 17 , QSO RLoud flat radio sp. , 110 , 167 ,  , 0.28 , 8e-10
1785 , 5BZQJ1152+3307 , GB6B1150+3324  , BZQJ1152+3307  , 178.21629 , 33.12189 , 1.4 ,  , 16.1 , QSO RLoud flat radio sp. , 207 , 180 ,  , 0.33 , 
1786 , 5BZQJ1152-0519 , CGRaBSJ1152-0519 , BZQJ1152-0519  , 178.23121 , -5.33014 , 1.983 ,  , 18.8 , QSO RLoud flat radio sp. , 188 , 183 ,  , 0.12 , 
1787 , 5BZQJ1153+8058 , S51150+81  , BZQJ1153+8058  , 178.30208 , 80.97478 , 1.25 ,  , 18.4 , QSO RLoud flat radio sp. , 1343 , 1181 ,  , 0.36 , 
1788 , 5BZQJ1153+0914 , 4C 09.39  , BZQJ1153+0914  , 178.30229 , 9.23397 , 0.696 ,  , 17.8 , QSO RLoud flat radio sp. , 809 , 432 ,  , 0.28 , 
1789 , 5BZUJ1153+5831 , 1RXSJ115323.4+583159 , BZQJ1153+5831  , 178.34992 , 58.52739 , 0.202 ,  , 17.9 , Blazar Uncertain type , 52 , 53 ,  , 1.03 , 
1790 , 5BZQJ1153+4931 , 4C49.22  , BZQJ1153+4931  , 178.35196 , 49.51911 , 0.334 ,  , 17.3 , QSO RLoud flat radio sp. , 1572 , 717 , 1161 , 3.31 , 8e-10
1791 , 5BZQJ1153+3617 , 1RXSJ115327.8+361738 , BZQJ1153+3617  , 178.36125 , 36.29064 , 1.358 ,  , 17.2 , QSO RLoud flat radio sp. , 61 , 60 ,  , 0.89 , 
1792 , 5BZBJ1153+3823 , B31151+386  , BZBJ1153+3823  , 178.42879 , 38.38497 , 0.41 ,  , 18.6 , BL Lac , 149 , 70 ,  , 0.39 , 
1793 , 5BZQJ1153+4036 , B31151+408  , BZQJ1153+4036  , 178.47775 , 40.61461 , 0.916 ,  , 19.3 , QSO RLoud flat radio sp. , 1136 , 374 ,  ,  , 
1794 , 5BZQJ1154+5934 , GB6J1154+5935  , BZQJ1154+5934  , 178.50571 , 59.58172 , 0.871 ,  , 20.6 , QSO RLoud flat radio sp. , 104 , 197 ,  ,  , 
1795 , 5BZBJ1154-0010 , SHBLJ115404.4-001010 , BZBJ1154-0010  , 178.519 , -0.16942 , 0.254 ,  , 18 , BL Lac , 9 ,  ,  , 2.48 , 8e-10
1796 , 5BZQJ1154+6022 , GB6B1151+6039  , BZQJ1154+6022  , 178.519 , 60.37247 , 1.12 ,  , 19.7 , QSO RLoud flat radio sp. , 97 , 72 ,  , 0.23 , 4e-10
1797 , 5BZBJ1154-3242 , PKS1151-324  ,  , 178.52579 , -32.71203 ,  ,  , 19.3 , BL Lac Candidate , 212 , 303 ,  ,  , 1.1e-9
1798 , 5BZGJ1154+0238 , BZUJ1154+0238  , BZUJ1154+0238  , 178.53867 , 2.63753 , 0.211 ,  , 17.7 , BL Lac-galaxy dominated , 115 , 87 ,  , 0.44 , 
1799 , 5BZGJ1154+1225 , GB6J1154+1225  , BZUJ1154+1225  , 178.54342 , 12.41936 , 0.081 ,  , 13.8 , BL Lac-galaxy dominated , 52 , 117 ,  ,  , 
1800 , 5BZQJ1155-3107 , BZQJ1155-3107  , BZQJ1155-3107  , 178.76317 , -31.13297 , 4.3 ,  , 18.5 , QSO RLoud flat radio sp. , 82 , 159 ,  ,  , 
1801 , 5BZBJ1155+0926 , 1RXSJ115516.5+092650 , BZBJ1155+0926  , 178.82613 , 9.44478 ,  ,  , 19.4 , BL Lac , 19 ,  ,  , 0.2 , 
1802 , 5BZQJ1155+0214 , ROXAJ115542.4+021411.0 , BZQJ1155+0214  , 178.92725 , 2.23642 , 0.873 ,  , 18 , QSO RLoud flat radio sp. , 110 , 109 ,  , 0.25 , 
1803 , 5BZUJ1155-8101 , 1FGL_J1153.4-8108 ,  , 178.94225 , -81.02169 , 1.395 ,  ?  , 20 , Blazar Uncertain type , 557 , 173 ,  ,  , 1e-10
1804 , 5BZGJ1156+4238 , 1RXSJ115647.6+423823 , BZBJ1156+4238  , 179.194 , 42.63539 , 0.172 ,  , 17.2 , BL Lac-galaxy dominated , 14 ,  ,  , 0.69 , 
1805 , 5BZGJ1157+2822 , SDSSJ115709.53+282200.7 , BZBJ1157+2822  , 179.28971 , 28.36686 , 0.3 ,  , 17.9 , BL Lac-galaxy dominated , 31 ,  ,  , 0.68 , 
1806 , 5BZGJ1158+2450 , B2.2 1155+25  , BZQJ1158+2450  , 179.60746 , 24.83833 , 0.202 ,  , 17.7 , BL Lac-galaxy dominated , 1021 , 1161 ,  ,  , 
1807 , 5BZQJ1158+4825 , S4 1155+48  , BZQJ1158+4825  , 179.61154 , 48.42117 , 2.028 ,  , 20.5 , QSO RLoud flat radio sp. , 275 , 553 ,  ,  , 
1808 , 5BZBJ1158+0937 , GB6J1158+0937  , BZBJ1158+0937  , 179.72654 , 9.61992 ,  ,  , 18.3 , BL Lac , 34 , 32 ,  ,  , 7e-10
1809 , 5BZUJ1159-2228 , PKS 1156-221  , BZUJ1159-2228  , 179.79696 , -22.47692 , 0.565 ,  ?  , 19.4 , Blazar Uncertain type , 1178 , 570 ,  , 0.66 , 1.3e-9
1810 , 5BZUJ1159-0940 , PKS 1156-094  , BZUJ1159-0940  , 179.80296 , -9.68111 ,  ,  , 20.8 , Blazar Uncertain type , 1029 , 618 ,  ,  , 
1811 , 5BZQJ1159-2142 , CGRaBSJ1159-2142 , BZQJ1159-2142  , 179.83929 , -21.71247 , 0.617 ,  , 19.1 , QSO RLoud flat radio sp. , 321 , 191 ,  ,  , 1.6e-9
1812 , 5BZQJ1159+2914 , 4C29.45  , BZQJ1159+2914  , 179.88262 , 29.2455 , 0.729 ,  , 18.1 , QSO RLoud flat radio sp. , 2031 , 1461 , 1268 , 0.84 , 6e-9
1813 , 5BZQJ1159-2148 , PKS 1157-215  , BZQJ1159-2148  , 179.96629 , -21.81492 , 0.927 ,  , 17.8 , QSO RLoud flat radio sp. , 386 , 745 ,  ,  , 1.6e-9
1814 , 5BZGJ1200+4758 , 1RXSJ120047.2+475852 , BZBJ1200+4758  , 180.195 , 47.97453 , 0.27 ,  , 17.8 , BL Lac-galaxy dominated , 44 ,  ,  , 0.22 , 
1815 , 5BZGJ1201-0007 , RXSJ12010-0006  , BZBJ1201-0007  , 180.27579 , -0.11711 , 0.165 ,  , 16.9 , BL Lac-galaxy dominated , 71 , 56 ,  , 1.05 , 
1816 , 5BZQJ1201+0900 , SDSSJ12014+0900  , BZQJ1201+0900  , 180.36417 , 9.01119 , 1.016 ,  , 16.5 , QSO RLoud flat radio sp. , 17 , 37 ,  , 0.4 , 
1817 , 5BZGJ1201-0011 , TGN380Z101  , BZBJ1201-0011  , 180.43192 , -0.18722 , 0.164 ,  , 18.6 , BL Lac-galaxy dominated , 29 ,  ,  , 0.56 , 
1818 , 5BZBJ1202+4444 , 1WGAJ1202.1+44  , BZBJ1202+4444  , 180.53608 , 44.73958 , 0.297 ,  , 17.7 , BL Lac , 106 , 69 ,  , 0.26 , 
1819 , 5BZQJ1202+2756 , 1WGAJ1202.5+2756 , BZQJ1202+2756  , 180.64167 , 27.94056 , 0.672 ,  , 18.3 , QSO RLoud flat radio sp. , 126 , 107 ,  , 0.53 , 
1820 , 5BZQJ1202-0528 , PKS 1200-051  , BZQJ1202-0528  , 180.64258 , -5.46736 , 0.381 ,  , 16.6 , QSO RLoud flat radio sp. , 530 , 462 ,  , 2.8 , 
1821 , 5BZBJ1202+3851 , SDSSJ120257.06+385147.5 , BZBJ1202+3851  , 180.73775 , 38.86317 ,  ,  , 18.7 , BL Lac , 24 ,  ,  , 0.24 , 
1822 , 5BZBJ1203+6031 , SBS 1200+608  , BZBJ1203+6031  , 180.76462 , 60.52197 , 0.065 ,  , 15.3 , BL Lac , 191 , 182 ,  , 0.75 , 8e-10
1823 , 5BZQJ1203+4803 , GB6J1203+4803  , BZQJ1203+4803  , 180.87438 , 48.05378 , 0.817 ,  , 16.2 , QSO RLoud flat radio sp. , 64 , 164 ,  , 0.99 , 
1824 , 5BZBJ1203+5430 , GB6B1201+5447  , BZBJ1203+5430  , 180.88196 , 54.50247 , 0.478 ,  , 19.2 , BL Lac , 72 , 42 ,  ,  , 
1825 , 5BZQJ1203+4510 , 1RXSJ120336.0+451054 , BZQJ1203+4510  , 180.8975 , 45.18044 , 1.075 ,  , 17.4 , QSO RLoud flat radio sp. , 39 , 43 ,  , 0.4 , 
1826 , 5BZBJ1203+5819 , SDSSJ120355.34+581945.5 , BZBJ1203+5819  , 180.98058 , 58.32931 ,  ,  , 18.7 , BL Lac , 47 , 43 ,  ,  , 
1827 , 5BZBJ1204+1145 , 1WGAJ1204.1+1146 , BZBJ1204+1145  , 181.0505 , 11.76539 , 0.296 ,  , 17.7 , BL Lac , 15 ,  ,  , 1.18 , 8e-10
1828 , 5BZGJ1204-0710 , 1RXSJ120417.0-070959 , BZBJ1204-0710  , 181.06942 , -7.16914 , 0.184 ,  , 14.6 , BL Lac-galaxy dominated , 169 , 128 ,  , 1 , 8e-10
1829 , 5BZQJ1204-5055 , CGRaBSJ1204-5055 , BZQJ1204-5055  , 181.24546 , -50.93239 , 1.083 ,  , 19.9 , QSO RLoud flat radio sp. , 50 , 147 ,  ,  , 
1830 , 5BZQJ1205-2634 , PKS 1203-26  , BZQJ1205-2634  , 181.38837 , -26.56792 , 0.789 ,  , 19.3 , QSO RLoud flat radio sp. , 1654 , 1154 ,  , 0.63 , 8e-10
1831 , 5BZQJ1205+0053 , PKS 1203+011  , BZQJ1205+0053  , 181.45204 , 0.89553 , 0.932 ,  , 18.9 , QSO RLoud flat radio sp. , 118 , 141 ,  ,  , 
1832 , 5BZQJ1206+2822 , GB6B1203+2839  , BZQJ1206+2822  , 181.58187 , 28.38183 , 1.507 ,  , 18.9 , QSO RLoud flat radio sp. , 38 , 21 ,  , 0.13 , 
1833 , 5BZBJ1206+0529 , SDSSJ120658.03+052952.2 , BZBJ1206+0529  , 181.74179 , 5.49783 ,  ,  , 19.7 , BL Lac , 468 , 295 ,  ,  , 
1834 , 5BZBJ1207+1715 , SDSSJ120709.97+171549.3 , BZBJ1207+1715  , 181.79154 , 17.26369 ,  ,  , 19.2 , BL Lac , 14 ,  ,  ,  , 
1835 , 5BZBJ1207-1746 , 1RXSJ120711.1-174551 , BZBJ1207-1746  , 181.79792 , -17.76833 ,  ,  , 19.6 , BL Lac Candidate , 4 ,  ,  , 2.84 , 
1836 , 5BZQJ1207+1211 , BZQJ1207+1211  , BZQJ1207+1211  , 181.80258 , 12.19606 , 0.892 ,  , 18.8 , QSO RLoud flat radio sp. , 188 , 211 ,  ,  , 
1837 , 5BZQJ1207+2754 , B2 1204+28  , BZQJ1207+2754  , 181.86625 , 27.91633 , 2.18 ,  , 18.8 , QSO RLoud flat radio sp. , 590 , 457 ,  , 0.26 , 
1838 , 5BZQJ1207-0106 , PKS 1205-008  , BZQJ1207-0106  , 181.92367 , -1.11019 , 1.006 ,  , 19.1 , QSO RLoud flat radio sp. , 133 , 109 ,  ,  , 
1839 , 5BZBJ1208+3015 , SDSSJ120804.32+301550.4 , BZBJ1208+3015  , 182.018 , 30.264 ,  ,  , 22.1 , BL Lac , 36 , 21 ,  ,  , 
1840 , 5BZBJ1208-2937 , 2E1205.7-2921  , BZBJ1208-2937  , 182.07504 , -29.63331 , 0.249 ,  , 18.1 , BL Lac , 6 ,  ,  , 1.31 , 
1841 , 5BZUJ1208+6121 , GB6B1206+6138  , BZUJ1208+6121  , 182.15463 , 61.35181 , 0.275 ,  , 17.6 , Blazar Uncertain type , 182 , 118 ,  , 0.38 , 
1842 , 5BZBJ1208+1159 , GB6J1208+1159  , BZBJ1208+1159  , 182.15529 , 11.99383 , 0.369 ,  , 18.1 , BL Lac , 72 , 54 ,  ,  , 
1843 , 5BZQJ1208+5441 , 1FGL_J1209.3+5444 , BZQJ1208+5441  , 182.22604 , 54.69947 , 1.343 ,  , 18.8 , QSO RLoud flat radio sp. , 302 , 207 , 377 ,  , 1.8e-9
1844 , 5BZQJ1209-2406 , PKSB1206-238  , BZQJ1209-2406  , 182.26021 , -24.10578 , 1.299 ,  , 16.7 , QSO RLoud flat radio sp. , 561 , 1073 ,  ,  , 
1845 , 5BZBJ1209-2032 , PKS 1206-202  , BZBJ1209-2032  , 182.31087 , -20.54417 , 0.404 ,  , 18.8 , BL Lac , 354 , 573 ,  ,  , 
1846 , 5BZBJ1209+4119 , B31206+416  , BZBJ1209+4119  , 182.34496 , 41.32817 ,  ,  , 17.6 , BL Lac , 274 , 515 ,  , 0.7 , 4e-10
1847 , 5BZQJ1209-4016 , PKS 1207-399  , BZQJ1209-4016  , 182.39683 , -40.27031 , 0.966 ,  , 16.9 , QSO RLoud flat radio sp. , 541 , 462 ,  , 0.43 , 
1848 , 5BZBJ1209+0210 , 1RXSJ120938.1+021020 , BZBJ1209+0210  , 182.40967 , 2.17144 ,  ,  , 19.2 , BL Lac , 5 ,  ,  , 0.74 , 
1849 , 5BZQJ1209+2547 , B2.2 1207+26  , BZQJ1209+2547  , 182.43788 , 25.78436 , 1.435 ,  , 19.2 , QSO RLoud flat radio sp. , 401 , 342 ,  , 0.31 , 
1850 , 5BZQJ1209+1810 , GB6B1207+1827  , BZQJ1209+1810  , 182.46567 , 18.16856 , 0.846 ,  , 18.6 , QSO RLoud flat radio sp. , 73 , 150 ,  ,  , 4e-10
1851 , 5BZGJ1210+0223 , 1RXSJ121015.9+022344 , BZBJ1210+0223  , 182.57379 , 2.39544 , 0.383 ,  , 18 , BL Lac-galaxy dominated , 79 ,  ,  , 0.47 , 
1852 , 5BZBJ1210+3929 , MS1207.9+3945  , BZBJ1210+3929  , 182.61113 , 39.48583 , 0.617 ,  , 19.4 , BL Lac , 19 ,  ,  , 2.47 , 
1853 , 5BZBJ1211+3900 , 2E1209.0+3917  , BZBJ1211+3900  , 182.89267 , 39.01494 , 0.602 ,  ?  , 21 , BL Lac , 11 ,  ,  , 0.21 , 
1854 , 5BZBJ1211+2242 , 1RXSJ121158.1+224236 , BZBJ1211+2242  , 182.9945 , 22.709 , 0.453 ,  ?  , 18.6 , BL Lac , 20 ,  ,  , 4.25 , 
1855 , 5BZBJ1213+5129 , 1RXSJ121301.8+512942 , BZBJ1213+5129  , 183.25363 , 51.49331 ,  ,  , 18.5 , BL Lac , 36 ,  ,  , 0.97 , 
1856 , 5BZBJ1213-1003 , PKS1210-097  , BZBJ1213-1003  , 183.34558 , -10.05703 ,  ,  , 19 , BL Lac , 338 , 303 ,  ,  , 
1857 , 5BZBJ1213-2618 , 1RXSJ121321.6-261802 , BZBJ1213-2618  , 183.34583 , -26.30194 , 0.278 ,  , 17.6 , BL Lac , 7 ,  ,  , 3.8 , 5e-10
1858 , 5BZQJ1213+1307 , DW 1211+13  , BZQJ1213+1307  , 183.384 , 13.12239 , 1.139 ,  , 18 , QSO RLoud flat radio sp. , 1344 , 894 ,  , 0.11 , 5e-10
1859 , 5BZQJ1213+0001 , 1RXSJ121348.3+000140 , BZQJ1213+0001  , 183.44808 , 0.025 , 0.961 ,  , 17.9 , QSO RLoud flat radio sp. , 110 , 103 ,  , 0.35 , 
1860 , 5BZBJ1213+6425 , SDSSJ12138+6425  , BZBJ1213+6425  , 183.45338 , 64.42225 ,  ,  , 19.1 , BL Lac , 10 ,  ,  ,  , 
